UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll
115112b,115112,b,"Soil Preparation, Planting, and Cultivating",1561.0,2300.0,117263.0
115112c,115112,c,"Soil Preparation, Planting, and Cultivating",334.0,2159.0,95179.0
115112d,115112,d,"Soil Preparation, Planting, and Cultivating",123.0,1615.0,67005.0
115112e,115112,e,"Soil Preparation, Planting, and Cultivating",2018.0,6074.0,279447.0
115112f,115112,f,"Soil Preparation, Planting, and Cultivating",86.0,2696.0,129860.0
115112g,115112,g,"Soil Preparation, Planting, and Cultivating",21.0,1639.0,60345.0
115112h,115112,h,"Soil Preparation, Planting, and Cultivating",2125.0,10409.0,469652.0
115112i,115112,i,"Soil Preparation, Planting, and Cultivating",3.0,0.0,0.0
115113a,115113,a,"Crop Harvesting, Primarily by Machine",340.0,2094.0,85602.0
115113b,115113,b,"Crop Harvesting, Primarily by Machine",256.0,339.0,19111.0
115113c,115113,c,"Crop Harvesting, Primarily by Machine",37.0,237.0,9410.0
115113d,115113,d,"Crop Harvesting, Primarily by Machine",21.0,293.0,14031.0
115113e,115113,e,"Crop Harvesting, Primarily by Machine",314.0,869.0,42552.0
115113f,115113,f,"Crop Harvesting, Primarily by Machine",16.0,690.0,24374.0
115113g,115113,g,"Crop Harvesting, Primarily by Machine",9.0,534.0,18672.0
115113h,115113,h,"Crop Harvesting, Primarily by Machine",339.0,2093.0,85598.0
115113i,115113,i,"Crop Harvesting, Primarily by Machine",1.0,0.0,0.0
115114a,115114,a,Postharvest Crop Activities (except Cotton Ginning),805.0,33925.0,1169837.0
115114b,115114,b,Postharvest Crop Activities (except Cotton Ginning),316.0,495.0,34435.0
115114c,115114,c,Postharvest Crop Activities (except Cotton Ginning),125.0,865.0,39538.0
115114d,115114,d,Postharvest Crop Activities (except Cotton Ginning),97.0,1274.0,55149.0
115114e,115114,e,Postharvest Crop Activities (except Cotton Ginning),538.0,2634.0,129122.0
115114f,115114,f,Postharvest Crop Activities (except Cotton Ginning),163.0,7527.0,269419.0
115114g,115114,g,Postharvest Crop Activities (except Cotton Ginning),73.0,10700.0,315970.0
115114h,115114,h,Postharvest Crop Activities (except Cotton Ginning),774.0,20861.0,714511.0
115114i,115114,i,Postharvest Crop Activities (except Cotton Ginning),31.0,13064.0,455326.0
115115a,115115,a,Farm Labor Contractors and Crew Leaders,481.0,9580.0,213424.0
115115b,115115,b,Farm Labor Contractors and Crew Leaders,306.0,0.0,29171.0
115115c,115115,c,Farm Labor Contractors and Crew Leaders,62.0,414.0,14904.0
115115d,115115,d,Farm Labor Contractors and Crew Leaders,37.0,518.0,15699.0
115115e,115115,e,Farm Labor Contractors and Crew Leaders,405.0,1301.0,59774.0
115115f,115115,f,Farm Labor Contractors and Crew Leaders,56.0,2326.0,58234.0
115115g,115115,g,Farm Labor Contractors and Crew Leaders,19.0,3809.0,72728.0
115115h,115115,h,Farm Labor Contractors and Crew Leaders,480.0,7436.0,190736.0
115115i,115115,i,Farm Labor Contractors and Crew Leaders,1.0,0.0,0.0
115116a,115116,a,Farm Management Services,516.0,4413.0,186690.0
115116b,115116,b,Farm Management Services,354.0,485.0,23792.0
115116c,115116,c,Farm Management Services,69.0,446.0,24138.0
115116d,115116,d,Farm Management Services,47.0,636.0,24516.0
115116e,115116,e,Farm Management Services,470.0,1567.0,72446.0
115116f,115116,f,Farm Management Services,33.0,1371.0,56176.0
115116g,115116,g,Farm Management Services,9.0,905.0,37990.0
115116h,115116,h,Farm Management Services,512.0,3843.0,166612.0
115116i,115116,i,Farm Management Services,4.0,570.0,20078.0
115200a,1152,a,Support Activities for Animal Production,4248.0,18711.0,564118.0
115200b,1152,b,Support Activities for Animal Production,3351.0,5244.0,130335.0
115200c,1152,c,Support Activities for Animal Production,567.0,3628.0,82983.0
115200d,1152,d,Support Activities for Animal Production,195.0,2428.0,75002.0
115200e,1152,e,Support Activities for Animal Production,4113.0,11300.0,288320.0
115200f,1152,f,Support Activities for Animal Production,101.0,3620.0,107150.0
115200g,1152,g,Support Activities for Animal Production,21.0,2746.0,119853.0
115200h,1152,h,Support Activities for Animal Production,4235.0,17666.0,515323.0
115200i,1152,i,Support Activities for Animal Production,13.0,1045.0,48795.0
115210a,11521,a,Support Activities for Animal Production,4248.0,18711.0,564118.0
115210b,11521,b,Support Activities for Animal Production,3351.0,5244.0,130335.0
115210c,11521,c,Support Activities for Animal Production,567.0,3628.0,82983.0
115210d,11521,d,Support Activities for Animal Production,195.0,2428.0,75002.0
115210e,11521,e,Support Activities for Animal Production,4113.0,11300.0,288320.0
115210f,11521,f,Support Activities for Animal Production,101.0,3620.0,107150.0
115210g,11521,g,Support Activities for Animal Production,21.0,2746.0,119853.0
115210h,11521,h,Support Activities for Animal Production,4235.0,17666.0,515323.0
115210i,11521,i,Support Activities for Animal Production,13.0,1045.0,48795.0
115300a,1153,a,Support Activities for Forestry,1553.0,10582.0,418094.0
115300b,1153,b,Support Activities for Forestry,1154.0,1584.0,79098.0
115300c,1153,c,Support Activities for Forestry,169.0,1076.0,42433.0
115300d,1153,d,Support Activities for Forestry,104.0,1377.0,54997.0
115300e,1153,e,Support Activities for Forestry,1427.0,4037.0,176528.0
115300f,1153,f,Support Activities for Forestry,104.0,3925.0,151639.0
115300g,1153,g,Support Activities for Forestry,15.0,2173.0,59290.0
115300h,1153,h,Support Activities for Forestry,1546.0,10135.0,387457.0
115300i,1153,i,Support Activities for Forestry,7.0,0.0,30637.0
115310a,11531,a,Support Activities for Forestry,1553.0,10582.0,418094.0
115310b,11531,b,Support Activities for Forestry,1154.0,1584.0,79098.0
115310c,11531,c,Support Activities for Forestry,169.0,1076.0,42433.0
115310d,11531,d,Support Activities for Forestry,104.0,1377.0,54997.0
115310e,11531,e,Support Activities for Forestry,1427.0,4037.0,176528.0
115310f,11531,f,Support Activities for Forestry,104.0,3925.0,151639.0
115310g,11531,g,Support Activities for Forestry,15.0,2173.0,59290.0
115310h,11531,h,Support Activities for Forestry,1546.0,10135.0,387457.0
115310i,11531,i,Support Activities for Forestry,7.0,0.0,30637.0
210000a,21,a,"Mining, Quarrying, and Oil and Gas Extraction",21973.0,732186.0,64776917.0
210000b,21,b,"Mining, Quarrying, and Oil and Gas Extraction",12623.0,19940.0,1375396.0
210000c,21,c,"Mining, Quarrying, and Oil and Gas Extraction",3203.0,21263.0,1260054.0
210000d,21,d,"Mining, Quarrying, and Oil and Gas Extraction",2396.0,32457.0,2101254.0
210000e,21,e,"Mining, Quarrying, and Oil and Gas Extraction",18222.0,73660.0,4736704.0
210000f,21,f,"Mining, Quarrying, and Oil and Gas Extraction",2643.0,102046.0,7413084.0
210000g,21,g,"Mining, Quarrying, and Oil and Gas Extraction",729.0,113083.0,9439108.0
210000h,21,h,"Mining, Quarrying, and Oil and Gas Extraction",21594.0,288789.0,21588896.0
210000i,21,i,"Mining, Quarrying, and Oil and Gas Extraction",379.0,443397.0,43188021.0
211000a,211,a,Oil and Gas Extraction,6566.0,131789.0,16991765.0
211000b,211,b,Oil and Gas Extraction,4502.0,7441.0,485009.0
211000c,211,c,Oil and Gas Extraction,965.0,6303.0,456671.0
211000d,211,d,Oil and Gas Extraction,485.0,6439.0,563427.0
211000e,211,e,Oil and Gas Extraction,5952.0,20183.0,1505107.0
211000f,211,f,Oil and Gas Extraction,408.0,14956.0,1637420.0
211000g,211,g,Oil and Gas Extraction,107.0,16242.0,2314866.0
211000h,211,h,Oil and Gas Extraction,6467.0,51381.0,5457393.0
211000i,211,i,Oil and Gas Extraction,99.0,80408.0,11534372.0
211100a,2111,a,Oil and Gas Extraction,6566.0,131789.0,16991765.0
211100b,2111,b,Oil and Gas Extraction,4502.0,7441.0,485009.0
211100c,2111,c,Oil and Gas Extraction,965.0,6303.0,456671.0
211100d,2111,d,Oil and Gas Extraction,485.0,6439.0,563427.0
211100e,2111,e,Oil and Gas Extraction,5952.0,20183.0,1505107.0
211100f,2111,f,Oil and Gas Extraction,408.0,14956.0,1637420.0
211100g,2111,g,Oil and Gas Extraction,107.0,16242.0,2314866.0
211100h,2111,h,Oil and Gas Extraction,6467.0,51381.0,5457393.0
211100i,2111,i,Oil and Gas Extraction,99.0,80408.0,11534372.0
211110a,21111,a,Oil and Gas Extraction,6566.0,131789.0,16991765.0
211110b,21111,b,Oil and Gas Extraction,4502.0,7441.0,485009.0
211110c,21111,c,Oil and Gas Extraction,965.0,6303.0,456671.0
211110d,21111,d,Oil and Gas Extraction,485.0,6439.0,563427.0
211110e,21111,e,Oil and Gas Extraction,5952.0,20183.0,1505107.0
211110f,21111,f,Oil and Gas Extraction,408.0,14956.0,1637420.0
211110g,21111,g,Oil and Gas Extraction,107.0,16242.0,2314866.0
211110h,21111,h,Oil and Gas Extraction,6467.0,51381.0,5457393.0
211110i,21111,i,Oil and Gas Extraction,99.0,80408.0,11534372.0
211111a,211111,a,Crude Petroleum and Natural Gas Extraction,6460.0,120071.0,15669403.0
211111b,211111,b,Crude Petroleum and Natural Gas Extraction,4446.0,7332.0,478755.0
211111c,211111,c,Crude Petroleum and Natural Gas Extraction,950.0,6217.0,449345.0
211111d,211111,d,Crude Petroleum and Natural Gas Extraction,480.0,6368.0,558081.0
211111e,211111,e,Crude Petroleum and Natural Gas Extraction,5876.0,19917.0,1486181.0
211111f,211111,f,Crude Petroleum and Natural Gas Extraction,396.0,14296.0,1593678.0
211111g,211111,g,Crude Petroleum and Natural Gas Extraction,98.0,14737.0,2168365.0
211111h,211111,h,Crude Petroleum and Natural Gas Extraction,6370.0,48950.0,5248224.0
211111i,211111,i,Crude Petroleum and Natural Gas Extraction,90.0,71121.0,10421179.0
211112a,211112,a,Natural Gas Liquid Extraction,140.0,11718.0,1322362.0
211112b,211112,b,Natural Gas Liquid Extraction,57.0,109.0,6254.0
211112c,211112,c,Natural Gas Liquid Extraction,15.0,0.0,7326.0
211112d,211112,d,Natural Gas Liquid Extraction,5.0,0.0,5346.0
211112e,211112,e,Natural Gas Liquid Extraction,77.0,266.0,18926.0
211112f,211112,f,Natural Gas Liquid Extraction,14.0,660.0,43742.0
211112g,211112,g,Natural Gas Liquid Extraction,12.0,1505.0,146501.0
211112h,211112,h,Natural Gas Liquid Extraction,103.0,2431.0,209169.0
211112i,211112,i,Natural Gas Liquid Extraction,37.0,9287.0,1113193.0
212000a,212,a,Mining (except Oil and Gas),3827.0,203300.0,14645092.0
212000b,212,b,Mining (except Oil and Gas),1589.0,2684.0,177718.0
212000c,212,c,Mining (except Oil and Gas),678.0,4444.0,213994.0
212000d,212,d,Mining (except Oil and Gas),561.0,7609.0,412590.0
212000e,212,e,Mining (except Oil and Gas),2828.0,14737.0,804302.0
212000f,212,f,Mining (except Oil and Gas),613.0,21133.0,1211314.0
212000g,212,g,Mining (except Oil and Gas),228.0,27291.0,1795722.0
212000h,212,h,Mining (except Oil and Gas),3669.0,63161.0,3811338.0
212000i,212,i,Mining (except Oil and Gas),158.0,140139.0,10833754.0
212100a,2121,a,Coal Mining,540.0,83974.0,6463274.0
212100b,2121,b,Coal Mining,164.0,267.0,17426.0
212100c,2121,c,Coal Mining,79.0,526.0,23774.0
212100d,2121,d,Coal Mining,86.0,1201.0,71699.0
212100e,2121,e,Coal Mining,329.0,1994.0,112899.0
212100f,2121,f,Coal Mining,129.0,5495.0,332525.0
212100g,2121,g,Coal Mining,44.0,7984.0,605580.0
212100h,2121,h,Coal Mining,502.0,15473.0,1051004.0
212100i,2121,i,Coal Mining,38.0,68501.0,5412270.0
212110a,21211,a,Coal Mining,540.0,83974.0,6463274.0
212110b,21211,b,Coal Mining,164.0,267.0,17426.0
212110c,21211,c,Coal Mining,79.0,526.0,23774.0
212110d,21211,d,Coal Mining,86.0,1201.0,71699.0
212110e,21211,e,Coal Mining,329.0,1994.0,112899.0
212110f,21211,f,Coal Mining,129.0,5495.0,332525.0
212110g,21211,g,Coal Mining,44.0,7984.0,605580.0
212110h,21211,h,Coal Mining,502.0,15473.0,1051004.0
212110i,21211,i,Coal Mining,38.0,68501.0,5412270.0
212111a,212111,a,Bituminous Coal and Lignite Surface Mining,325.0,36537.0,2718759.0
212111b,212111,b,Bituminous Coal and Lignite Surface Mining,94.0,0.0,8368.0
212111c,212111,c,Bituminous Coal and Lignite Surface Mining,45.0,308.0,13507.0
212111d,212111,d,Bituminous Coal and Lignite Surface Mining,46.0,622.0,33912.0
212111e,212111,e,Bituminous Coal and Lignite Surface Mining,185.0,1102.0,55787.0
212111f,212111,f,Bituminous Coal and Lignite Surface Mining,79.0,3360.0,199737.0
212111g,212111,g,Bituminous Coal and Lignite Surface Mining,28.0,4479.0,328377.0
212111h,212111,h,Bituminous Coal and Lignite Surface Mining,292.0,8941.0,583901.0
212111i,212111,i,Bituminous Coal and Lignite Surface Mining,33.0,27596.0,2134858.0
212112a,212112,a,Bituminous Coal Underground Mining,196.0,46625.0,3707906.0
212112b,212112,b,Bituminous Coal Underground Mining,50.0,58.0,7414.0
212112c,212112,c,Bituminous Coal Underground Mining,18.0,108.0,6195.0
212112d,212112,d,Bituminous Coal Underground Mining,34.0,495.0,34326.0
212112e,212112,e,Bituminous Coal Underground Mining,102.0,661.0,47935.0
212112f,212112,f,Bituminous Coal Underground Mining,48.0,1864.0,120589.0
212112g,212112,g,Bituminous Coal Underground Mining,17.0,3203.0,262472.0
212112h,212112,h,Bituminous Coal Underground Mining,167.0,5728.0,430996.0
212112i,212112,i,Bituminous Coal Underground Mining,29.0,40897.0,3276910.0
212113a,212113,a,Anthracite Mining,52.0,812.0,36609.0
212113b,212113,b,Anthracite Mining,20.0,0.0,1644.0
212113c,212113,c,Anthracite Mining,16.0,110.0,4072.0
212113d,212113,d,Anthracite Mining,6.0,0.0,3461.0
212113e,212113,e,Anthracite Mining,42.0,231.0,9177.0
212113f,212113,f,Anthracite Mining,6.0,271.0,12199.0
212113g,212113,g,Anthracite Mining,3.0,302.0,14731.0
212113h,212113,h,Anthracite Mining,51.0,804.0,36107.0
212113i,212113,i,Anthracite Mining,1.0,0.0,0.0
212200a,2122,a,Metal Ore Mining,306.0,41294.0,3640513.0
212200b,2122,b,Metal Ore Mining,162.0,0.0,44264.0
212200c,2122,c,Metal Ore Mining,37.0,252.0,20595.0
212200d,2122,d,Metal Ore Mining,28.0,389.0,44412.0
212200e,2122,e,Metal Ore Mining,227.0,872.0,109271.0
212200f,2122,f,Metal Ore Mining,31.0,1400.0,104243.0
212200g,2122,g,Metal Ore Mining,23.0,5633.0,406682.0
212200h,2122,h,Metal Ore Mining,281.0,7905.0,620196.0
212200i,2122,i,Metal Ore Mining,25.0,33389.0,3020317.0
212210a,21221,a,Iron Ore Mining,16.0,5640.0,549722.0
212210b,21221,b,Iron Ore Mining,4.0,12.0,653.0
212210c,21221,c,Iron Ore Mining,3.0,0.0,1233.0
212210e,21221,e,Iron Ore Mining,7.0,0.0,1886.0
212210f,21221,f,Iron Ore Mining,3.0,132.0,8615.0
212210g,21221,g,Iron Ore Mining,1.0,0.0,0.0
212210h,21221,h,Iron Ore Mining,11.0,211.0,16151.0
212210i,21221,i,Iron Ore Mining,5.0,5429.0,533571.0
212220a,21222,a,Gold Ore and Silver Ore Mining,202.0,15965.0,1500137.0
212220b,21222,b,Gold Ore and Silver Ore Mining,126.0,0.0,31355.0
212220c,21222,c,Gold Ore and Silver Ore Mining,26.0,177.0,16208.0
212220d,21222,d,Gold Ore and Silver Ore Mining,12.0,151.0,23254.0
212220e,21222,e,Gold Ore and Silver Ore Mining,164.0,498.0,70817.0
212220f,21222,f,Gold Ore and Silver Ore Mining,18.0,876.0,63541.0
212220g,21222,g,Gold Ore and Silver Ore Mining,12.0,2904.0,219231.0
