UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll
114110h,11411,h,Fishing,2329.0,5439.0,324467.0
114110i,11411,i,Fishing,2.0,0.0,0.0
114111a,114111,a,Finfish Fishing,1188.0,3717.0,248058.0
114111b,114111,b,Finfish Fishing,1088.0,883.0,71596.0
114111c,114111,c,Finfish Fishing,58.0,368.0,17663.0
114111d,114111,d,Finfish Fishing,18.0,219.0,13175.0
114111e,114111,e,Finfish Fishing,1164.0,1470.0,102434.0
114111f,114111,f,Finfish Fishing,15.0,575.0,35270.0
114111g,114111,g,Finfish Fishing,7.0,1206.0,83660.0
114111h,114111,h,Finfish Fishing,1186.0,3251.0,221364.0
114111i,114111,i,Finfish Fishing,2.0,0.0,0.0
114112a,114112,a,Shellfish Fishing,1067.0,2049.0,95731.0
114112b,114112,b,Shellfish Fishing,1020.0,724.0,44145.0
114112c,114112,c,Shellfish Fishing,22.0,143.0,5325.0
114112d,114112,d,Shellfish Fishing,8.0,123.0,5531.0
114112e,114112,e,Shellfish Fishing,1050.0,990.0,55001.0
114112f,114112,f,Shellfish Fishing,13.0,419.0,16291.0
114112g,114112,g,Shellfish Fishing,4.0,640.0,24439.0
114112h,114112,h,Shellfish Fishing,1067.0,2049.0,95731.0
114119a,114119,a,Other Marine Fishing,76.0,139.0,7372.0
114119b,114119,b,Other Marine Fishing,70.0,63.0,3225.0
114119c,114119,c,Other Marine Fishing,4.0,22.0,1601.0
114119d,114119,d,Other Marine Fishing,1.0,0.0,0.0
114119e,114119,e,Other Marine Fishing,75.0,96.0,5169.0
114119f,114119,f,Other Marine Fishing,1.0,0.0,0.0
114119h,114119,h,Other Marine Fishing,76.0,139.0,7372.0
114200a,1142,a,Hunting and Trapping,342.0,1604.0,52643.0
114200b,1142,b,Hunting and Trapping,251.0,356.0,11532.0
114200c,1142,c,Hunting and Trapping,54.0,360.0,11599.0
114200d,1142,d,Hunting and Trapping,21.0,285.0,8750.0
114200e,1142,e,Hunting and Trapping,326.0,1001.0,31881.0
114200f,1142,f,Hunting and Trapping,13.0,378.0,13785.0
114200g,1142,g,Hunting and Trapping,2.0,0.0,0.0
114200h,1142,h,Hunting and Trapping,341.0,1592.0,52245.0
114200i,1142,i,Hunting and Trapping,1.0,0.0,0.0
114210a,11421,a,Hunting and Trapping,342.0,1604.0,52643.0
114210b,11421,b,Hunting and Trapping,251.0,356.0,11532.0
114210c,11421,c,Hunting and Trapping,54.0,360.0,11599.0
114210d,11421,d,Hunting and Trapping,21.0,285.0,8750.0
114210e,11421,e,Hunting and Trapping,326.0,1001.0,31881.0
114210f,11421,f,Hunting and Trapping,13.0,378.0,13785.0
114210g,11421,g,Hunting and Trapping,2.0,0.0,0.0
114210h,11421,h,Hunting and Trapping,341.0,1592.0,52245.0
114210i,11421,i,Hunting and Trapping,1.0,0.0,0.0
115000a,115,a,Support Activities for Agriculture and Forestry,10404.0,96466.0,3589958.0
115000b,115,b,Support Activities for Agriculture and Forestry,7426.0,10826.0,476994.0
115000c,115,c,Support Activities for Agriculture and Forestry,1420.0,9200.0,341836.0
115000d,115,d,Support Activities for Agriculture and Forestry,700.0,9182.0,359029.0
115000e,115,e,Support Activities for Agriculture and Forestry,9546.0,29208.0,1177859.0
115000f,115,f,Support Activities for Agriculture and Forestry,633.0,24890.0,958644.0
115000g,115,g,Support Activities for Agriculture and Forestry,165.0,23571.0,792820.0
115000h,115,h,Support Activities for Agriculture and Forestry,10344.0,77669.0,2929323.0
115000i,115,i,Support Activities for Agriculture and Forestry,60.0,18797.0,660635.0
115100a,1151,a,Support Activities for Crop Production,4430.0,65307.0,2457661.0
115100b,1151,b,Support Activities for Crop Production,2776.0,3934.0,241614.0
115100c,1151,c,Support Activities for Crop Production,681.0,4448.0,204949.0
115100d,1151,d,Support Activities for Crop Production,394.0,5202.0,217742.0
115100e,1151,e,Support Activities for Crop Production,3851.0,13584.0,664305.0
115100f,1151,f,Support Activities for Crop Production,410.0,16503.0,647870.0
115100g,1151,g,Support Activities for Crop Production,129.0,18406.0,566042.0
115100h,1151,h,Support Activities for Crop Production,4390.0,48493.0,1878217.0
115100i,1151,i,Support Activities for Crop Production,40.0,16814.0,579444.0
115110a,11511,a,Support Activities for Crop Production,4430.0,65307.0,2457661.0
115110b,11511,b,Support Activities for Crop Production,2776.0,3934.0,241614.0
115110c,11511,c,Support Activities for Crop Production,681.0,4448.0,204949.0
115110d,11511,d,Support Activities for Crop Production,394.0,5202.0,217742.0
115110e,11511,e,Support Activities for Crop Production,3851.0,13584.0,664305.0
115110f,11511,f,Support Activities for Crop Production,410.0,16503.0,647870.0
115110g,11511,g,Support Activities for Crop Production,129.0,18406.0,566042.0
115110h,11511,h,Support Activities for Crop Production,4390.0,48493.0,1878217.0
115110i,11511,i,Support Activities for Crop Production,40.0,16814.0,579444.0
115111a,115111,a,Cotton Ginning,216.0,2229.0,98899.0
115111b,115111,b,Cotton Ginning,77.0,182.0,11289.0
115111c,115111,c,Cotton Ginning,55.0,362.0,21078.0
115111d,115111,d,Cotton Ginning,42.0,568.0,21927.0
115111e,115111,e,Cotton Ginning,174.0,1112.0,54294.0
115111f,115111,f,Cotton Ginning,34.0,928.0,38514.0
115111g,115111,g,Cotton Ginning,4.0,54.0,2541.0
115111h,115111,h,Cotton Ginning,212.0,2094.0,95349.0
115111i,115111,i,Cotton Ginning,4.0,135.0,3550.0
115112a,115112,a,"Soil Preparation, Planting, and Cultivating",2113.0,10336.0,492393.0
115112b,115112,b,"Soil Preparation, Planting, and Cultivating",1523.0,2216.0,119226.0
115112c,115112,c,"Soil Preparation, Planting, and Cultivating",340.0,2179.0,100380.0
115112d,115112,d,"Soil Preparation, Planting, and Cultivating",136.0,1788.0,81418.0
115112e,115112,e,"Soil Preparation, Planting, and Cultivating",1999.0,6183.0,301024.0
115112f,115112,f,"Soil Preparation, Planting, and Cultivating",89.0,2721.0,128884.0
115112g,115112,g,"Soil Preparation, Planting, and Cultivating",21.0,1279.0,53552.0
115112h,115112,h,"Soil Preparation, Planting, and Cultivating",2109.0,10183.0,483460.0
115112i,115112,i,"Soil Preparation, Planting, and Cultivating",4.0,153.0,8933.0
115113a,115113,a,"Crop Harvesting, Primarily by Machine",311.0,1926.0,86694.0
115113b,115113,b,"Crop Harvesting, Primarily by Machine",216.0,294.0,14925.0
115113c,115113,c,"Crop Harvesting, Primarily by Machine",46.0,302.0,10969.0
115113d,115113,d,"Crop Harvesting, Primarily by Machine",25.0,355.0,15023.0
115113e,115113,e,"Crop Harvesting, Primarily by Machine",287.0,951.0,40917.0
115113f,115113,f,"Crop Harvesting, Primarily by Machine",16.0,613.0,28568.0
115113g,115113,g,"Crop Harvesting, Primarily by Machine",7.0,361.0,17203.0
115113h,115113,h,"Crop Harvesting, Primarily by Machine",310.0,1925.0,86688.0
115113i,115113,i,"Crop Harvesting, Primarily by Machine",1.0,0.0,0.0
115114a,115114,a,Postharvest Crop Activities (except Cotton Ginning),791.0,35263.0,1255478.0
115114b,115114,b,Postharvest Crop Activities (except Cotton Ginning),286.0,436.0,33787.0
115114c,115114,c,Postharvest Crop Activities (except Cotton Ginning),125.0,846.0,39295.0
115114d,115114,d,Postharvest Crop Activities (except Cotton Ginning),106.0,1364.0,55443.0
115114e,115114,e,Postharvest Crop Activities (except Cotton Ginning),517.0,2646.0,128525.0
115114f,115114,f,Postharvest Crop Activities (except Cotton Ginning),171.0,7892.0,287350.0
115114g,115114,g,Postharvest Crop Activities (except Cotton Ginning),71.0,11444.0,343806.0
115114h,115114,h,Postharvest Crop Activities (except Cotton Ginning),759.0,21982.0,759681.0
115114i,115114,i,Postharvest Crop Activities (except Cotton Ginning),32.0,13281.0,495797.0
115115a,115115,a,Farm Labor Contractors and Crew Leaders,468.0,10496.0,277622.0
115115b,115115,b,Farm Labor Contractors and Crew Leaders,285.0,277.0,29520.0
115115c,115115,c,Farm Labor Contractors and Crew Leaders,55.0,370.0,15899.0
115115d,115115,d,Farm Labor Contractors and Crew Leaders,44.0,566.0,16911.0
115115e,115115,e,Farm Labor Contractors and Crew Leaders,384.0,1213.0,62330.0
115115f,115115,f,Farm Labor Contractors and Crew Leaders,63.0,2702.0,94340.0
115115g,115115,g,Farm Labor Contractors and Crew Leaders,19.0,3983.0,94153.0
115115h,115115,h,Farm Labor Contractors and Crew Leaders,466.0,7898.0,250823.0
115115i,115115,i,Farm Labor Contractors and Crew Leaders,2.0,0.0,0.0
115116a,115116,a,Farm Management Services,546.0,5057.0,246575.0
115116b,115116,b,Farm Management Services,390.0,529.0,32867.0
115116c,115116,c,Farm Management Services,60.0,389.0,17328.0
115116d,115116,d,Farm Management Services,41.0,561.0,27020.0
115116e,115116,e,Farm Management Services,491.0,1479.0,77215.0
115116f,115116,f,Farm Management Services,40.0,1647.0,70214.0
115116g,115116,g,Farm Management Services,11.0,1285.0,54787.0
115116h,115116,h,Farm Management Services,542.0,4411.0,202216.0
115116i,115116,i,Farm Management Services,4.0,646.0,44359.0
115200a,1152,a,Support Activities for Animal Production,4389.0,19474.0,645833.0
115200b,1152,b,Support Activities for Animal Production,3482.0,5291.0,141333.0
115200c,1152,c,Support Activities for Animal Production,558.0,3572.0,92839.0
115200d,1152,d,Support Activities for Animal Production,204.0,2561.0,78180.0
115200e,1152,e,Support Activities for Animal Production,4244.0,11424.0,312352.0
115200f,1152,f,Support Activities for Animal Production,105.0,3703.0,121454.0
115200g,1152,g,Support Activities for Animal Production,24.0,3283.0,160208.0
115200h,1152,h,Support Activities for Animal Production,4373.0,18410.0,594014.0
115200i,1152,i,Support Activities for Animal Production,16.0,1064.0,51819.0
115210a,11521,a,Support Activities for Animal Production,4389.0,19474.0,645833.0
115210b,11521,b,Support Activities for Animal Production,3482.0,5291.0,141333.0
115210c,11521,c,Support Activities for Animal Production,558.0,3572.0,92839.0
115210d,11521,d,Support Activities for Animal Production,204.0,2561.0,78180.0
115210e,11521,e,Support Activities for Animal Production,4244.0,11424.0,312352.0
115210f,11521,f,Support Activities for Animal Production,105.0,3703.0,121454.0
115210g,11521,g,Support Activities for Animal Production,24.0,3283.0,160208.0
115210h,11521,h,Support Activities for Animal Production,4373.0,18410.0,594014.0
115210i,11521,i,Support Activities for Animal Production,16.0,1064.0,51819.0
115300a,1153,a,Support Activities for Forestry,1591.0,11685.0,486464.0
115300b,1153,b,Support Activities for Forestry,1168.0,1601.0,94047.0
115300c,1153,c,Support Activities for Forestry,181.0,1180.0,44048.0
115300d,1153,d,Support Activities for Forestry,102.0,1419.0,63107.0
115300e,1153,e,Support Activities for Forestry,1451.0,4200.0,201202.0
115300f,1153,f,Support Activities for Forestry,119.0,4684.0,189320.0
115300g,1153,g,Support Activities for Forestry,13.0,1882.0,66570.0
115300h,1153,h,Support Activities for Forestry,1583.0,10766.0,457092.0
115300i,1153,i,Support Activities for Forestry,8.0,919.0,29372.0
115310a,11531,a,Support Activities for Forestry,1591.0,11685.0,486464.0
115310b,11531,b,Support Activities for Forestry,1168.0,1601.0,94047.0
115310c,11531,c,Support Activities for Forestry,181.0,1180.0,44048.0
115310d,11531,d,Support Activities for Forestry,102.0,1419.0,63107.0
115310e,11531,e,Support Activities for Forestry,1451.0,4200.0,201202.0
115310f,11531,f,Support Activities for Forestry,119.0,4684.0,189320.0
115310g,11531,g,Support Activities for Forestry,13.0,1882.0,66570.0
115310h,11531,h,Support Activities for Forestry,1583.0,10766.0,457092.0
115310i,11531,i,Support Activities for Forestry,8.0,919.0,29372.0
210000a,21,a,"Mining, Quarrying, and Oil and Gas Extraction",22073.0,743660.0,61649288.0
210000b,21,b,"Mining, Quarrying, and Oil and Gas Extraction",12440.0,20209.0,1262468.0
210000c,21,c,"Mining, Quarrying, and Oil and Gas Extraction",3324.0,22077.0,1269237.0
210000d,21,d,"Mining, Quarrying, and Oil and Gas Extraction",2393.0,32465.0,1965534.0
210000e,21,e,"Mining, Quarrying, and Oil and Gas Extraction",18157.0,74751.0,4497239.0
210000f,21,f,"Mining, Quarrying, and Oil and Gas Extraction",2770.0,106713.0,7213296.0
210000g,21,g,"Mining, Quarrying, and Oil and Gas Extraction",730.0,114541.0,8776371.0
210000h,21,h,"Mining, Quarrying, and Oil and Gas Extraction",21657.0,296005.0,20486906.0
210000i,21,i,"Mining, Quarrying, and Oil and Gas Extraction",416.0,447655.0,41162382.0
211000a,211,a,Oil and Gas Extraction,6373.0,135482.0,17284132.0
211000b,211,b,Oil and Gas Extraction,4301.0,7307.0,435507.0
211000c,211,c,Oil and Gas Extraction,957.0,6278.0,445741.0
211000d,211,d,Oil and Gas Extraction,454.0,6004.0,511510.0
211000e,211,e,Oil and Gas Extraction,5712.0,19589.0,1392758.0
211000f,211,f,Oil and Gas Extraction,446.0,16130.0,1755836.0
211000g,211,g,Oil and Gas Extraction,104.0,16914.0,2296736.0
211000h,211,h,Oil and Gas Extraction,6262.0,52633.0,5445330.0
211000i,211,i,Oil and Gas Extraction,111.0,82849.0,11838802.0
211100a,2111,a,Oil and Gas Extraction,6373.0,135482.0,17284132.0
211100b,2111,b,Oil and Gas Extraction,4301.0,7307.0,435507.0
211100c,2111,c,Oil and Gas Extraction,957.0,6278.0,445741.0
211100d,2111,d,Oil and Gas Extraction,454.0,6004.0,511510.0
211100e,2111,e,Oil and Gas Extraction,5712.0,19589.0,1392758.0
211100f,2111,f,Oil and Gas Extraction,446.0,16130.0,1755836.0
211100g,2111,g,Oil and Gas Extraction,104.0,16914.0,2296736.0
211100h,2111,h,Oil and Gas Extraction,6262.0,52633.0,5445330.0
211100i,2111,i,Oil and Gas Extraction,111.0,82849.0,11838802.0
211110a,21111,a,Oil and Gas Extraction,6373.0,135482.0,17284132.0
211110b,21111,b,Oil and Gas Extraction,4301.0,7307.0,435507.0
211110c,21111,c,Oil and Gas Extraction,957.0,6278.0,445741.0
211110d,21111,d,Oil and Gas Extraction,454.0,6004.0,511510.0
211110e,21111,e,Oil and Gas Extraction,5712.0,19589.0,1392758.0
211110f,21111,f,Oil and Gas Extraction,446.0,16130.0,1755836.0
211110g,21111,g,Oil and Gas Extraction,104.0,16914.0,2296736.0
211110h,21111,h,Oil and Gas Extraction,6262.0,52633.0,5445330.0
211110i,21111,i,Oil and Gas Extraction,111.0,82849.0,11838802.0
211111a,211111,a,Crude Petroleum and Natural Gas Extraction,6270.0,124847.0,16101742.0
211111b,211111,b,Crude Petroleum and Natural Gas Extraction,4250.0,7217.0,427510.0
211111c,211111,c,Crude Petroleum and Natural Gas Extraction,939.0,6172.0,438418.0
211111d,211111,d,Crude Petroleum and Natural Gas Extraction,444.0,5875.0,502407.0
211111e,211111,e,Crude Petroleum and Natural Gas Extraction,5633.0,19264.0,1368335.0
211111f,211111,f,Crude Petroleum and Natural Gas Extraction,434.0,15615.0,1717111.0
211111g,211111,g,Crude Petroleum and Natural Gas Extraction,101.0,16204.0,2216386.0
211111h,211111,h,Crude Petroleum and Natural Gas Extraction,6168.0,51083.0,5301832.0
211111i,211111,i,Crude Petroleum and Natural Gas Extraction,102.0,73764.0,10799910.0
211112a,211112,a,Natural Gas Liquid Extraction,135.0,10635.0,1182390.0
211112b,211112,b,Natural Gas Liquid Extraction,52.0,90.0,7997.0
211112c,211112,c,Natural Gas Liquid Extraction,18.0,106.0,7323.0
211112d,211112,d,Natural Gas Liquid Extraction,10.0,129.0,9103.0
211112e,211112,e,Natural Gas Liquid Extraction,80.0,325.0,24423.0
211112f,211112,f,Natural Gas Liquid Extraction,12.0,515.0,38725.0
211112g,211112,g,Natural Gas Liquid Extraction,6.0,710.0,80350.0
211112h,211112,h,Natural Gas Liquid Extraction,98.0,1550.0,143498.0
211112i,211112,i,Natural Gas Liquid Extraction,37.0,9085.0,1038892.0
212000a,212,a,Mining (except Oil and Gas),3682.0,191948.0,13991877.0
212000b,212,b,Mining (except Oil and Gas),1483.0,2544.0,208921.0
212000c,212,c,Mining (except Oil and Gas),653.0,4374.0,222588.0
212000d,212,d,Mining (except Oil and Gas),563.0,7572.0,412830.0
212000e,212,e,Mining (except Oil and Gas),2699.0,14490.0,844339.0
212000f,212,f,Mining (except Oil and Gas),604.0,21726.0,1263057.0
212000g,212,g,Mining (except Oil and Gas),215.0,25567.0,1702839.0
212000h,212,h,Mining (except Oil and Gas),3518.0,61783.0,3810235.0
212000i,212,i,Mining (except Oil and Gas),164.0,130165.0,10181642.0
212100a,2121,a,Coal Mining,484.0,69894.0,5404609.0
212100b,2121,b,Coal Mining,171.0,296.0,40174.0
212100c,2121,c,Coal Mining,66.0,439.0,22837.0
212100d,2121,d,Coal Mining,73.0,1049.0,54320.0
212100e,2121,e,Coal Mining,310.0,1784.0,117331.0
212100f,2121,f,Coal Mining,97.0,4343.0,244090.0
212100g,2121,g,Coal Mining,37.0,7086.0,495985.0
212100h,2121,h,Coal Mining,444.0,13213.0,857406.0
212100i,2121,i,Coal Mining,40.0,56681.0,4547203.0
212110a,21211,a,Coal Mining,484.0,69894.0,5404609.0
212110b,21211,b,Coal Mining,171.0,296.0,40174.0
212110c,21211,c,Coal Mining,66.0,439.0,22837.0
212110d,21211,d,Coal Mining,73.0,1049.0,54320.0
212110e,21211,e,Coal Mining,310.0,1784.0,117331.0
212110f,21211,f,Coal Mining,97.0,4343.0,244090.0
212110g,21211,g,Coal Mining,37.0,7086.0,495985.0
212110h,21211,h,Coal Mining,444.0,13213.0,857406.0
212110i,21211,i,Coal Mining,40.0,56681.0,4547203.0
212111a,212111,a,Bituminous Coal and Lignite Surface Mining,296.0,31911.0,2448132.0
212111b,212111,b,Bituminous Coal and Lignite Surface Mining,100.0,172.0,13454.0
212111c,212111,c,Bituminous Coal and Lignite Surface Mining,43.0,286.0,14021.0
212111d,212111,d,Bituminous Coal and Lignite Surface Mining,38.0,550.0,26163.0
212111e,212111,e,Bituminous Coal and Lignite Surface Mining,181.0,1008.0,53638.0
212111f,212111,f,Bituminous Coal and Lignite Surface Mining,57.0,2266.0,127316.0
212111g,212111,g,Bituminous Coal and Lignite Surface Mining,25.0,4305.0,301688.0
212111h,212111,h,Bituminous Coal and Lignite Surface Mining,263.0,7579.0,482642.0
212111i,212111,i,Bituminous Coal and Lignite Surface Mining,33.0,24332.0,1965490.0
212112a,212112,a,Bituminous Coal Underground Mining,172.0,37201.0,2912795.0
212112b,212112,b,Bituminous Coal Underground Mining,48.0,79.0,24295.0
212112c,212112,c,Bituminous Coal Underground Mining,13.0,93.0,5821.0
212112d,212112,d,Bituminous Coal Underground Mining,29.0,416.0,23787.0
212112e,212112,e,Bituminous Coal Underground Mining,90.0,588.0,53903.0
212112f,212112,f,Bituminous Coal Underground Mining,39.0,1782.0,102318.0
212112g,212112,g,Bituminous Coal Underground Mining,13.0,2489.0,175306.0
212112h,212112,h,Bituminous Coal Underground Mining,142.0,4859.0,331527.0
212112i,212112,i,Bituminous Coal Underground Mining,30.0,32342.0,2581268.0
212113a,212113,a,Anthracite Mining,48.0,782.0,43682.0
212113b,212113,b,Anthracite Mining,23.0,45.0,2425.0
212113c,212113,c,Anthracite Mining,10.0,60.0,2995.0
212113d,212113,d,Anthracite Mining,6.0,83.0,4370.0
212113e,212113,e,Anthracite Mining,39.0,188.0,9790.0
212113f,212113,f,Anthracite Mining,5.0,295.0,14456.0
212113g,212113,g,Anthracite Mining,3.0,292.0,18991.0
212113h,212113,h,Anthracite Mining,47.0,775.0,43237.0
212113i,212113,i,Anthracite Mining,1.0,0.0,0.0
212200a,2122,a,Metal Ore Mining,260.0,40237.0,3560462.0
212200b,2122,b,Metal Ore Mining,136.0,172.0,25734.0
212200c,2122,c,Metal Ore Mining,28.0,181.0,15008.0
212200d,2122,d,Metal Ore Mining,22.0,313.0,33686.0
212200e,2122,e,Metal Ore Mining,186.0,666.0,74428.0
212200f,2122,f,Metal Ore Mining,28.0,1059.0,87447.0
212200g,2122,g,Metal Ore Mining,20.0,4721.0,343652.0
212200h,2122,h,Metal Ore Mining,234.0,6446.0,505527.0
212200i,2122,i,Metal Ore Mining,26.0,33791.0,3054935.0
212210a,21221,a,Iron Ore Mining,18.0,5495.0,500498.0
212210b,21221,b,Iron Ore Mining,5.0,5.0,573.0
212210c,21221,c,Iron Ore Mining,4.0,29.0,2537.0
212210e,21221,e,Iron Ore Mining,9.0,34.0,3110.0
212210f,21221,f,Iron Ore Mining,2.0,0.0,0.0
212210g,21221,g,Iron Ore Mining,1.0,0.0,0.0
212210h,21221,h,Iron Ore Mining,12.0,181.0,17775.0
212210i,21221,i,Iron Ore Mining,6.0,5314.0,482723.0
212220a,21222,a,Gold Ore and Silver Ore Mining,162.0,14584.0,1420668.0
212220b,21222,b,Gold Ore and Silver Ore Mining,99.0,132.0,22904.0
212220c,21222,c,Gold Ore and Silver Ore Mining,16.0,95.0,7383.0
212220d,21222,d,Gold Ore and Silver Ore Mining,16.0,227.0,27668.0
212220e,21222,e,Gold Ore and Silver Ore Mining,131.0,454.0,57955.0
212220f,21222,f,Gold Ore and Silver Ore Mining,14.0,611.0,40014.0
