UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll,Receipts
110000a,11,a,"Agriculture, Forestry, Fishing and Hunting",22599,168634,8921632,50498772
110000b,11,b,"Agriculture, Forestry, Fishing and Hunting",15879,22902,1246874,9000501
110000c,11,c,"Agriculture, Forestry, Fishing and Hunting",3539,23136,1124894,6625340
110000d,11,d,"Agriculture, Forestry, Fishing and Hunting",1719,22554,1175555,6491849
110000e,11,e,"Agriculture, Forestry, Fishing and Hunting",21137,68592,3547323,22117690
110000f,11,f,"Agriculture, Forestry, Fishing and Hunting",1153,42399,2344727,11759187
110000g,11,g,"Agriculture, Forestry, Fishing and Hunting",208,29243,1544475,7806538
110000h,11,h,"Agriculture, Forestry, Fishing and Hunting",22498,140234,7436525,41683415
110000i,11,i,"Agriculture, Forestry, Fishing and Hunting",101,28400,1485107,8815357
113000a,113,a,Forestry and Logging,7993,49741,2772977,15732126
113000b,113,b,Forestry and Logging,4924,8614,406060,3314983
113000c,113,c,Forestry and Logging,1768,11658,564208,3222517
113000d,113,d,Forestry and Logging,858,11339,595851,3037201
113000e,113,e,Forestry and Logging,7550,31611,1566119,9574701
113000f,113,f,Forestry and Logging,401,13106,803130,3758540
113000g,113,g,Forestry and Logging,19,1373,88467,447164
113000h,113,h,Forestry and Logging,7970,46090,2457716,13780405
113000i,113,i,Forestry and Logging,23,3651,315261,1951721
113100a,1131,a,Timber Tract Operations,458,3769,247657,1702572
113100b,1131,b,Timber Tract Operations,334,536,27783,257531
113100c,1131,c,Timber Tract Operations,65,416,23780,170199
113100d,1131,d,Timber Tract Operations,25,304,15471,97726
113100e,1131,e,Timber Tract Operations,424,1256,67034,525456
113100f,1131,f,Timber Tract Operations,22,580,34846,188505
113100h,1131,h,Timber Tract Operations,448,1996,104944,721130
113100i,1131,i,Timber Tract Operations,10,1773,142713,981442
113110a,11311,a,Timber Tract Operations,458,3769,247657,1702572
113110b,11311,b,Timber Tract Operations,334,536,27783,257531
113110c,11311,c,Timber Tract Operations,65,416,23780,170199
113110d,11311,d,Timber Tract Operations,25,304,15471,97726
113110e,11311,e,Timber Tract Operations,424,1256,67034,525456
113110f,11311,f,Timber Tract Operations,22,580,34846,188505
113110h,11311,h,Timber Tract Operations,448,1996,104944,721130
113110i,11311,i,Timber Tract Operations,10,1773,142713,981442
113200a,1132,a,Forest Nurseries and Gathering of Forest Products,169,983,52175,234763
113200b,1132,b,Forest Nurseries and Gathering of Forest Products,123,187,9688,57861
113200c,1132,c,Forest Nurseries and Gathering of Forest Products,27,171,8326,37322
113200d,1132,d,Forest Nurseries and Gathering of Forest Products,7,88,3853,15618
113200e,1132,e,Forest Nurseries and Gathering of Forest Products,157,446,21867,110801
113200f,1132,f,Forest Nurseries and Gathering of Forest Products,7,292,12462,52478
113200h,1132,h,Forest Nurseries and Gathering of Forest Products,166,837,37090,167016
113200i,1132,i,Forest Nurseries and Gathering of Forest Products,3,146,15085,67747
113210a,11321,a,Forest Nurseries and Gathering of Forest Products,169,983,52175,234763
113210b,11321,b,Forest Nurseries and Gathering of Forest Products,123,187,9688,57861
113210c,11321,c,Forest Nurseries and Gathering of Forest Products,27,171,8326,37322
113210d,11321,d,Forest Nurseries and Gathering of Forest Products,7,88,3853,15618
113210e,11321,e,Forest Nurseries and Gathering of Forest Products,157,446,21867,110801
113210f,11321,f,Forest Nurseries and Gathering of Forest Products,7,292,12462,52478
113210h,11321,h,Forest Nurseries and Gathering of Forest Products,166,837,37090,167016
113210i,11321,i,Forest Nurseries and Gathering of Forest Products,3,146,15085,67747
113300a,1133,a,Logging,7369,44989,2473145,13794791
113300b,1133,b,Logging,4467,7891,368589,2999591
113300c,1133,c,Logging,1676,11071,532102,3014996
113300d,1133,d,Logging,826,10947,576527,2923857
113300e,1133,e,Logging,6969,29909,1477218,8938444
113300f,1133,f,Logging,372,12234,755822,3517557
113300g,1133,g,Logging,15,1114,82642,436258
113300h,1133,h,Logging,7356,43257,2315682,12892259
113300i,1133,i,Logging,13,1732,157463,902532
113310a,11331,a,Logging,7369,44989,2473145,13794791
113310b,11331,b,Logging,4467,7891,368589,2999591
113310c,11331,c,Logging,1676,11071,532102,3014996
113310d,11331,d,Logging,826,10947,576527,2923857
113310e,11331,e,Logging,6969,29909,1477218,8938444
113310f,11331,f,Logging,372,12234,755822,3517557
113310g,11331,g,Logging,15,1114,82642,436258
113310h,11331,h,Logging,7356,43257,2315682,12892259
113310i,11331,i,Logging,13,1732,157463,902532
114000a,114,a,"Fishing, Hunting and Trapping",3060,7243,532777,3049626
114000b,114,b,"Fishing, Hunting and Trapping",2796,2358,163922,1199165
114000c,114,c,"Fishing, Hunting and Trapping",145,952,44116,224138
114000d,114,d,"Fishing, Hunting and Trapping",63,818,47732,204262
114000e,114,e,"Fishing, Hunting and Trapping",3004,4128,255770,1627565
114000f,114,f,"Fishing, Hunting and Trapping",40,1197,88740,319304
114000g,114,g,"Fishing, Hunting and Trapping",13,1739,165853,945065
114000h,114,h,"Fishing, Hunting and Trapping",3057,7064,510363,2891934
114000i,114,i,"Fishing, Hunting and Trapping",3,179,22414,157692
114100a,1141,a,Fishing,2627,5344,446734,2714354
114100b,1141,b,Fishing,2458,1871,141422,1089428
114100c,1141,c,Fishing,98,636,31959,182724
114100d,1141,d,Fishing,33,438,29077,140048
114100e,1141,e,Fishing,2589,2945,202458,1412200
114100f,1141,f,Fishing,25,745,67958,246799
114100g,1141,g,Fishing,12,1486,154950,901810
114100h,1141,h,Fishing,2626,5176,425366,2560809
114110a,11411,a,Fishing,2627,5344,446734,2714354
114110b,11411,b,Fishing,2458,1871,141422,1089428
114110c,11411,c,Fishing,98,636,31959,182724
114110d,11411,d,Fishing,33,438,29077,140048
114110e,11411,e,Fishing,2589,2945,202458,1412200
114110f,11411,f,Fishing,25,745,67958,246799
114110g,11411,g,Fishing,12,1486,154950,901810
114110h,11411,h,Fishing,2626,5176,425366,2560809
114111a,114111,a,Finfish Fishing,1539,3256,312531,2033149
114111b,114111,b,Finfish Fishing,1436,992,90229,711506
114111c,114111,c,Finfish Fishing,61,398,22962,131978
114111d,114111,d,Finfish Fishing,18,241,19548,99634
114111e,114111,e,Finfish Fishing,1515,1631,132739,943118
114111f,114111,f,Finfish Fishing,13,306,25519,125259
114111g,114111,g,Finfish Fishing,10,1151,132905,811227
114111h,114111,h,Finfish Fishing,1538,3088,291163,1879604
114112a,114112,a,Shellfish Fishing,968,1813,103942,569112
114112b,114112,b,Shellfish Fishing,910,752,44530,336334
114112c,114112,c,Shellfish Fishing,31,202,7427,43660
114112d,114112,d,Shellfish Fishing,14,180,8909,38310
114112e,114112,e,Shellfish Fishing,955,1134,60866,418304
114112f,114112,f,Shellfish Fishing,11,344,21031,60225
114112h,114112,h,Shellfish Fishing,968,1813,103942,569112
114119a,114119,a,Other Marine Fishing,120,275,30261,112093
114119b,114119,b,Other Marine Fishing,112,127,6663,41588
114119c,114119,c,Other Marine Fishing,6,36,1570,7086
114119e,114119,e,Other Marine Fishing,119,180,8853,50778
114119h,114119,h,Other Marine Fishing,120,275,30261,112093
114200a,1142,a,Hunting and Trapping,433,1899,86043,335272
114200b,1142,b,Hunting and Trapping,338,487,22500,109737
114200c,1142,c,Hunting and Trapping,47,316,12157,41414
114200d,1142,d,Hunting and Trapping,30,380,18655,64214
114200e,1142,e,Hunting and Trapping,415,1183,53312,215365
114200f,1142,f,Hunting and Trapping,15,452,20782,72505
114200h,1142,h,Hunting and Trapping,431,1888,84997,331125
114210a,11421,a,Hunting and Trapping,433,1899,86043,335272
114210b,11421,b,Hunting and Trapping,338,487,22500,109737
114210c,11421,c,Hunting and Trapping,47,316,12157,41414
114210d,11421,d,Hunting and Trapping,30,380,18655,64214
114210e,11421,e,Hunting and Trapping,415,1183,53312,215365
114210f,11421,f,Hunting and Trapping,15,452,20782,72505
114210h,11421,h,Hunting and Trapping,431,1888,84997,331125
115000a,115,a,Support Activities for Agriculture and Forestry,11550,111650,5615878,31717020
115000b,115,b,Support Activities for Agriculture and Forestry,8159,11930,676892,4486353
115000c,115,c,Support Activities for Agriculture and Forestry,1627,10526,516570,3178685
115000d,115,d,Support Activities for Agriculture and Forestry,798,10397,531972,3250386
115000e,115,e,Support Activities for Agriculture and Forestry,10584,32853,1725434,10915424
115000f,115,f,Support Activities for Agriculture and Forestry,712,28096,1452857,7681343
115000g,115,g,Support Activities for Agriculture and Forestry,178,26131,1290155,6414309
115000h,115,h,Support Activities for Agriculture and Forestry,11474,87080,4468446,25011076
115000i,115,i,Support Activities for Agriculture and Forestry,76,24570,1147432,6705944
115100a,1151,a,Support Activities for Crop Production,4887,73015,3680087,23979839
115100b,1151,b,Support Activities for Crop Production,3050,4403,314680,2415076
115100c,1151,c,Support Activities for Crop Production,743,4843,281297,2059335
115100d,1151,d,Support Activities for Crop Production,440,5719,333015,2429873
115100e,1151,e,Support Activities for Crop Production,4233,14965,928992,6904284
115100f,1151,f,Support Activities for Crop Production,459,18307,961953,6292001
115100g,1151,g,Support Activities for Crop Production,138,20201,911257,5230021
115100h,1151,h,Support Activities for Crop Production,4830,53473,2802202,18426306
115100i,1151,i,Support Activities for Crop Production,57,19542,877885,5553533
115110a,11511,a,Support Activities for Crop Production,4887,73015,3680087,23979839
115110b,11511,b,Support Activities for Crop Production,3050,4403,314680,2415076
115110c,11511,c,Support Activities for Crop Production,743,4843,281297,2059335
115110d,11511,d,Support Activities for Crop Production,440,5719,333015,2429873
115110e,11511,e,Support Activities for Crop Production,4233,14965,928992,6904284
115110f,11511,f,Support Activities for Crop Production,459,18307,961953,6292001
115110g,11511,g,Support Activities for Crop Production,138,20201,911257,5230021
115110h,11511,h,Support Activities for Crop Production,4830,53473,2802202,18426306
115110i,11511,i,Support Activities for Crop Production,57,19542,877885,5553533
115111a,115111,a,Cotton Ginning,183,1974,123544,1137427
115111b,115111,b,Cotton Ginning,52,129,7989,81993
115111c,115111,c,Cotton Ginning,52,364,24370,183311
115111d,115111,d,Cotton Ginning,44,554,39585,327587
115111e,115111,e,Cotton Ginning,148,1047,71944,592891
115111f,115111,f,Cotton Ginning,32,889,50427,528903
115111h,115111,h,Cotton Ginning,181,1950,122634,1123901
115112a,115112,a,"Soil Preparation, Planting, and Cultivating",2142,11841,716965,4597652
115112b,115112,b,"Soil Preparation, Planting, and Cultivating",1507,2247,152245,1140854
115112c,115112,c,"Soil Preparation, Planting, and Cultivating",348,2183,127570,808278
115112d,115112,d,"Soil Preparation, Planting, and Cultivating",161,2086,115941,748917
115112e,115112,e,"Soil Preparation, Planting, and Cultivating",2016,6516,395756,2698049
115112f,115112,f,"Soil Preparation, Planting, and Cultivating",98,3529,200120,1225593
115112g,115112,g,"Soil Preparation, Planting, and Cultivating",22,1631,94180,596852
115112h,115112,h,"Soil Preparation, Planting, and Cultivating",2136,11676,690056,4520494
115112i,115112,i,"Soil Preparation, Planting, and Cultivating",6,165,26909,77158
115113a,115113,a,"Crop Harvesting, Primarily by Machine",374,2723,159075,810534
115113b,115113,b,"Crop Harvesting, Primarily by Machine",271,326,25448,143518
115113c,115113,c,"Crop Harvesting, Primarily by Machine",52,339,17836,96304
115113d,115113,d,"Crop Harvesting, Primarily by Machine",25,348,17795,82166
115113e,115113,e,"Crop Harvesting, Primarily by Machine",348,1013,61079,321988
115113f,115113,f,"Crop Harvesting, Primarily by Machine",20,787,46754,302196
115113g,115113,g,"Crop Harvesting, Primarily by Machine",5,549,32170,149792
115113h,115113,h,"Crop Harvesting, Primarily by Machine",373,2349,140003,773976
115114a,115114,a,Postharvest Crop Activities (except Cotton Ginning),883,30666,1540441,12745773
115114b,115114,b,Postharvest Crop Activities (except Cotton Ginning),358,548,34484,426548
115114c,115114,c,Postharvest Crop Activities (except Cotton Ginning),141,962,56092,453487
115114d,115114,d,Postharvest Crop Activities (except Cotton Ginning),108,1397,84613,716705
115114e,115114,e,Postharvest Crop Activities (except Cotton Ginning),607,2907,175189,1596740
115114f,115114,f,Postharvest Crop Activities (except Cotton Ginning),168,7055,336821,2917923
115114g,115114,g,Postharvest Crop Activities (except Cotton Ginning),70,10187,459014,3361202
115114h,115114,h,Postharvest Crop Activities (except Cotton Ginning),845,20149,971024,7875865
115114i,115114,i,Postharvest Crop Activities (except Cotton Ginning),38,10517,569417,4869908
115115a,115115,a,Farm Labor Contractors and Crew Leaders,642,20633,785288,2984826
115115b,115115,b,Farm Labor Contractors and Crew Leaders,367,458,53193,354000
115115c,115115,c,Farm Labor Contractors and Crew Leaders,74,503,25372,334417
115115d,115115,d,Farm Labor Contractors and Crew Leaders,62,812,40775,381782
115115e,115115,e,Farm Labor Contractors and Crew Leaders,503,1773,119340,1070199
115115f,115115,f,Farm Labor Contractors and Crew Leaders,100,4533,220516,756959
115115g,115115,g,Farm Labor Contractors and Crew Leaders,30,6443,215892,669460
115115h,115115,h,Farm Labor Contractors and Crew Leaders,633,12749,555748,2496618
115115i,115115,i,Farm Labor Contractors and Crew Leaders,9,7884,229540,488208
115116a,115116,a,Farm Management Services,677,5178,354774,1703627
115116b,115116,b,Farm Management Services,496,695,41321,268163
115116c,115116,c,Farm Management Services,77,492,30057,183538
115116d,115116,d,Farm Management Services,40,522,34306,172716
115116e,115116,e,Farm Management Services,613,1709,105684,624417
115116f,115116,f,Farm Management Services,45,1514,107315,560427
115116g,115116,g,Farm Management Services,13,1377,109738,450608
115116h,115116,h,Farm Management Services,671,4600,322737,1635452
115116i,115116,i,Farm Management Services,6,578,32037,68175
115200a,1152,a,Support Activities for Animal Production,4828,23026,998941,4944820
115200b,1152,b,Support Activities for Animal Production,3779,5708,202794,1362188
115200c,1152,c,Support Activities for Animal Production,640,4113,129672,743540
115200d,1152,d,Support Activities for Animal Production,259,3340,121568,591973
115200e,1152,e,Support Activities for Animal Production,4678,13161,454034,2697701
115200f,1152,f,Support Activities for Animal Production,116,3878,156525,580977
115200g,1152,g,Support Activities for Animal Production,20,2355,160924,639675
115200h,1152,h,Support Activities for Animal Production,4814,19394,771483,3918353
115200i,1152,i,Support Activities for Animal Production,14,3632,227458,1026467
115210a,11521,a,Support Activities for Animal Production,4828,23026,998941,4944820
115210b,11521,b,Support Activities for Animal Production,3779,5708,202794,1362188
115210c,11521,c,Support Activities for Animal Production,640,4113,129672,743540
115210d,11521,d,Support Activities for Animal Production,259,3340,121568,591973
115210e,11521,e,Support Activities for Animal Production,4678,13161,454034,2697701
115210f,11521,f,Support Activities for Animal Production,116,3878,156525,580977
115210g,11521,g,Support Activities for Animal Production,20,2355,160924,639675
115210h,11521,h,Support Activities for Animal Production,4814,19394,771483,3918353
115210i,11521,i,Support Activities for Animal Production,14,3632,227458,1026467
115300a,1153,a,Support Activities for Forestry,1841,15609,936850,2792361
115300b,1153,b,Support Activities for Forestry,1330,1819,159418,709089
115300c,1153,c,Support Activities for Forestry,244,1570,105601,375810
115300d,1153,d,Support Activities for Forestry,99,1338,77389,228540
115300e,1153,e,Support Activities for Forestry,1673,4727,342408,1313439
115300f,1153,f,Support Activities for Forestry,138,5911,334379,808365
115300g,1153,g,Support Activities for Forestry,22,3575,217974,544613
115300h,1153,h,Support Activities for Forestry,1833,14213,894761,2666417
115300i,1153,i,Support Activities for Forestry,8,1396,42089,125944
115310a,11531,a,Support Activities for Forestry,1841,15609,936850,2792361
115310b,11531,b,Support Activities for Forestry,1330,1819,159418,709089
115310c,11531,c,Support Activities for Forestry,244,1570,105601,375810
115310d,11531,d,Support Activities for Forestry,99,1338,77389,228540
115310e,11531,e,Support Activities for Forestry,1673,4727,342408,1313439
115310f,11531,f,Support Activities for Forestry,138,5911,334379,808365
115310g,11531,g,Support Activities for Forestry,22,3575,217974,544613
115310h,11531,h,Support Activities for Forestry,1833,14213,894761,2666417
115310i,11531,i,Support Activities for Forestry,8,1396,42089,125944
210000a,21,a,"Mining, Quarrying, and Oil and Gas Extraction",17341,508023,55559266,718948420
210000b,21,b,"Mining, Quarrying, and Oil and Gas Extraction",9788,15255,1260739,8162499
210000c,21,c,"Mining, Quarrying, and Oil and Gas Extraction",2417,15909,1196653,6241102
210000d,21,d,"Mining, Quarrying, and Oil and Gas Extraction",1917,25853,1998832,10885081
210000e,21,e,"Mining, Quarrying, and Oil and Gas Extraction",14122,57017,4456224,25288682
210000f,21,f,"Mining, Quarrying, and Oil and Gas Extraction",2240,86743,7993869,43740419
210000g,21,g,"Mining, Quarrying, and Oil and Gas Extraction",641,96849,10672424,100117739
210000h,21,h,"Mining, Quarrying, and Oil and Gas Extraction",17003,240609,23122517,169146840
210000i,21,i,"Mining, Quarrying, and Oil and Gas Extraction",338,267414,32436749,549801580
211000a,211,a,Oil and Gas Extraction,4213,84770,14715528,516383311
211000b,211,b,Oil and Gas Extraction,2892,4645,368679,3385831
211000c,211,c,Oil and Gas Extraction,558,3601,343762,2445745
211000d,211,d,Oil and Gas Extraction,311,4075,406477,3757458
211000e,211,e,Oil and Gas Extraction,3761,12321,1118918,9589034
211000f,211,f,Oil and Gas Extraction,273,9644,1411563,16160945
211000g,211,g,Oil and Gas Extraction,103,16943,2949328,64958296
211000h,211,h,Oil and Gas Extraction,4137,38908,5479809,90708275
211000i,211,i,Oil and Gas Extraction,76,45862,9235719,425675036
211100a,2111,a,Oil and Gas Extraction,4213,84770,14715528,516383311
211100b,2111,b,Oil and Gas Extraction,2892,4645,368679,3385831
211100c,2111,c,Oil and Gas Extraction,558,3601,343762,2445745
211100d,2111,d,Oil and Gas Extraction,311,4075,406477,3757458
211100e,2111,e,Oil and Gas Extraction,3761,12321,1118918,9589034
211100f,2111,f,Oil and Gas Extraction,273,9644,1411563,16160945
211100g,2111,g,Oil and Gas Extraction,103,16943,2949328,64958296
211100h,2111,h,Oil and Gas Extraction,4137,38908,5479809,90708275
211100i,2111,i,Oil and Gas Extraction,76,45862,9235719,425675036
211120a,21112,a,Crude Petroleum Extraction,3427,58551,10449305,331770394
211120b,21112,b,Crude Petroleum Extraction,2374,3809,297689,2704242
211120c,21112,c,Crude Petroleum Extraction,461,2967,294025,1843518
211120d,21112,d,Crude Petroleum Extraction,247,3222,324115,2766338
211120e,21112,e,Crude Petroleum Extraction,3082,9998,915829,7314098
211120f,21112,f,Crude Petroleum Extraction,217,7590,1103037,12370688
211120g,21112,g,Crude Petroleum Extraction,74,11289,2064904,42401449
211120h,21112,h,Crude Petroleum Extraction,3373,28877,4083770,62086235
211120i,21112,i,Crude Petroleum Extraction,54,29674,6365535,269684159
211130a,21113,a,Natural Gas Extraction,842,26219,4266223,184612917
211130b,21113,b,Natural Gas Extraction,521,836,70990,681589
211130c,21113,c,Natural Gas Extraction,97,634,49737,602227
211130d,21113,d,Natural Gas Extraction,68,853,82362,991120
211130e,21113,e,Natural Gas Extraction,686,2323,203089,2274936
211130f,21113,f,Natural Gas Extraction,63,2054,308526,3790257
211130g,21113,g,Natural Gas Extraction,43,5654,884424,22556847
211130h,21113,h,Natural Gas Extraction,792,10031,1396039,28622040
211130i,21113,i,Natural Gas Extraction,50,16188,2870184,155990877
212000a,212,a,Mining (except Oil and Gas),3523,167744,14873179,100174423
212000b,212,b,Mining (except Oil and Gas),1362,2365,202855,1694405
212000c,212,c,Mining (except Oil and Gas),580,3814,236742,1210184
212000d,212,d,Mining (except Oil and Gas),559,7451,484595,3015161
212000e,212,e,Mining (except Oil and Gas),2501,13630,924192,5919750
212000f,212,f,Mining (except Oil and Gas),627,21786,1667289,8662548
212000g,212,g,Mining (except Oil and Gas),237,27225,2213427,13530243
212000h,212,h,Mining (except Oil and Gas),3365,62641,4804908,28112541
212000i,212,i,Mining (except Oil and Gas),158,105103,10068271,72061882
212100a,2121,a,Coal Mining,313,39841,3999501,27904694
212100b,2121,b,Coal Mining,109,202,31794,213484
212100c,2121,c,Coal Mining,32,220,12355,76031
212100d,2121,d,Coal Mining,49,626,40165,317495
212100e,2121,e,Coal Mining,190,1048,84314,607010
212100f,2121,f,Coal Mining,58,2124,193815,1423646
212100g,2121,g,Coal Mining,32,5548,466940,3564868
212100h,2121,h,Coal Mining,280,8720,745069,5595524
212100i,2121,i,Coal Mining,33,31121,3254432,22309170
212110a,21211,a,Coal Mining,313,39841,3999501,27904694
212110b,21211,b,Coal Mining,109,202,31794,213484
212110c,21211,c,Coal Mining,32,220,12355,76031
212110d,21211,d,Coal Mining,49,626,40165,317495
212110e,21211,e,Coal Mining,190,1048,84314,607010
212110f,21211,f,Coal Mining,58,2124,193815,1423646
212110g,21211,g,Coal Mining,32,5548,466940,3564868
212110h,21211,h,Coal Mining,280,8720,745069,5595524
212110i,21211,i,Coal Mining,33,31121,3254432,22309170
212111a,212111,a,Bituminous Coal and Lignite Surface Mining,190,14873,1477021,9030907
212111b,212111,b,Bituminous Coal and Lignite Surface Mining,72,127,17323,120472
212111c,212111,c,Bituminous Coal and Lignite Surface Mining,18,121,5910,31612
212111d,212111,d,Bituminous Coal and Lignite Surface Mining,26,321,20489,144248
212111e,212111,e,Bituminous Coal and Lignite Surface Mining,116,569,43722,296332
212111f,212111,f,Bituminous Coal and Lignite Surface Mining,34,1375,103570,669621
212111g,212111,g,Bituminous Coal and Lignite Surface Mining,16,2645,221831,1627711
212111h,212111,h,Bituminous Coal and Lignite Surface Mining,166,4589,369123,2593664
212111i,212111,i,Bituminous Coal and Lignite Surface Mining,24,10284,1107898,6437243
212112a,212112,a,Bituminous Coal Underground Mining,101,24101,2462527,18536466
212112b,212112,b,Bituminous Coal Underground Mining,25,41,12996,85288
212112c,212112,c,Bituminous Coal Underground Mining,5,37,2872,24574
212112d,212112,d,Bituminous Coal Underground Mining,18,241,16945,152598
212112e,212112,e,Bituminous Coal Underground Mining,48,319,32813,262460
212112f,212112,f,Bituminous Coal Underground Mining,18,575,79524,687861
212112g,212112,g,Bituminous Coal Underground Mining,13,2370,203656,1714218
212112h,212112,h,Bituminous Coal Underground Mining,79,3264,315993,2664539
212112i,212112,i,Bituminous Coal Underground Mining,22,20837,2146534,15871927
212113a,212113,a,Anthracite Mining,38,867,59953,337321
212113b,212113,b,Anthracite Mining,13,34,1475,7724
212113c,212113,c,Anthracite Mining,9,62,3573,19845
212113d,212113,d,Anthracite Mining,5,64,2731,20649
212113e,212113,e,Anthracite Mining,27,160,7779,48218
212113f,212113,f,Anthracite Mining,6,174,10721,66164
212113g,212113,g,Anthracite Mining,5,533,41453,222939
212113h,212113,h,Anthracite Mining,38,867,59953,337321
212200a,2122,a,Metal Ore Mining,262,40118,4176745,33922456
212200b,2122,b,Metal Ore Mining,132,180,19163,521425
212200c,2122,c,Metal Ore Mining,28,193,23931,167321
212200d,2122,d,Metal Ore Mining,25,294,29626,705189
212200e,2122,e,Metal Ore Mining,185,667,72720,1393935
212200f,2122,f,Metal Ore Mining,33,1396,145159,679933
212200g,2122,g,Metal Ore Mining,23,4755,412553,3373270
212200h,2122,h,Metal Ore Mining,241,6818,630432,5447138
212200i,2122,i,Metal Ore Mining,21,33300,3546313,28475318
212210a,21221,a,Iron Ore Mining,18,4836,528811,4054705
212210b,21221,b,Iron Ore Mining,7,13,1198,3732
212210e,21221,e,Iron Ore Mining,11,52,5210,14874
212210h,21221,h,Iron Ore Mining,15,270,16718,289839
212210i,21221,i,Iron Ore Mining,3,4566,512093,3764866
212220a,21222,a,Gold Ore and Silver Ore Mining,164,15753,1691069,10702699
212220b,21222,b,Gold Ore and Silver Ore Mining,94,113,13688,63022
212220c,21222,c,Gold Ore and Silver Ore Mining,21,141,13906,122391
212220d,21222,d,Gold Ore and Silver Ore Mining,17,203,21044,83406
212220e,21222,e,Gold Ore and Silver Ore Mining,132,457,48638,268819
212220f,21222,f,Gold Ore and Silver Ore Mining,13,571,54262,331960
212220g,21222,g,Gold Ore and Silver Ore Mining,12,2420,203529,1151659
212220h,21222,h,Gold Ore and Silver Ore Mining,157,3448,306429,1752438
212220i,21222,i,Gold Ore and Silver Ore Mining,7,12305,1384640,8950261
212221a,212221,a,Gold Ore Mining,157,14467,1549744,9967466
212221b,212221,b,Gold Ore Mining,93,112,13092,59898
212221c,212221,c,Gold Ore Mining,20,136,13534,119904
212221d,212221,d,Gold Ore Mining,15,175,18370,75730
212221e,212221,e,Gold Ore Mining,128,423,44996,255532
212221f,212221,f,Gold Ore Mining,12,534,48513,331449
212221g,212221,g,Gold Ore Mining,10,2049,178622,967191
212221h,212221,h,Gold Ore Mining,150,3006,272131,1554172
212221i,212221,i,Gold Ore Mining,7,11461,1277613,8413294
212222a,212222,a,Silver Ore Mining,10,1286,141325,735233
212222e,212222,e,Silver Ore Mining,4,34,3642,13287
212222g,212222,g,Silver Ore Mining,3,371,24907,184468
212222h,212222,h,Silver Ore Mining,8,442,34298,198266
212230a,21223,a,"Copper, Nickel, Lead, and Zinc Mining",36,16142,1537422,16700960
212230b,21223,b,"Copper, Nickel, Lead, and Zinc Mining",9,15,1697,10834
212230e,21223,e,"Copper, Nickel, Lead, and Zinc Mining",12,36,7574,583028
212230f,21223,f,"Copper, Nickel, Lead, and Zinc Mining",9,348,41212,123122
212230g,21223,g,"Copper, Nickel, Lead, and Zinc Mining",6,1743,144874,1348750
212230h,21223,h,"Copper, Nickel, Lead, and Zinc Mining",27,2127,193660,2054900
212230i,21223,i,"Copper, Nickel, Lead, and Zinc Mining",9,14015,1343762,14646060
212290a,21229,a,Other Metal Ore Mining,46,3387,419443,2464092
212290b,21229,b,Other Metal Ore Mining,22,39,2580,443837
212290c,21229,c,Other Metal Ore Mining,4,31,5121,29782
212290d,21229,d,Other Metal Ore Mining,4,52,3597,53595
212290e,21229,e,Other Metal Ore Mining,30,122,11298,527214
212290f,21229,f,Other Metal Ore Mining,9,405,43908,193718
212290g,21229,g,Other Metal Ore Mining,3,446,58419,629029
212290h,21229,h,Other Metal Ore Mining,42,973,113625,1349961
212290i,21229,i,Other Metal Ore Mining,4,2414,305818,1114131
212291a,212291,a,Uranium-Radium-Vanadium Ore Mining,12,217,24054,135031
212291b,212291,b,Uranium-Radium-Vanadium Ore Mining,4,5,337,548
212291e,212291,e,Uranium-Radium-Vanadium Ore Mining,7,29,2267,1376
212291f,212291,f,Uranium-Radium-Vanadium Ore Mining,4,139,14449,55835
212291h,212291,h,Uranium-Radium-Vanadium Ore Mining,12,217,24054,135031
212299a,212299,a,All Other Metal Ore Mining,34,3170,395389,2329061
212299b,212299,b,All Other Metal Ore Mining,18,34,2243,443289
212299d,212299,d,All Other Metal Ore Mining,3,43,3065,52767
212299e,212299,e,All Other Metal Ore Mining,23,93,9031,525838
212299f,212299,f,All Other Metal Ore Mining,5,266,29459,137883
212299h,212299,h,All Other Metal Ore Mining,30,756,89571,1214930
212299i,212299,i,All Other Metal Ore Mining,4,2414,305818,1114131
212300a,2123,a,Nonmetallic Mineral Mining and Quarrying,2961,87785,6696933,38347273
212300b,2123,b,Nonmetallic Mineral Mining and Quarrying,1122,1983,151898,959496
212300c,2123,c,Nonmetallic Mineral Mining and Quarrying,520,3401,200456,966832
212300d,2123,d,Nonmetallic Mineral Mining and Quarrying,485,6531,414804,1992477
212300e,2123,e,Nonmetallic Mineral Mining and Quarrying,2127,11915,767158,3918805
212300f,2123,f,Nonmetallic Mineral Mining and Quarrying,537,18266,1328315,6558969
212300g,2123,g,Nonmetallic Mineral Mining and Quarrying,185,16922,1333934,6592105
212300h,2123,h,Nonmetallic Mineral Mining and Quarrying,2849,47103,3429407,17069879
212300i,2123,i,Nonmetallic Mineral Mining and Quarrying,112,40682,3267526,21277394
212310a,21231,a,Stone Mining and Quarrying,1175,43232,3198438,19178330
212310b,21231,b,Stone Mining and Quarrying,367,667,49568,316998
212310c,21231,c,Stone Mining and Quarrying,189,1229,69423,329896
212310d,21231,d,Stone Mining and Quarrying,226,2974,179982,916148
