UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll,Receipts
339110e,33911,e,Medical Equipment and Supplies Manufacturing,6637,28223,1531047,5234604
339110f,33911,f,Medical Equipment and Supplies Manufacturing,865,35622,2253482,7863701
339110g,33911,g,Medical Equipment and Supplies Manufacturing,296,49102,3592411,12723427
339110h,33911,h,Medical Equipment and Supplies Manufacturing,7798,112947,7376940,25821732
339110i,33911,i,Medical Equipment and Supplies Manufacturing,199,191760,17190310,79974045
339112a,339112,a,Surgical and Medical Instrument Manufacturing,1113,127400,10247067,41835398
339112b,339112,b,Surgical and Medical Instrument Manufacturing,413,670,70553,287513
339112c,339112,c,Surgical and Medical Instrument Manufacturing,140,968,77785,313960
339112d,339112,d,Surgical and Medical Instrument Manufacturing,145,2012,158944,636075
339112e,339112,e,Surgical and Medical Instrument Manufacturing,698,3650,307282,1237548
339112f,339112,f,Surgical and Medical Instrument Manufacturing,207,9520,771012,2748046
339112g,339112,g,Surgical and Medical Instrument Manufacturing,99,17233,1506667,4479124
339112h,339112,h,Surgical and Medical Instrument Manufacturing,1004,30403,2584961,8464718
339112i,339112,i,Surgical and Medical Instrument Manufacturing,109,96997,7662106,33370680
339113a,339113,a,Surgical Appliance and Supplies Manufacturing,1608,95927,9335229,45049705
339113b,339113,b,Surgical Appliance and Supplies Manufacturing,621,1214,89648,389227
339113c,339113,c,Surgical Appliance and Supplies Manufacturing,278,1832,113676,513812
339113d,339113,d,Surgical Appliance and Supplies Manufacturing,230,3097,178063,621970
339113e,339113,e,Surgical Appliance and Supplies Manufacturing,1129,6143,381387,1525009
339113f,339113,f,Surgical Appliance and Supplies Manufacturing,273,11418,695519,2700616
339113g,339113,g,Surgical Appliance and Supplies Manufacturing,121,18876,1263188,5251784
339113h,339113,h,Surgical Appliance and Supplies Manufacturing,1523,36437,2340094,9477409
339113i,339113,i,Surgical Appliance and Supplies Manufacturing,85,59490,6995135,35572296
339114a,339114,a,Dental Equipment and Supplies Manufacturing,468,16724,1234539,5980875
339114b,339114,b,Dental Equipment and Supplies Manufacturing,255,499,27244,117202
339114c,339114,c,Dental Equipment and Supplies Manufacturing,72,461,20914,66459
339114d,339114,d,Dental Equipment and Supplies Manufacturing,50,636,36500,131239
339114e,339114,e,Dental Equipment and Supplies Manufacturing,377,1596,84658,314900
339114f,339114,f,Dental Equipment and Supplies Manufacturing,53,1866,112698,439724
339114g,339114,g,Dental Equipment and Supplies Manufacturing,24,3715,277336,1278719
339114h,339114,h,Dental Equipment and Supplies Manufacturing,454,7177,474692,2033343
339114i,339114,i,Dental Equipment and Supplies Manufacturing,14,9547,759847,3947532
339115a,339115,a,Ophthalmic Goods Manufacturing,300,22117,1529678,6615408
339115b,339115,b,Ophthalmic Goods Manufacturing,133,228,12174,47303
339115c,339115,c,Ophthalmic Goods Manufacturing,56,373,20077,65579
339115d,339115,d,Ophthalmic Goods Manufacturing,32,468,27444,114956
339115e,339115,e,Ophthalmic Goods Manufacturing,221,1069,59695,227838
339115f,339115,f,Ophthalmic Goods Manufacturing,47,1818,89939,387153
339115g,339115,g,Ophthalmic Goods Manufacturing,12,2091,131672,672733
339115h,339115,h,Ophthalmic Goods Manufacturing,280,4978,281306,1287724
339115i,339115,i,Ophthalmic Goods Manufacturing,20,17139,1248372,5327684
339116a,339116,a,Dental Laboratories,4566,42539,2220737,6314391
339116b,339116,b,Dental Laboratories,3037,5555,230006,659558
339116c,339116,c,Dental Laboratories,802,5188,230749,628346
339116d,339116,d,Dental Laboratories,376,5022,237270,641405
339116e,339116,e,Dental Laboratories,4215,15765,698025,1929309
339116f,339116,f,Dental Laboratories,287,11000,584314,1588162
339116g,339116,g,Dental Laboratories,49,7187,413548,1041067
339116h,339116,h,Dental Laboratories,4551,33952,1695887,4558538
339116i,339116,i,Dental Laboratories,15,8587,524850,1755853
339900a,3399,a,Other Miscellaneous Manufacturing,14441,251868,14873188,71805803
339900b,3399,b,Other Miscellaneous Manufacturing,7773,13898,643714,2872259
339900c,3399,c,Other Miscellaneous Manufacturing,2690,17599,787920,3342565
339900d,3399,d,Other Miscellaneous Manufacturing,1753,23754,1181746,4749687
339900e,3399,e,Other Miscellaneous Manufacturing,12216,55251,2613380,10964511
339900f,3399,f,Other Miscellaneous Manufacturing,1662,62442,3466933,14948710
339900g,3399,g,Other Miscellaneous Manufacturing,369,52049,3181425,15278611
339900h,3399,h,Other Miscellaneous Manufacturing,14247,169742,9261738,41191832
339900i,3399,i,Other Miscellaneous Manufacturing,194,82126,5611450,30613971
339910a,33991,a,Jewelry and Silverware Manufacturing,1860,19899,1145389,8791426
339910b,33991,b,Jewelry and Silverware Manufacturing,1245,2009,79411,421409
339910c,33991,c,Jewelry and Silverware Manufacturing,295,1893,86730,497011
339910d,33991,d,Jewelry and Silverware Manufacturing,141,1812,90871,537105
339910e,33991,e,Jewelry and Silverware Manufacturing,1681,5714,257012,1455525
339910f,33991,f,Jewelry and Silverware Manufacturing,149,5464,307744,1983276
339910g,33991,g,Jewelry and Silverware Manufacturing,18,2185,153169,1518558
339910h,33991,h,Jewelry and Silverware Manufacturing,1848,13363,717925,4957359
339910i,33991,i,Jewelry and Silverware Manufacturing,12,6536,427464,3834067
339920a,33992,a,Sporting and Athletic Goods Manufacturing,1610,40574,2376170,12184129
339920b,33992,b,Sporting and Athletic Goods Manufacturing,806,1323,68867,342235
339920c,33992,c,Sporting and Athletic Goods Manufacturing,292,1929,79485,399232
339920d,33992,d,Sporting and Athletic Goods Manufacturing,199,2717,120304,553080
339920e,33992,e,Sporting and Athletic Goods Manufacturing,1297,5969,268656,1294547
339920f,33992,f,Sporting and Athletic Goods Manufacturing,220,8480,432550,2183753
339920g,33992,g,Sporting and Athletic Goods Manufacturing,59,9621,561590,3132492
339920h,33992,h,Sporting and Athletic Goods Manufacturing,1576,24070,1262796,6610792
339920i,33992,i,Sporting and Athletic Goods Manufacturing,34,16504,1113374,5573337
339930a,33993,a,"Doll, Toy, and Game Manufacturing",497,6377,338634,2043685
339930b,33993,b,"Doll, Toy, and Game Manufacturing",302,514,26946,154179
339930c,33993,c,"Doll, Toy, and Game Manufacturing",71,467,18370,84177
339930d,33993,d,"Doll, Toy, and Game Manufacturing",60,805,53355,203336
339930e,33993,e,"Doll, Toy, and Game Manufacturing",433,1786,98671,441692
339930f,33993,f,"Doll, Toy, and Game Manufacturing",52,1924,103267,611401
339930g,33993,g,"Doll, Toy, and Game Manufacturing",7,958,63146,375053
339930h,33993,h,"Doll, Toy, and Game Manufacturing",492,4668,265084,1428146
339930i,33993,i,"Doll, Toy, and Game Manufacturing",5,1709,73550,615539
339940a,33994,a,Office Supplies (except Paper) Manufacturing,356,10181,546211,3446143
339940b,33994,b,Office Supplies (except Paper) Manufacturing,161,298,11915,44525
339940c,33994,c,Office Supplies (except Paper) Manufacturing,59,373,15533,52293
339940d,33994,d,Office Supplies (except Paper) Manufacturing,53,707,31454,115749
339940e,33994,e,Office Supplies (except Paper) Manufacturing,273,1378,58902,212567
339940f,33994,f,Office Supplies (except Paper) Manufacturing,51,2081,107107,488442
339940g,33994,g,Office Supplies (except Paper) Manufacturing,18,3071,191149,1028002
339940h,33994,h,Office Supplies (except Paper) Manufacturing,342,6530,357158,1729011
339940i,33994,i,Office Supplies (except Paper) Manufacturing,14,3651,189053,1717132
339950a,33995,a,Sign Manufacturing,5742,72137,4085882,14482284
339950b,33995,b,Sign Manufacturing,3079,5990,259637,970495
339950c,33995,c,Sign Manufacturing,1184,7668,335295,1178059
339950d,33995,d,Sign Manufacturing,715,9633,492640,1604255
339950e,33995,e,Sign Manufacturing,4978,23291,1087572,3752809
339950f,33995,f,Sign Manufacturing,621,23095,1378415,4483641
339950g,33995,g,Sign Manufacturing,114,15609,991553,3580284
339950h,33995,h,Sign Manufacturing,5713,61995,3457540,11816734
339950i,33995,i,Sign Manufacturing,29,10142,628342,2665550
339990a,33999,a,All Other Miscellaneous Manufacturing,4387,102700,6380902,30858136
339990b,33999,b,All Other Miscellaneous Manufacturing,2180,3764,196938,939416
339990c,33999,c,All Other Miscellaneous Manufacturing,789,5269,252507,1131793
339990d,33999,d,All Other Miscellaneous Manufacturing,585,8080,393122,1736162
339990e,33999,e,All Other Miscellaneous Manufacturing,3554,17113,842567,3807371
339990f,33999,f,All Other Miscellaneous Manufacturing,572,21398,1137850,5198197
339990g,33999,g,All Other Miscellaneous Manufacturing,156,20605,1220818,5644222
339990h,33999,h,All Other Miscellaneous Manufacturing,4282,59116,3201235,14649790
339990i,33999,i,All Other Miscellaneous Manufacturing,105,43584,3179667,16208346
339991a,339991,a,"Gasket, Packing, and Sealing Device Manufacturing",460,31258,2198716,9523171
339991b,339991,b,"Gasket, Packing, and Sealing Device Manufacturing",106,219,15229,69247
339991c,339991,c,"Gasket, Packing, and Sealing Device Manufacturing",71,486,27547,121838
339991d,339991,d,"Gasket, Packing, and Sealing Device Manufacturing",83,1139,69467,301149
339991e,339991,e,"Gasket, Packing, and Sealing Device Manufacturing",260,1844,112243,492234
339991f,339991,f,"Gasket, Packing, and Sealing Device Manufacturing",117,4252,255392,1007609
339991g,339991,g,"Gasket, Packing, and Sealing Device Manufacturing",41,5026,308480,1247726
339991h,339991,h,"Gasket, Packing, and Sealing Device Manufacturing",418,11122,676115,2747569
339991i,339991,i,"Gasket, Packing, and Sealing Device Manufacturing",42,20136,1522601,6775602
339992a,339992,a,Musical Instrument Manufacturing,592,12634,695542,2474100
339992b,339992,b,Musical Instrument Manufacturing,351,635,24376,82656
339992c,339992,c,Musical Instrument Manufacturing,96,660,26035,86221
339992d,339992,d,Musical Instrument Manufacturing,68,943,43125,141042
339992e,339992,e,Musical Instrument Manufacturing,515,2238,93536,309919
339992f,339992,f,Musical Instrument Manufacturing,55,1981,88064,288180
339992g,339992,g,Musical Instrument Manufacturing,14,2349,129508,444073
339992h,339992,h,Musical Instrument Manufacturing,584,6568,311108,1042172
339992i,339992,i,Musical Instrument Manufacturing,8,6066,384434,1431928
339993a,339993,a,"Fastener, Button, Needle, and Pin Manufacturing",87,3678,223158,924157
339993b,339993,b,"Fastener, Button, Needle, and Pin Manufacturing",38,81,3556,13859
339993c,339993,c,"Fastener, Button, Needle, and Pin Manufacturing",17,108,5383,23105
339993d,339993,d,"Fastener, Button, Needle, and Pin Manufacturing",6,81,3420,14170
339993e,339993,e,"Fastener, Button, Needle, and Pin Manufacturing",61,270,12359,51134
339993f,339993,f,"Fastener, Button, Needle, and Pin Manufacturing",16,534,32567,179250
339993g,339993,g,"Fastener, Button, Needle, and Pin Manufacturing",6,718,44613,226615
339993h,339993,h,"Fastener, Button, Needle, and Pin Manufacturing",83,1522,89539,456999
339993i,339993,i,"Fastener, Button, Needle, and Pin Manufacturing",4,2156,133619,467158
339994a,339994,a,"Broom, Brush, and Mop Manufacturing",138,8984,515205,3001506
339994b,339994,b,"Broom, Brush, and Mop Manufacturing",31,59,2907,13869
339994c,339994,c,"Broom, Brush, and Mop Manufacturing",25,167,7192,39413
339994d,339994,d,"Broom, Brush, and Mop Manufacturing",25,370,14992,74460
339994e,339994,e,"Broom, Brush, and Mop Manufacturing",81,596,25091,127742
339994f,339994,f,"Broom, Brush, and Mop Manufacturing",31,1395,68543,316105
339994g,339994,g,"Broom, Brush, and Mop Manufacturing",17,2883,181917,986194
339994h,339994,h,"Broom, Brush, and Mop Manufacturing",129,4874,275551,1430041
339994i,339994,i,"Broom, Brush, and Mop Manufacturing",9,4110,239654,1571465
339995a,339995,a,Burial Casket Manufacturing,71,3174,156802,710907
339995b,339995,b,Burial Casket Manufacturing,28,50,1931,14693
339995c,339995,c,Burial Casket Manufacturing,15,96,3664,12274
339995d,339995,d,Burial Casket Manufacturing,10,137,4311,21975
339995e,339995,e,Burial Casket Manufacturing,53,283,9906,48942
339995f,339995,f,Burial Casket Manufacturing,9,309,10979,43873
339995g,339995,g,Burial Casket Manufacturing,5,565,20777,106584
339995h,339995,h,Burial Casket Manufacturing,67,1157,41662,199399
339995i,339995,i,Burial Casket Manufacturing,4,2017,115140,511508
339999a,339999,a,All Other Miscellaneous Manufacturing,3042,42972,2591479,14224295
339999b,339999,b,All Other Miscellaneous Manufacturing,1626,2720,148939,745092
339999c,339999,c,All Other Miscellaneous Manufacturing,565,3752,182686,848942
339999d,339999,d,All Other Miscellaneous Manufacturing,393,5410,257807,1183366
339999e,339999,e,All Other Miscellaneous Manufacturing,2584,11882,589432,2777400
339999f,339999,f,All Other Miscellaneous Manufacturing,344,12927,682305,3363180
339999g,339999,g,All Other Miscellaneous Manufacturing,73,9064,535523,2633030
339999h,339999,h,All Other Miscellaneous Manufacturing,3001,33873,1807260,8773610
339999i,339999,i,All Other Miscellaneous Manufacturing,41,9099,784219,5450685
420000a,42,a,Wholesale Trade,277932,6143230,535195540,11637328473
420000b,42,b,Wholesale Trade,161461,267702,18028651,337584780
420000c,42,c,Wholesale Trade,44539,293240,19566752,311733322
420000d,42,d,Wholesale Trade,30359,405843,28660228,420742583
420000e,42,e,Wholesale Trade,236359,966785,66255631,1070060685
420000f,42,f,Wholesale Trade,30583,1155073,87339908,1315463241
420000g,42,g,Wholesale Trade,7687,1091735,90441655,1516661934
420000h,42,h,Wholesale Trade,274629,3213593,244037194,3902185860
420000i,42,i,Wholesale Trade,3303,2929637,291158346,7735142613
423000a,423,a,"Merchant Wholesalers, Durable Goods",153128,3558762,326434399,4859783239
423000b,423,b,"Merchant Wholesalers, Durable Goods",82249,142518,9646468,134553877
423000c,423,c,"Merchant Wholesalers, Durable Goods",26508,175185,11648746,128694136
423000d,423,d,"Merchant Wholesalers, Durable Goods",18619,249218,17928637,188205406
423000e,423,e,"Merchant Wholesalers, Durable Goods",127376,566921,39223851,451453419
423000f,423,f,"Merchant Wholesalers, Durable Goods",18861,708626,55489368,577233633
423000g,423,g,"Merchant Wholesalers, Durable Goods",4728,647706,55624248,695289568
423000h,423,h,"Merchant Wholesalers, Durable Goods",150965,1923253,150337467,1723976620
423000i,423,i,"Merchant Wholesalers, Durable Goods",2163,1635509,176096932,3135806619
423100a,4231,a,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,14251,417246,29167698,1057064578
423100b,4231,b,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,7507,12819,763729,13556199
423100c,4231,c,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,2228,14599,780135,10418268
423100d,4231,d,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,1703,22497,1316952,15534361
423100e,4231,e,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,11438,49915,2860816,39508828
423100f,4231,f,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,1887,71959,4577482,53061069
423100g,4231,g,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,568,72510,4987478,71612377
423100h,4231,h,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,13893,194384,12425776,164182274
423100i,4231,i,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,358,222862,16741922,892882304
423110a,42311,a,Automobile and Other Motor Vehicle Merchant Wholesalers,4521,128083,11072632,758129382
423110b,42311,b,Automobile and Other Motor Vehicle Merchant Wholesalers,2602,4112,284379,7016420
423110c,42311,c,Automobile and Other Motor Vehicle Merchant Wholesalers,514,3347,202840,4908389
423110d,42311,d,Automobile and Other Motor Vehicle Merchant Wholesalers,436,5869,382586,6396307
423110e,42311,e,Automobile and Other Motor Vehicle Merchant Wholesalers,3552,13328,869805,18321116
423110f,42311,f,Automobile and Other Motor Vehicle Merchant Wholesalers,619,25072,1840556,25180118
423110g,42311,g,Automobile and Other Motor Vehicle Merchant Wholesalers,228,31483,2426894,44164855
423110h,42311,h,Automobile and Other Motor Vehicle Merchant Wholesalers,4399,69883,5137255,87666089
423110i,42311,i,Automobile and Other Motor Vehicle Merchant Wholesalers,122,58200,5935377,670463293
423120a,42312,a,Motor Vehicle Supplies and New Parts Merchant Wholesalers,7440,222885,14171024,225974667
423120b,42312,b,Motor Vehicle Supplies and New Parts Merchant Wholesalers,3683,6451,378301,5091228
423120c,42312,c,Motor Vehicle Supplies and New Parts Merchant Wholesalers,1256,8245,443941,4287078
423120d,42312,d,Motor Vehicle Supplies and New Parts Merchant Wholesalers,959,12594,720861,7134667
423120e,42312,e,Motor Vehicle Supplies and New Parts Merchant Wholesalers,5898,27290,1543103,16512973
423120f,42312,f,Motor Vehicle Supplies and New Parts Merchant Wholesalers,969,34293,1988469,19470625
423120g,42312,g,Motor Vehicle Supplies and New Parts Merchant Wholesalers,319,31015,1958735,20045490
423120h,42312,h,Motor Vehicle Supplies and New Parts Merchant Wholesalers,7186,92598,5490307,56029088
423120i,42312,i,Motor Vehicle Supplies and New Parts Merchant Wholesalers,254,130287,8680717,169945579
423130a,42313,a,Tire and Tube Merchant Wholesalers,1130,43386,2841446,58087065
423130b,42313,b,Tire and Tube Merchant Wholesalers,502,881,43113,848692
423130c,42313,c,Tire and Tube Merchant Wholesalers,161,1054,55944,774028
423130d,42313,d,Tire and Tube Merchant Wholesalers,140,1853,108642,1246922
423130e,42313,e,Tire and Tube Merchant Wholesalers,803,3788,207699,2869642
423130f,42313,f,Tire and Tube Merchant Wholesalers,204,7315,469646,6736447
423130g,42313,g,Tire and Tube Merchant Wholesalers,73,7208,454567,6370419
423130h,42313,h,Tire and Tube Merchant Wholesalers,1080,18311,1131912,15976508
423130i,42313,i,Tire and Tube Merchant Wholesalers,50,25075,1709534,42110557
423140a,42314,a,Motor Vehicle Parts (Used) Merchant Wholesalers,1396,22892,1082596,14873464
423140b,42314,b,Motor Vehicle Parts (Used) Merchant Wholesalers,724,1375,57936,599859
423140c,42314,c,Motor Vehicle Parts (Used) Merchant Wholesalers,299,1953,77410,448773
423140d,42314,d,Motor Vehicle Parts (Used) Merchant Wholesalers,174,2181,104863,756465
423140e,42314,e,Motor Vehicle Parts (Used) Merchant Wholesalers,1197,5509,240209,1805097
423140f,42314,f,Motor Vehicle Parts (Used) Merchant Wholesalers,146,5279,278811,1673879
423140g,42314,g,Motor Vehicle Parts (Used) Merchant Wholesalers,35,2804,147282,1031613
423140h,42314,h,Motor Vehicle Parts (Used) Merchant Wholesalers,1378,13592,666302,4510589
423140i,42314,i,Motor Vehicle Parts (Used) Merchant Wholesalers,18,9300,416294,10362875
423200a,4232,a,Furniture and Home Furnishing Merchant Wholesalers,9995,166014,12211086,152785482
423200b,4232,b,Furniture and Home Furnishing Merchant Wholesalers,5251,9110,578804,8324057
423200c,4232,c,Furniture and Home Furnishing Merchant Wholesalers,1675,11212,704631,7541344
423200d,4232,d,Furniture and Home Furnishing Merchant Wholesalers,1219,16004,1027079,10225421
423200e,4232,e,Furniture and Home Furnishing Merchant Wholesalers,8145,36326,2310514,26090822
423200f,4232,f,Furniture and Home Furnishing Merchant Wholesalers,1386,51834,3699260,35286381
423200g,4232,g,Furniture and Home Furnishing Merchant Wholesalers,342,46090,3566339,41210594
423200h,4232,h,Furniture and Home Furnishing Merchant Wholesalers,9873,134250,9576113,102587797
423200i,4232,i,Furniture and Home Furnishing Merchant Wholesalers,122,31764,2634973,50197685
423210a,42321,a,Furniture Merchant Wholesalers,4535,70390,5370041,65581290
423210b,42321,b,Furniture Merchant Wholesalers,2447,4079,262087,4174947
423210c,42321,c,Furniture Merchant Wholesalers,731,4933,310436,3551000
423210d,42321,d,Furniture Merchant Wholesalers,508,6738,435873,4294536
423210e,42321,e,Furniture Merchant Wholesalers,3686,15750,1008396,12020483
423210f,42321,f,Furniture Merchant Wholesalers,645,23958,1762483,16672820
423210g,42321,g,Furniture Merchant Wholesalers,144,18765,1574945,15730484
423210h,42321,h,Furniture Merchant Wholesalers,4475,58473,4345824,44423787
423210i,42321,i,Furniture Merchant Wholesalers,60,11917,1024217,21157503
423220a,42322,a,Home Furnishing Merchant Wholesalers,5477,95624,6841045,87204192
423220b,42322,b,Home Furnishing Merchant Wholesalers,2804,5031,316717,4149110
423220c,42322,c,Home Furnishing Merchant Wholesalers,944,6279,394195,3990344
423220d,42322,d,Home Furnishing Merchant Wholesalers,713,9266,591206,5930885
423220e,42322,e,Home Furnishing Merchant Wholesalers,4461,20576,1302118,14070339
423220f,42322,f,Home Furnishing Merchant Wholesalers,745,27876,1936777,18613561
423220g,42322,g,Home Furnishing Merchant Wholesalers,204,27325,1991394,25480110
423220h,42322,h,Home Furnishing Merchant Wholesalers,5410,75777,5230289,58164010
423220i,42322,i,Home Furnishing Merchant Wholesalers,67,19847,1610756,29040182
423300a,4233,a,Lumber and Other Construction Materials Merchant Wholesalers,10324,266117,20721267,324513242
423300b,4233,b,Lumber and Other Construction Materials Merchant Wholesalers,4839,8382,620584,10236839
423300c,4233,c,Lumber and Other Construction Materials Merchant Wholesalers,1829,12100,814274,10588826
423300d,4233,d,Lumber and Other Construction Materials Merchant Wholesalers,1379,18291,1288904,13616608
423300e,4233,e,Lumber and Other Construction Materials Merchant Wholesalers,8047,38773,2723762,34442273
423300f,4233,f,Lumber and Other Construction Materials Merchant Wholesalers,1565,55324,4289520,47249370
423300g,4233,g,Lumber and Other Construction Materials Merchant Wholesalers,467,45087,3444172,43636186
423300h,4233,h,Lumber and Other Construction Materials Merchant Wholesalers,10079,139184,10457454,125327829
423300i,4233,i,Lumber and Other Construction Materials Merchant Wholesalers,245,126933,10263813,199185413
423310a,42331,a,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",4552,129347,10227478,171345950
423310b,42331,b,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",2111,3662,290642,5707500
423310c,42331,c,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",737,4897,352846,5640699
423310d,42331,d,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",596,8076,581310,6803821
423310e,42331,e,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",3444,16635,1224798,18152020
423310f,42331,f,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",744,27427,2210535,26607717
423310g,42331,g,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",241,25289,2039465,29535031
423310h,42331,h,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",4429,69351,5474798,74294768
423310i,42331,i,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",123,59996,4752680,97051182
423320a,42332,a,"Brick, Stone, and Related Construction Material Merchant Wholesalers",2356,39337,2657648,38874607
423320b,42332,b,"Brick, Stone, and Related Construction Material Merchant Wholesalers",1109,1927,124826,1480097
423320c,42332,c,"Brick, Stone, and Related Construction Material Merchant Wholesalers",451,2965,173165,1999053
423320d,42332,d,"Brick, Stone, and Related Construction Material Merchant Wholesalers",306,4056,253613,2467751
423320e,42332,e,"Brick, Stone, and Related Construction Material Merchant Wholesalers",1866,8948,551604,5946901
423320f,42332,f,"Brick, Stone, and Related Construction Material Merchant Wholesalers",323,10751,744883,8880630
423320g,42332,g,"Brick, Stone, and Related Construction Material Merchant Wholesalers",99,5370,358422,3864531
423320h,42332,h,"Brick, Stone, and Related Construction Material Merchant Wholesalers",2288,25069,1654909,18692062
423320i,42332,i,"Brick, Stone, and Related Construction Material Merchant Wholesalers",68,14268,1002739,20182545
423330a,42333,a,"Roofing, Siding, and Insulation Material Merchant Wholesalers",879,47223,4161355,74992503
423330b,42333,b,"Roofing, Siding, and Insulation Material Merchant Wholesalers",397,652,50001,829455
423330c,42333,c,"Roofing, Siding, and Insulation Material Merchant Wholesalers",144,933,77045,922610
423330d,42333,d,"Roofing, Siding, and Insulation Material Merchant Wholesalers",109,1382,109266,1480091
423330e,42333,e,"Roofing, Siding, and Insulation Material Merchant Wholesalers",650,2967,236312,3232156
423330f,42333,f,"Roofing, Siding, and Insulation Material Merchant Wholesalers",137,4500,345006,3732516
423330g,42333,g,"Roofing, Siding, and Insulation Material Merchant Wholesalers",46,4789,365558,5005629
423330h,42333,h,"Roofing, Siding, and Insulation Material Merchant Wholesalers",833,12256,946876,11970301
423330i,42333,i,"Roofing, Siding, and Insulation Material Merchant Wholesalers",46,34967,3214479,63022202
423390a,42339,a,Other Construction Material Merchant Wholesalers,2687,50210,3674786,39300182
423390b,42339,b,Other Construction Material Merchant Wholesalers,1222,2141,155115,2219787
423390c,42339,c,Other Construction Material Merchant Wholesalers,500,3305,211218,2026464
423390d,42339,d,Other Construction Material Merchant Wholesalers,370,4777,344715,2864945
423390e,42339,e,Other Construction Material Merchant Wholesalers,2092,10223,711048,7111196
423390f,42339,f,Other Construction Material Merchant Wholesalers,383,12646,989096,8028507
423390g,42339,g,Other Construction Material Merchant Wholesalers,125,9639,680727,5230995
423390h,42339,h,Other Construction Material Merchant Wholesalers,2600,32508,2380871,20370698
423390i,42339,i,Other Construction Material Merchant Wholesalers,87,17702,1293915,18929484
423400a,4234,a,Professional and Commercial Equipment and Supplies Merchant Wholesalers,21789,668080,75487617,864699431
423400b,4234,b,Professional and Commercial Equipment and Supplies Merchant Wholesalers,12495,20641,1474917,14838315
423400c,4234,c,Professional and Commercial Equipment and Supplies Merchant Wholesalers,3462,22717,1572170,12228209
423400d,4234,d,Professional and Commercial Equipment and Supplies Merchant Wholesalers,2322,31051,2390523,19164754
423400e,4234,e,Professional and Commercial Equipment and Supplies Merchant Wholesalers,18279,74409,5437610,46231278
423400f,4234,f,Professional and Commercial Equipment and Supplies Merchant Wholesalers,2415,93152,8205494,64141577
423400g,4234,g,Professional and Commercial Equipment and Supplies Merchant Wholesalers,661,93628,9837373,93393545
423400h,4234,h,Professional and Commercial Equipment and Supplies Merchant Wholesalers,21355,261189,23480477,203766400
423400i,4234,i,Professional and Commercial Equipment and Supplies Merchant Wholesalers,434,406891,52007140,660933031
423410a,42341,a,Photographic Equipment and Supplies Merchant Wholesalers,451,8080,771392,9370439
423410b,42341,b,Photographic Equipment and Supplies Merchant Wholesalers,242,418,33903,396978
423410c,42341,c,Photographic Equipment and Supplies Merchant Wholesalers,75,456,29713,306580
423410d,42341,d,Photographic Equipment and Supplies Merchant Wholesalers,47,585,45892,351907
423410e,42341,e,Photographic Equipment and Supplies Merchant Wholesalers,364,1459,109508,1055465
423410f,42341,f,Photographic Equipment and Supplies Merchant Wholesalers,60,2018,151429,1313029
423410g,42341,g,Photographic Equipment and Supplies Merchant Wholesalers,13,2035,268637,2704050
423410h,42341,h,Photographic Equipment and Supplies Merchant Wholesalers,437,5512,529574,5072544
423410i,42341,i,Photographic Equipment and Supplies Merchant Wholesalers,14,2568,241818,4297895
423420a,42342,a,Office Equipment Merchant Wholesalers,1924,98137,6917703,39084064
423420b,42342,b,Office Equipment Merchant Wholesalers,805,1491,81168,505927
423420c,42342,c,Office Equipment Merchant Wholesalers,378,2541,147329,726270
423420d,42342,d,Office Equipment Merchant Wholesalers,293,3886,261415,1323932
423420e,42342,e,Office Equipment Merchant Wholesalers,1476,7918,489912,2556129
423420f,42342,f,Office Equipment Merchant Wholesalers,328,12562,903770,3834694
423420g,42342,g,Office Equipment Merchant Wholesalers,78,11471,866244,4081553
423420h,42342,h,Office Equipment Merchant Wholesalers,1882,31951,2259926,10472376
423420i,42342,i,Office Equipment Merchant Wholesalers,42,66186,4657777,28611688
423430a,42343,a,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,5105,186463,25807680,416133539
423430b,42343,b,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,2733,4664,347548,3764069
423430c,42343,c,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,771,5046,395358,3124988
423430d,42343,d,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,558,7425,679377,6736762
