UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll
114000g,114,g,"Fishing, Hunting and Trapping",13,1569,144339
114000h,114,h,"Fishing, Hunting and Trapping",2910,6980,459344
114100a,1141,a,Fishing,2545,5291,394485
114100b,1141,b,Fishing,2382,1734,128888
114100c,1141,c,Fishing,83,526,27041
114100d,1141,d,Fishing,31,402,18128
114100e,1141,e,Fishing,2496,2662,174057
114100f,1141,f,Fishing,37,1227,79074
114100g,1141,g,Fishing,11,1331,136846
114100h,1141,h,Fishing,2544,5220,389977
114110a,11411,a,Fishing,2545,5291,394485
114110b,11411,b,Fishing,2382,1734,128888
114110c,11411,c,Fishing,83,526,27041
114110d,11411,d,Fishing,31,402,18128
114110e,11411,e,Fishing,2496,2662,174057
114110f,11411,f,Fishing,37,1227,79074
114110g,11411,g,Fishing,11,1331,136846
114110h,11411,h,Fishing,2544,5220,389977
114111a,114111,a,Finfish Fishing,1486,3256,270349
114111b,114111,b,Finfish Fishing,1387,978,82875
114111c,114111,c,Finfish Fishing,51,316,18448
114111d,114111,d,Finfish Fishing,22,293,11979
114111e,114111,e,Finfish Fishing,1460,1587,113302
114111f,114111,f,Finfish Fishing,16,520,37499
114111g,114111,g,Finfish Fishing,9,1078,115040
114111h,114111,h,Finfish Fishing,1485,3185,265841
114112a,114112,a,Shellfish Fishing,952,1747,97095
114112b,114112,b,Shellfish Fishing,896,657,41099
114112c,114112,c,Shellfish Fishing,28,182,6520
114112d,114112,d,Shellfish Fishing,9,109,6149
114112e,114112,e,Shellfish Fishing,933,948,53768
114112f,114112,f,Shellfish Fishing,17,546,21521
114112h,114112,h,Shellfish Fishing,952,1747,97095
114119a,114119,a,Other Marine Fishing,107,288,27041
114119b,114119,b,Other Marine Fishing,99,99,4914
114119c,114119,c,Other Marine Fishing,4,28,2073
114119e,114119,e,Other Marine Fishing,103,127,6987
114119f,114119,f,Other Marine Fishing,4,161,20054
114119h,114119,h,Other Marine Fishing,107,288,27041
114200a,1142,a,Hunting and Trapping,367,1768,70037
114200b,1142,b,Hunting and Trapping,276,404,15135
114200c,1142,c,Hunting and Trapping,48,317,12189
114200d,1142,d,Hunting and Trapping,25,334,15727
114200e,1142,e,Hunting and Trapping,349,1055,43051
114200f,1142,f,Hunting and Trapping,15,467,18823
114200h,1142,h,Hunting and Trapping,366,1760,69367
114210a,11421,a,Hunting and Trapping,367,1768,70037
114210b,11421,b,Hunting and Trapping,276,404,15135
114210c,11421,c,Hunting and Trapping,48,317,12189
114210d,11421,d,Hunting and Trapping,25,334,15727
114210e,11421,e,Hunting and Trapping,349,1055,43051
114210f,11421,f,Hunting and Trapping,15,467,18823
114210h,11421,h,Hunting and Trapping,366,1760,69367
115000a,115,a,Support Activities for Agriculture and Forestry,11054,109435,4927184
115000b,115,b,Support Activities for Agriculture and Forestry,7845,11496,604628
115000c,115,c,Support Activities for Agriculture and Forestry,1518,9869,442742
115000d,115,d,Support Activities for Agriculture and Forestry,746,9750,467201
115000e,115,e,Support Activities for Agriculture and Forestry,10109,31115,1514571
115000f,115,f,Support Activities for Agriculture and Forestry,695,27230,1265395
115000g,115,g,Support Activities for Agriculture and Forestry,176,25528,1055987
115000h,115,h,Support Activities for Agriculture and Forestry,10980,83873,3835953
115000i,115,i,Support Activities for Agriculture and Forestry,74,25562,1091231
115100a,1151,a,Support Activities for Crop Production,4753,74015,3340712
115100b,1151,b,Support Activities for Crop Production,2964,4235,282843
115100c,1151,c,Support Activities for Crop Production,736,4821,257025
115100d,1151,d,Support Activities for Crop Production,419,5457,295778
115100e,1151,e,Support Activities for Crop Production,4119,14513,835646
115100f,1151,f,Support Activities for Crop Production,454,18461,856463
115100g,1151,g,Support Activities for Crop Production,128,18729,742790
115100h,1151,h,Support Activities for Crop Production,4701,51703,2434899
115100i,1151,i,Support Activities for Crop Production,52,22312,905813
115110a,11511,a,Support Activities for Crop Production,4753,74015,3340712
115110b,11511,b,Support Activities for Crop Production,2964,4235,282843
115110c,11511,c,Support Activities for Crop Production,736,4821,257025
115110d,11511,d,Support Activities for Crop Production,419,5457,295778
115110e,11511,e,Support Activities for Crop Production,4119,14513,835646
115110f,11511,f,Support Activities for Crop Production,454,18461,856463
115110g,11511,g,Support Activities for Crop Production,128,18729,742790
115110h,11511,h,Support Activities for Crop Production,4701,51703,2434899
115110i,11511,i,Support Activities for Crop Production,52,22312,905813
115111a,115111,a,Cotton Ginning,197,2849,123575
115111b,115111,b,Cotton Ginning,60,111,9047
115111c,115111,c,Cotton Ginning,51,351,23238
115111d,115111,d,Cotton Ginning,41,512,32672
115111e,115111,e,Cotton Ginning,152,974,64957
115111f,115111,f,Cotton Ginning,38,1097,50399
115111g,115111,g,Cotton Ginning,4,167,1108
115111h,115111,h,Cotton Ginning,194,2238,116464
115111i,115111,i,Cotton Ginning,3,611,7111
115112a,115112,a,"Soil Preparation, Planting, and Cultivating",2186,11347,616349
115112b,115112,b,"Soil Preparation, Planting, and Cultivating",1556,2278,138858
115112c,115112,c,"Soil Preparation, Planting, and Cultivating",352,2237,120255
115112d,115112,d,"Soil Preparation, Planting, and Cultivating",159,2029,105792
115112e,115112,e,"Soil Preparation, Planting, and Cultivating",2067,6544,364905
115112f,115112,f,"Soil Preparation, Planting, and Cultivating",95,3287,167860
115112g,115112,g,"Soil Preparation, Planting, and Cultivating",18,1335,59571
115112h,115112,h,"Soil Preparation, Planting, and Cultivating",2180,11166,592336
115112i,115112,i,"Soil Preparation, Planting, and Cultivating",6,181,24013
115113a,115113,a,"Crop Harvesting, Primarily by Machine",341,2934,146780
115113b,115113,b,"Crop Harvesting, Primarily by Machine",246,307,19918
115113c,115113,c,"Crop Harvesting, Primarily by Machine",48,327,14239
115113d,115113,d,"Crop Harvesting, Primarily by Machine",22,306,17624
115113e,115113,e,"Crop Harvesting, Primarily by Machine",316,940,51781
115113f,115113,f,"Crop Harvesting, Primarily by Machine",18,740,39616
115113g,115113,g,"Crop Harvesting, Primarily by Machine",6,532,24047
115113h,115113,h,"Crop Harvesting, Primarily by Machine",340,2212,115444
115114a,115114,a,Postharvest Crop Activities (except Cotton Ginning),874,35105,1562357
115114b,115114,b,Postharvest Crop Activities (except Cotton Ginning),339,513,40623
115114c,115114,c,Postharvest Crop Activities (except Cotton Ginning),155,1023,51162
115114d,115114,d,Postharvest Crop Activities (except Cotton Ginning),107,1456,80097
115114e,115114,e,Postharvest Crop Activities (except Cotton Ginning),601,2992,171882
115114f,115114,f,Postharvest Crop Activities (except Cotton Ginning),166,7382,335573
115114g,115114,g,Postharvest Crop Activities (except Cotton Ginning),68,10372,406064
115114h,115114,h,Postharvest Crop Activities (except Cotton Ginning),835,20746,913519
115114i,115114,i,Postharvest Crop Activities (except Cotton Ginning),39,14359,648838
115115a,115115,a,Farm Labor Contractors and Crew Leaders,545,15619,562207
115115b,115115,b,Farm Labor Contractors and Crew Leaders,305,394,39828
115115c,115115,c,Farm Labor Contractors and Crew Leaders,70,491,26394
115115d,115115,d,Farm Labor Contractors and Crew Leaders,49,609,27557
115115e,115115,e,Farm Labor Contractors and Crew Leaders,424,1494,93779
115115f,115115,f,Farm Labor Contractors and Crew Leaders,91,4114,163305
115115g,115115,g,Farm Labor Contractors and Crew Leaders,23,4998,169110
115115h,115115,h,Farm Labor Contractors and Crew Leaders,538,10606,426194
115115i,115115,i,Farm Labor Contractors and Crew Leaders,7,5013,136013
115116a,115116,a,Farm Management Services,624,6161,329444
115116b,115116,b,Farm Management Services,459,632,34569
115116c,115116,c,Farm Management Services,60,392,21737
115116d,115116,d,Farm Management Services,41,545,32036
115116e,115116,e,Farm Management Services,560,1569,88342
115116f,115116,f,Farm Management Services,49,1841,99710
115116g,115116,g,Farm Management Services,11,1325,82890
115116h,115116,h,Farm Management Services,620,4735,270942
115116i,115116,i,Farm Management Services,4,1426,58502
115200a,1152,a,Support Activities for Animal Production,4593,21706,852204
115200b,1152,b,Support Activities for Animal Production,3622,5537,176595
115200c,1152,c,Support Activities for Animal Production,589,3837,115039
115200d,1152,d,Support Activities for Animal Production,226,2952,97765
115200e,1152,e,Support Activities for Animal Production,4437,12326,389399
115200f,1152,f,Support Activities for Animal Production,116,3844,147247
115200g,1152,g,Support Activities for Animal Production,24,3140,157113
115200h,1152,h,Support Activities for Animal Production,4577,19310,693759
115200i,1152,i,Support Activities for Animal Production,16,2396,158445
115210a,11521,a,Support Activities for Animal Production,4593,21706,852204
115210b,11521,b,Support Activities for Animal Production,3622,5537,176595
115210c,11521,c,Support Activities for Animal Production,589,3837,115039
115210d,11521,d,Support Activities for Animal Production,226,2952,97765
115210e,11521,e,Support Activities for Animal Production,4437,12326,389399
115210f,11521,f,Support Activities for Animal Production,116,3844,147247
115210g,11521,g,Support Activities for Animal Production,24,3140,157113
115210h,11521,h,Support Activities for Animal Production,4577,19310,693759
115210i,11521,i,Support Activities for Animal Production,16,2396,158445
115300a,1153,a,Support Activities for Forestry,1712,13714,734268
115300b,1153,b,Support Activities for Forestry,1259,1724,145190
115300c,1153,c,Support Activities for Forestry,193,1211,70678
115300d,1153,d,Support Activities for Forestry,101,1341,73658
115300e,1153,e,Support Activities for Forestry,1553,4276,289526
115300f,1153,f,Support Activities for Forestry,126,4925,261685
115300g,1153,g,Support Activities for Forestry,26,3659,156084
115300h,1153,h,Support Activities for Forestry,1705,12860,707295
115300i,1153,i,Support Activities for Forestry,7,854,26973
115310a,11531,a,Support Activities for Forestry,1712,13714,734268
115310b,11531,b,Support Activities for Forestry,1259,1724,145190
115310c,11531,c,Support Activities for Forestry,193,1211,70678
115310d,11531,d,Support Activities for Forestry,101,1341,73658
115310e,11531,e,Support Activities for Forestry,1553,4276,289526
115310f,11531,f,Support Activities for Forestry,126,4925,261685
115310g,11531,g,Support Activities for Forestry,26,3659,156084
115310h,11531,h,Support Activities for Forestry,1705,12860,707295
115310i,11531,i,Support Activities for Forestry,7,854,26973
210000a,21,a,"Mining, Quarrying, and Oil and Gas Extraction",17704,577921,49311516
210000b,21,b,"Mining, Quarrying, and Oil and Gas Extraction",9791,15866,1070435
210000c,21,c,"Mining, Quarrying, and Oil and Gas Extraction",2582,17033,988243
210000d,21,d,"Mining, Quarrying, and Oil and Gas Extraction",1999,27112,1675860
210000e,21,e,"Mining, Quarrying, and Oil and Gas Extraction",14372,60011,3734538
210000f,21,f,"Mining, Quarrying, and Oil and Gas Extraction",2296,90109,6063116
210000g,21,g,"Mining, Quarrying, and Oil and Gas Extraction",682,108342,9029647
210000h,21,h,"Mining, Quarrying, and Oil and Gas Extraction",17350,258462,18827301
210000i,21,i,"Mining, Quarrying, and Oil and Gas Extraction",354,319459,30484215
211000a,211,a,Oil and Gas Extraction,4595,100245,14280680
211000b,211,b,Oil and Gas Extraction,3115,5197,335352
211000c,211,c,Oil and Gas Extraction,623,4035,278421
211000d,211,d,Oil and Gas Extraction,346,4468,357658
211000e,211,e,Oil and Gas Extraction,4084,13700,971431
211000f,211,f,Oil and Gas Extraction,306,11462,1341996
211000g,211,g,Oil and Gas Extraction,119,20157,3037805
211000h,211,h,Oil and Gas Extraction,4509,45319,5351232
211000i,211,i,Oil and Gas Extraction,86,54926,8929448
211100a,2111,a,Oil and Gas Extraction,4595,100245,14280680
211100b,2111,b,Oil and Gas Extraction,3115,5197,335352
211100c,2111,c,Oil and Gas Extraction,623,4035,278421
211100d,2111,d,Oil and Gas Extraction,346,4468,357658
211100e,2111,e,Oil and Gas Extraction,4084,13700,971431
211100f,2111,f,Oil and Gas Extraction,306,11462,1341996
211100g,2111,g,Oil and Gas Extraction,119,20157,3037805
211100h,2111,h,Oil and Gas Extraction,4509,45319,5351232
211100i,2111,i,Oil and Gas Extraction,86,54926,8929448
211120a,21112,a,Crude Petroleum Extraction,3798,70407,10313099
211120b,21112,b,Crude Petroleum Extraction,2619,4350,269585
211120c,21112,c,Crude Petroleum Extraction,500,3213,224492
211120d,21112,d,Crude Petroleum Extraction,281,3638,291895
211120e,21112,e,Crude Petroleum Extraction,3400,11201,785972
211120f,21112,f,Crude Petroleum Extraction,246,9013,1059320
211120g,21112,g,Crude Petroleum Extraction,89,14491,2293200
211120h,21112,h,Crude Petroleum Extraction,3735,34705,4138492
211120i,21112,i,Crude Petroleum Extraction,63,35702,6174607
211130a,21113,a,Natural Gas Extraction,865,29838,3967581
211130b,21113,b,Natural Gas Extraction,497,847,65767
211130c,21113,c,Natural Gas Extraction,125,822,53929
211130d,21113,d,Natural Gas Extraction,68,830,65763
211130e,21113,e,Natural Gas Extraction,690,2499,185459
211130f,21113,f,Natural Gas Extraction,70,2449,282676
211130g,21113,g,Natural Gas Extraction,47,5666,744605
211130h,21113,h,Natural Gas Extraction,807,10614,1212740
211130i,21113,i,Natural Gas Extraction,58,19224,2754841
212000a,212,a,Mining (except Oil and Gas),3266,170784,13331213
212000b,212,b,Mining (except Oil and Gas),1209,2021,183765
212000c,212,c,Mining (except Oil and Gas),566,3756,200306
212000d,212,d,Mining (except Oil and Gas),526,7056,432082
212000e,212,e,Mining (except Oil and Gas),2301,12833,816153
212000f,212,f,Mining (except Oil and Gas),580,20221,1351170
212000g,212,g,Mining (except Oil and Gas),226,27369,1947167
212000h,212,h,Mining (except Oil and Gas),3107,60423,4114490
212000i,212,i,Mining (except Oil and Gas),159,110361,9216723
212100a,2121,a,Coal Mining,341,43308,3349275
212100b,2121,b,Coal Mining,117,228,47401
212100c,2121,c,Coal Mining,50,345,16857
212100d,2121,d,Coal Mining,54,730,35098
212100e,2121,e,Coal Mining,221,1303,99356
212100f,2121,f,Coal Mining,54,2185,154176
212100g,2121,g,Coal Mining,33,5766,398234
212100h,2121,h,Coal Mining,308,9254,651766
212100i,2121,i,Coal Mining,33,34054,2697509
212110a,21211,a,Coal Mining,341,43308,3349275
212110b,21211,b,Coal Mining,117,228,47401
212110c,21211,c,Coal Mining,50,345,16857
212110d,21211,d,Coal Mining,54,730,35098
212110e,21211,e,Coal Mining,221,1303,99356
212110f,21211,f,Coal Mining,54,2185,154176
212110g,21211,g,Coal Mining,33,5766,398234
212110h,21211,h,Coal Mining,308,9254,651766
212110i,21211,i,Coal Mining,33,34054,2697509
212111a,212111,a,Bituminous Coal and Lignite Surface Mining,202,17782,1481051
212111b,212111,b,Bituminous Coal and Lignite Surface Mining,67,144,26069
212111c,212111,c,Bituminous Coal and Lignite Surface Mining,31,216,11287
212111d,212111,d,Bituminous Coal and Lignite Surface Mining,29,386,17675
212111e,212111,e,Bituminous Coal and Lignite Surface Mining,127,746,55031
212111f,212111,f,Bituminous Coal and Lignite Surface Mining,33,1428,95926
212111g,212111,g,Bituminous Coal and Lignite Surface Mining,18,2648,197286
212111h,212111,h,Bituminous Coal and Lignite Surface Mining,178,4822,348243
212111i,212111,i,Bituminous Coal and Lignite Surface Mining,24,12960,1132808
212112a,212112,a,Bituminous Coal Underground Mining,109,24506,1814205
212112b,212112,b,Bituminous Coal Underground Mining,30,41,19366
212112c,212112,c,Bituminous Coal Underground Mining,6,40,2107
212112d,212112,d,Bituminous Coal Underground Mining,19,254,13744
212112e,212112,e,Bituminous Coal Underground Mining,55,335,35217
212112f,212112,f,Bituminous Coal Underground Mining,18,659,52942
212112g,212112,g,Bituminous Coal Underground Mining,14,2418,161345
212112h,212112,h,Bituminous Coal Underground Mining,87,3412,249504
212112i,212112,i,Bituminous Coal Underground Mining,22,21094,1564701
212113a,212113,a,Anthracite Mining,50,1020,54019
212113b,212113,b,Anthracite Mining,21,43,1966
212113c,212113,c,Anthracite Mining,13,89,3463
212113d,212113,d,Anthracite Mining,7,90,3679
212113e,212113,e,Anthracite Mining,41,222,9108
212113f,212113,f,Anthracite Mining,3,98,5308
212113g,212113,g,Anthracite Mining,6,700,39603
212113h,212113,h,Anthracite Mining,50,1020,54019
212200a,2122,a,Metal Ore Mining,239,39290,3599964
212200b,2122,b,Metal Ore Mining,126,155,21252
212200c,2122,c,Metal Ore Mining,21,138,13906
212200d,2122,d,Metal Ore Mining,24,323,41876
212200e,2122,e,Metal Ore Mining,171,616,77034
212200f,2122,f,Metal Ore Mining,29,1224,101968
212200g,2122,g,Metal Ore Mining,19,4416,367708
212200h,2122,h,Metal Ore Mining,219,6256,546710
212200i,2122,i,Metal Ore Mining,20,33034,3053254
212210a,21221,a,Iron Ore Mining,17,5362,404829
212210b,21221,b,Iron Ore Mining,5,6,1892
212210d,21221,d,Iron Ore Mining,4,55,3775
212210e,21221,e,Iron Ore Mining,10,66,6072
212210f,21221,f,Iron Ore Mining,3,160,6963
212210h,21221,h,Iron Ore Mining,14,230,13494
212210i,21221,i,Iron Ore Mining,3,5132,391335
212220a,21222,a,Gold Ore and Silver Ore Mining,153,15480,1729701
212220b,21222,b,Gold Ore and Silver Ore Mining,97,120,15747
212220c,21222,c,Gold Ore and Silver Ore Mining,14,92,7375
212220d,21222,d,Gold Ore and Silver Ore Mining,14,179,26263
212220e,21222,e,Gold Ore and Silver Ore Mining,125,391,49385
212220f,21222,f,Gold Ore and Silver Ore Mining,13,581,48587
212220g,21222,g,Gold Ore and Silver Ore Mining,9,2513,218197
212220h,21222,h,Gold Ore and Silver Ore Mining,147,3485,316169
212220i,21222,i,Gold Ore and Silver Ore Mining,6,11995,1413532
212221a,212221,a,Gold Ore Mining,145,14398,1616257
212221b,212221,b,Gold Ore Mining,96,120,15645
212221c,212221,c,Gold Ore Mining,13,86,6877
212221d,212221,d,Gold Ore Mining,10,126,18675
212221e,212221,e,Gold Ore Mining,119,332,41197
212221f,212221,f,Gold Ore Mining,12,563,46701
212221g,212221,g,Gold Ore Mining,8,2276,202401
212221h,212221,h,Gold Ore Mining,139,3171,290299
212221i,212221,i,Gold Ore Mining,6,11227,1325958
212222a,212222,a,Silver Ore Mining,10,1082,113444
212222d,212222,d,Silver Ore Mining,4,53,7588
212222e,212222,e,Silver Ore Mining,6,59,8188
212222h,212222,h,Silver Ore Mining,8,314,25870
212230a,21223,a,"Copper, Nickel, Lead, and Zinc Mining",33,14956,1133231
212230b,21223,b,"Copper, Nickel, Lead, and Zinc Mining",7,10,928
212230e,21223,e,"Copper, Nickel, Lead, and Zinc Mining",11,61,10824
212230f,21223,f,"Copper, Nickel, Lead, and Zinc Mining",6,223,22274
212230g,21223,g,"Copper, Nickel, Lead, and Zinc Mining",6,1538,118455
212230h,21223,h,"Copper, Nickel, Lead, and Zinc Mining",23,1822,151553
212230i,21223,i,"Copper, Nickel, Lead, and Zinc Mining",10,13134,981678
212290a,21229,a,Other Metal Ore Mining,39,3492,332203
212290b,21229,b,Other Metal Ore Mining,17,19,2685
212290c,21229,c,Other Metal Ore Mining,4,30,2357
212290d,21229,d,Other Metal Ore Mining,4,49,5711
212290e,21229,e,Other Metal Ore Mining,25,98,10753
212290f,21229,f,Other Metal Ore Mining,7,260,24144
212290g,21229,g,Other Metal Ore Mining,3,361,30597
212290h,21229,h,Other Metal Ore Mining,35,719,65494
212290i,21229,i,Other Metal Ore Mining,4,2773,266709
212291a,212291,a,Uranium-Radium-Vanadium Ore Mining,11,208,21005
212291b,212291,b,Uranium-Radium-Vanadium Ore Mining,4,2,120
212291d,212291,d,Uranium-Radium-Vanadium Ore Mining,3,41,4382
212291e,212291,e,Uranium-Radium-Vanadium Ore Mining,7,43,4502
212291f,212291,f,Uranium-Radium-Vanadium Ore Mining,4,165,16503
212291h,212291,h,Uranium-Radium-Vanadium Ore Mining,11,208,21005
212299a,212299,a,All Other Metal Ore Mining,28,3284,311198
212299b,212299,b,All Other Metal Ore Mining,13,17,2565
212299c,212299,c,All Other Metal Ore Mining,4,30,2357
212299e,212299,e,All Other Metal Ore Mining,18,55,6251
212299f,212299,f,All Other Metal Ore Mining,3,95,7641
212299g,212299,g,All Other Metal Ore Mining,3,361,30597
212299h,212299,h,All Other Metal Ore Mining,24,511,44489
212299i,212299,i,All Other Metal Ore Mining,4,2773,266709
212300a,2123,a,Nonmetallic Mineral Mining and Quarrying,2696,88186,6381974
212300b,2123,b,Nonmetallic Mineral Mining and Quarrying,967,1638,115112
212300c,2123,c,Nonmetallic Mineral Mining and Quarrying,495,3273,169543
212300d,2123,d,Nonmetallic Mineral Mining and Quarrying,448,6003,355108
212300e,2123,e,Nonmetallic Mineral Mining and Quarrying,1910,10914,639763
212300f,2123,f,Nonmetallic Mineral Mining and Quarrying,497,16812,1095026
212300g,2123,g,Nonmetallic Mineral Mining and Quarrying,175,17187,1181225
212300h,2123,h,Nonmetallic Mineral Mining and Quarrying,2582,44913,2916014
212300i,2123,i,Nonmetallic Mineral Mining and Quarrying,114,43273,3465960
212310a,21231,a,Stone Mining and Quarrying,1108,45118,3339502
212310b,21231,b,Stone Mining and Quarrying,329,583,40932
212310c,21231,c,Stone Mining and Quarrying,200,1336,66924
212310d,21231,d,Stone Mining and Quarrying,201,2719,153453
212310e,21231,e,Stone Mining and Quarrying,730,4638,261309
212310f,21231,f,Stone Mining and Quarrying,236,7777,517256
212310g,21231,g,Stone Mining and Quarrying,80,7556,512859
212310h,21231,h,Stone Mining and Quarrying,1046,19971,1291424
212310i,21231,i,Stone Mining and Quarrying,62,25147,2048078
212311a,212311,a,Dimension Stone Mining and Quarrying,274,3413,173493
212311b,212311,b,Dimension Stone Mining and Quarrying,126,184,14929
212311c,212311,c,Dimension Stone Mining and Quarrying,50,330,15606
212311d,212311,d,Dimension Stone Mining and Quarrying,43,572,26414
212311e,212311,e,Dimension Stone Mining and Quarrying,219,1086,56949
212311f,212311,f,Dimension Stone Mining and Quarrying,40,1301,59710
212311g,212311,g,Dimension Stone Mining and Quarrying,10,686,31655
212311h,212311,h,Dimension Stone Mining and Quarrying,269,3073,148314
212311i,212311,i,Dimension Stone Mining and Quarrying,5,340,25179
212312a,212312,a,Crushed and Broken Limestone Mining and Quarrying,533,29014,2250324
212312b,212312,b,Crushed and Broken Limestone Mining and Quarrying,99,203,13537
212312c,212312,c,Crushed and Broken Limestone Mining and Quarrying,84,569,28781
212312d,212312,d,Crushed and Broken Limestone Mining and Quarrying,107,1432,83867
212312e,212312,e,Crushed and Broken Limestone Mining and Quarrying,290,2204,126185
212312f,212312,f,Crushed and Broken Limestone Mining and Quarrying,142,4785,322984
212312g,212312,g,Crushed and Broken Limestone Mining and Quarrying,52,4742,321595
212312h,212312,h,Crushed and Broken Limestone Mining and Quarrying,484,11731,770764
212312i,212312,i,Crushed and Broken Limestone Mining and Quarrying,49,17283,1479560
212313a,212313,a,Crushed and Broken Granite Mining and Quarrying,81,5778,411034
212313b,212313,b,Crushed and Broken Granite Mining and Quarrying,13,27,1173
212313c,212313,c,Crushed and Broken Granite Mining and Quarrying,19,122,5955
212313d,212313,d,Crushed and Broken Granite Mining and Quarrying,8,98,5184
212313e,212313,e,Crushed and Broken Granite Mining and Quarrying,40,247,12312
212313f,212313,f,Crushed and Broken Granite Mining and Quarrying,17,634,42640
212313g,212313,g,Crushed and Broken Granite Mining and Quarrying,11,556,47296
212313h,212313,h,Crushed and Broken Granite Mining and Quarrying,68,1437,102248
212313i,212313,i,Crushed and Broken Granite Mining and Quarrying,13,4341,308786
212319a,212319,a,Other Crushed and Broken Stone Mining and Quarrying,282,6913,504651
