UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll,Receipts
114200b,1142,b,Hunting and Trapping,216.0,271.0,8106.0,45019.0
114200c,1142,c,Hunting and Trapping,51.0,332.0,9722.0,34619.0
114200d,1142,d,Hunting and Trapping,20.0,282.0,7053.0,24748.0
114200e,1142,e,Hunting and Trapping,287.0,885.0,24881.0,104386.0
114200f,1142,f,Hunting and Trapping,11.0,329.0,7925.0,24300.0
114200g,1142,g,Hunting and Trapping,4.0,0.0,0.0,0.0
114200h,1142,h,Hunting and Trapping,302.0,1652.0,49301.0,170026.0
114210a,11421,a,Hunting and Trapping,302.0,1652.0,49301.0,170026.0
114210b,11421,b,Hunting and Trapping,216.0,271.0,8106.0,45019.0
114210c,11421,c,Hunting and Trapping,51.0,332.0,9722.0,34619.0
114210d,11421,d,Hunting and Trapping,20.0,282.0,7053.0,24748.0
114210e,11421,e,Hunting and Trapping,287.0,885.0,24881.0,104386.0
114210f,11421,f,Hunting and Trapping,11.0,329.0,7925.0,24300.0
114210g,11421,g,Hunting and Trapping,4.0,0.0,0.0,0.0
114210h,11421,h,Hunting and Trapping,302.0,1652.0,49301.0,170026.0
115000a,115,a,Support Activities for Agriculture and Forestry,10285.0,99795.0,3398783.0,17853467.0
115000b,115,b,Support Activities for Agriculture and Forestry,7432.0,11094.0,439861.0,2967645.0
115000c,115,c,Support Activities for Agriculture and Forestry,1370.0,8834.0,319511.0,1875239.0
115000d,115,d,Support Activities for Agriculture and Forestry,636.0,8315.0,307479.0,1663827.0
115000e,115,e,Support Activities for Agriculture and Forestry,9438.0,28243.0,1066851.0,6506711.0
115000f,115,f,Support Activities for Agriculture and Forestry,602.0,23448.0,844286.0,3775396.0
115000g,115,g,Support Activities for Agriculture and Forestry,183.0,28169.0,813538.0,3976684.0
115000h,115,h,Support Activities for Agriculture and Forestry,10223.0,79860.0,2724675.0,14258791.0
115000i,115,i,Support Activities for Agriculture and Forestry,62.0,19935.0,674108.0,3594676.0
115100a,1151,a,Support Activities for Crop Production,4432.0,69035.0,2362824.0,13909520.0
115100b,1151,b,Support Activities for Crop Production,2848.0,4076.0,226694.0,1923149.0
115100c,1151,c,Support Activities for Crop Production,651.0,4220.0,191231.0,1402218.0
115100d,1151,d,Support Activities for Crop Production,350.0,4569.0,194028.0,1292705.0
115100e,1151,e,Support Activities for Crop Production,3849.0,12865.0,611953.0,4618072.0
115100f,1151,f,Support Activities for Crop Production,393.0,15681.0,586525.0,2953665.0
115100g,1151,g,Support Activities for Crop Production,146.0,22451.0,610488.0,3205531.0
115100h,1151,h,Support Activities for Crop Production,4388.0,50997.0,1808966.0,10777268.0
115100i,1151,i,Support Activities for Crop Production,44.0,18038.0,553858.0,3132252.0
115110a,11511,a,Support Activities for Crop Production,4432.0,69035.0,2362824.0,13909520.0
115110b,11511,b,Support Activities for Crop Production,2848.0,4076.0,226694.0,1923149.0
115110c,11511,c,Support Activities for Crop Production,651.0,4220.0,191231.0,1402218.0
115110d,11511,d,Support Activities for Crop Production,350.0,4569.0,194028.0,1292705.0
115110e,11511,e,Support Activities for Crop Production,3849.0,12865.0,611953.0,4618072.0
115110f,11511,f,Support Activities for Crop Production,393.0,15681.0,586525.0,2953665.0
115110g,11511,g,Support Activities for Crop Production,146.0,22451.0,610488.0,3205531.0
115110h,11511,h,Support Activities for Crop Production,4388.0,50997.0,1808966.0,10777268.0
115110i,11511,i,Support Activities for Crop Production,44.0,18038.0,553858.0,3132252.0
115111a,115111,a,Cotton Ginning,228.0,2260.0,100323.0,980538.0
115111b,115111,b,Cotton Ginning,89.0,192.0,13083.0,153227.0
115111c,115111,c,Cotton Ginning,60.0,397.0,22749.0,220967.0
115111d,115111,d,Cotton Ginning,37.0,478.0,20260.0,183518.0
115111e,115111,e,Cotton Ginning,186.0,1067.0,56092.0,557712.0
115111f,115111,f,Cotton Ginning,33.0,938.0,35842.0,340862.0
115111g,115111,g,Cotton Ginning,6.0,0.0,7135.0,69707.0
115111h,115111,h,Cotton Ginning,225.0,2230.0,99069.0,968281.0
115111i,115111,i,Cotton Ginning,3.0,30.0,1254.0,12257.0
115112a,115112,a,"Soil Preparation, Planting, and Cultivating",2139.0,11000.0,483922.0,3165722.0
115112b,115112,b,"Soil Preparation, Planting, and Cultivating",1583.0,2272.0,115292.0,952884.0
115112c,115112,c,"Soil Preparation, Planting, and Cultivating",311.0,2003.0,85651.0,594512.0
115112d,115112,d,"Soil Preparation, Planting, and Cultivating",131.0,1719.0,69803.0,474153.0
115112e,115112,e,"Soil Preparation, Planting, and Cultivating",2025.0,5994.0,270746.0,2021549.0
115112f,115112,f,"Soil Preparation, Planting, and Cultivating",90.0,2735.0,125917.0,588362.0
115112g,115112,g,"Soil Preparation, Planting, and Cultivating",21.0,2225.0,85266.0,542783.0
115112h,115112,h,"Soil Preparation, Planting, and Cultivating",2136.0,10954.0,481929.0,3152694.0
115112i,115112,i,"Soil Preparation, Planting, and Cultivating",3.0,0.0,0.0,0.0
115113a,115113,a,"Crop Harvesting, Primarily by Machine",330.0,1788.0,77270.0,547283.0
115113b,115113,b,"Crop Harvesting, Primarily by Machine",248.0,321.0,17000.0,151930.0
115113c,115113,c,"Crop Harvesting, Primarily by Machine",36.0,233.0,9256.0,73056.0
115113d,115113,d,"Crop Harvesting, Primarily by Machine",19.0,271.0,10942.0,64739.0
115113e,115113,e,"Crop Harvesting, Primarily by Machine",303.0,825.0,37198.0,289725.0
115113f,115113,f,"Crop Harvesting, Primarily by Machine",21.0,817.0,30937.0,192582.0
115113g,115113,g,"Crop Harvesting, Primarily by Machine",5.0,145.0,9131.0,64943.0
115113h,115113,h,"Crop Harvesting, Primarily by Machine",329.0,1787.0,77266.0,547250.0
115113i,115113,i,"Crop Harvesting, Primarily by Machine",1.0,0.0,0.0,0.0
115114a,115114,a,Postharvest Crop Activities (except Cotton Ginning),827.0,39759.0,1326398.0,7811177.0
115114b,115114,b,Postharvest Crop Activities (except Cotton Ginning),305.0,489.0,32730.0,328693.0
115114c,115114,c,Postharvest Crop Activities (except Cotton Ginning),133.0,874.0,37478.0,305269.0
115114d,115114,d,Postharvest Crop Activities (except Cotton Ginning),98.0,1233.0,59182.0,429879.0
115114e,115114,e,Postharvest Crop Activities (except Cotton Ginning),536.0,2596.0,129390.0,1063841.0
115114f,115114,f,Postharvest Crop Activities (except Cotton Ginning),168.0,7640.0,289712.0,1504013.0
115114g,115114,g,Postharvest Crop Activities (except Cotton Ginning),85.0,13990.0,388766.0,2239509.0
115114h,115114,h,Postharvest Crop Activities (except Cotton Ginning),789.0,24226.0,807868.0,4807363.0
115114i,115114,i,Postharvest Crop Activities (except Cotton Ginning),38.0,15533.0,518530.0,3003814.0
115115a,115115,a,Farm Labor Contractors and Crew Leaders,430.0,10515.0,213930.0,759354.0
115115b,115115,b,Farm Labor Contractors and Crew Leaders,269.0,317.0,23122.0,191036.0
115115c,115115,c,Farm Labor Contractors and Crew Leaders,52.0,329.0,13152.0,111673.0
115115d,115115,d,Farm Labor Contractors and Crew Leaders,31.0,412.0,16683.0,76047.0
115115e,115115,e,Farm Labor Contractors and Crew Leaders,352.0,1058.0,52957.0,378756.0
115115f,115115,f,Farm Labor Contractors and Crew Leaders,51.0,2092.0,47242.0,132744.0
115115g,115115,g,Farm Labor Contractors and Crew Leaders,26.0,5097.0,90613.0,165593.0
115115h,115115,h,Farm Labor Contractors and Crew Leaders,429.0,8247.0,190812.0,677093.0
115115i,115115,i,Farm Labor Contractors and Crew Leaders,1.0,0.0,0.0,0.0
115116a,115116,a,Farm Management Services,493.0,3713.0,160981.0,645446.0
115116b,115116,b,Farm Management Services,355.0,485.0,25467.0,145379.0
115116c,115116,c,Farm Management Services,59.0,384.0,22945.0,96741.0
115116d,115116,d,Farm Management Services,34.0,456.0,17158.0,64369.0
115116e,115116,e,Farm Management Services,448.0,1325.0,65570.0,306489.0
115116f,115116,f,Farm Management Services,33.0,1459.0,56875.0,195102.0
115116g,115116,g,Farm Management Services,8.0,0.0,0.0,0.0
115116h,115116,h,Farm Management Services,489.0,3553.0,152022.0,624587.0
115116i,115116,i,Farm Management Services,4.0,160.0,8959.0,20859.0
115200a,1152,a,Support Activities for Animal Production,4254.0,20088.0,617583.0,2519177.0
115200b,1152,b,Support Activities for Animal Production,3385.0,5396.0,129755.0,666152.0
115200c,1152,c,Support Activities for Animal Production,537.0,3445.0,79928.0,298689.0
115200d,1152,d,Support Activities for Animal Production,189.0,2374.0,66419.0,235126.0
115200e,1152,e,Support Activities for Animal Production,4111.0,11215.0,276102.0,1199967.0
115200f,1152,f,Support Activities for Animal Production,106.0,3876.0,114217.0,402273.0
115200g,1152,g,Support Activities for Animal Production,23.0,3665.0,148945.0,597254.0
115200h,1152,h,Support Activities for Animal Production,4240.0,18756.0,539264.0,2199494.0
115200i,1152,i,Support Activities for Animal Production,14.0,0.0,0.0,0.0
115210a,11521,a,Support Activities for Animal Production,4254.0,20088.0,617583.0,2519177.0
115210b,11521,b,Support Activities for Animal Production,3385.0,5396.0,129755.0,666152.0
115210c,11521,c,Support Activities for Animal Production,537.0,3445.0,79928.0,298689.0
115210d,11521,d,Support Activities for Animal Production,189.0,2374.0,66419.0,235126.0
115210e,11521,e,Support Activities for Animal Production,4111.0,11215.0,276102.0,1199967.0
115210f,11521,f,Support Activities for Animal Production,106.0,3876.0,114217.0,402273.0
115210g,11521,g,Support Activities for Animal Production,23.0,3665.0,148945.0,597254.0
115210h,11521,h,Support Activities for Animal Production,4240.0,18756.0,539264.0,2199494.0
115210i,11521,i,Support Activities for Animal Production,14.0,0.0,0.0,0.0
115300a,1153,a,Support Activities for Forestry,1604.0,10672.0,418376.0,1424770.0
115300b,1153,b,Support Activities for Forestry,1199.0,1622.0,83412.0,378344.0
115300c,1153,c,Support Activities for Forestry,182.0,1169.0,48352.0,174332.0
115300d,1153,d,Support Activities for Forestry,97.0,1372.0,47032.0,135996.0
115300e,1153,e,Support Activities for Forestry,1478.0,4163.0,178796.0,688672.0
115300f,1153,f,Support Activities for Forestry,104.0,3891.0,143544.0,419458.0
115300g,1153,g,Support Activities for Forestry,15.0,2053.0,54105.0,173899.0
115300h,1153,h,Support Activities for Forestry,1597.0,10107.0,376445.0,1282029.0
115300i,1153,i,Support Activities for Forestry,7.0,0.0,0.0,0.0
115310a,11531,a,Support Activities for Forestry,1604.0,10672.0,418376.0,1424770.0
115310b,11531,b,Support Activities for Forestry,1199.0,1622.0,83412.0,378344.0
115310c,11531,c,Support Activities for Forestry,182.0,1169.0,48352.0,174332.0
115310d,11531,d,Support Activities for Forestry,97.0,1372.0,47032.0,135996.0
115310e,11531,e,Support Activities for Forestry,1478.0,4163.0,178796.0,688672.0
115310f,11531,f,Support Activities for Forestry,104.0,3891.0,143544.0,419458.0
115310g,11531,g,Support Activities for Forestry,15.0,2053.0,54105.0,173899.0
115310h,11531,h,Support Activities for Forestry,1597.0,10107.0,376445.0,1282029.0
115310i,11531,i,Support Activities for Forestry,7.0,0.0,0.0,0.0
210000a,21,a,"Mining, Quarrying, and Oil and Gas Extraction",22149.0,727626.0,61297296.0,555532371.0
210000b,21,b,"Mining, Quarrying, and Oil and Gas Extraction",12686.0,20347.0,1402254.0,9811191.0
210000c,21,c,"Mining, Quarrying, and Oil and Gas Extraction",3256.0,21571.0,1214166.0,7696826.0
210000d,21,d,"Mining, Quarrying, and Oil and Gas Extraction",2426.0,32884.0,2088603.0,12472042.0
210000e,21,e,"Mining, Quarrying, and Oil and Gas Extraction",18368.0,74802.0,4705023.0,29980059.0
210000f,21,f,"Mining, Quarrying, and Oil and Gas Extraction",2677.0,102569.0,7210266.0,39167488.0
210000g,21,g,"Mining, Quarrying, and Oil and Gas Extraction",735.0,116980.0,9148623.0,57968047.0
210000h,21,h,"Mining, Quarrying, and Oil and Gas Extraction",21780.0,294351.0,21063912.0,127115594.0
210000i,21,i,"Mining, Quarrying, and Oil and Gas Extraction",369.0,433275.0,40233384.0,428416777.0
211000a,211,a,Oil and Gas Extraction,6646.0,125001.0,15450654.0,325312714.0
211000b,211,b,Oil and Gas Extraction,4579.0,7637.0,506459.0,5883243.0
211000c,211,c,Oil and Gas Extraction,950.0,6077.0,426581.0,4393622.0
211000d,211,d,Oil and Gas Extraction,502.0,6635.0,583120.0,6579012.0
211000e,211,e,Oil and Gas Extraction,6031.0,20349.0,1516160.0,16855877.0
211000f,211,f,Oil and Gas Extraction,413.0,14949.0,1671406.0,18995023.0
211000g,211,g,Oil and Gas Extraction,103.0,13939.0,1897668.0,26272791.0
211000h,211,h,Oil and Gas Extraction,6547.0,49237.0,5085234.0,62123691.0
211000i,211,i,Oil and Gas Extraction,99.0,75764.0,10365420.0,263189023.0
211100a,2111,a,Oil and Gas Extraction,6646.0,125001.0,15450654.0,325312714.0
211100b,2111,b,Oil and Gas Extraction,4579.0,7637.0,506459.0,5883243.0
211100c,2111,c,Oil and Gas Extraction,950.0,6077.0,426581.0,4393622.0
211100d,2111,d,Oil and Gas Extraction,502.0,6635.0,583120.0,6579012.0
211100e,2111,e,Oil and Gas Extraction,6031.0,20349.0,1516160.0,16855877.0
211100f,2111,f,Oil and Gas Extraction,413.0,14949.0,1671406.0,18995023.0
211100g,2111,g,Oil and Gas Extraction,103.0,13939.0,1897668.0,26272791.0
211100h,2111,h,Oil and Gas Extraction,6547.0,49237.0,5085234.0,62123691.0
211100i,2111,i,Oil and Gas Extraction,99.0,75764.0,10365420.0,263189023.0
211110a,21111,a,Oil and Gas Extraction,6646.0,125001.0,15450654.0,325312714.0
211110b,21111,b,Oil and Gas Extraction,4579.0,7637.0,506459.0,5883243.0
211110c,21111,c,Oil and Gas Extraction,950.0,6077.0,426581.0,4393622.0
211110d,21111,d,Oil and Gas Extraction,502.0,6635.0,583120.0,6579012.0
211110e,21111,e,Oil and Gas Extraction,6031.0,20349.0,1516160.0,16855877.0
211110f,21111,f,Oil and Gas Extraction,413.0,14949.0,1671406.0,18995023.0
211110g,21111,g,Oil and Gas Extraction,103.0,13939.0,1897668.0,26272791.0
211110h,21111,h,Oil and Gas Extraction,6547.0,49237.0,5085234.0,62123691.0
211110i,21111,i,Oil and Gas Extraction,99.0,75764.0,10365420.0,263189023.0
211111a,211111,a,Crude Petroleum and Natural Gas Extraction,6536.0,114524.0,14305968.0,276076578.0
211111b,211111,b,Crude Petroleum and Natural Gas Extraction,4520.0,7528.0,498723.0,5679769.0
211111c,211111,c,Crude Petroleum and Natural Gas Extraction,933.0,5977.0,421751.0,4245124.0
211111d,211111,d,Crude Petroleum and Natural Gas Extraction,495.0,6538.0,576663.0,6449805.0
211111e,211111,e,Crude Petroleum and Natural Gas Extraction,5948.0,20043.0,1497137.0,16374698.0
211111f,211111,f,Crude Petroleum and Natural Gas Extraction,399.0,14426.0,1639390.0,18612686.0
211111g,211111,g,Crude Petroleum and Natural Gas Extraction,97.0,13059.0,1806638.0,23877048.0
211111h,211111,h,Crude Petroleum and Natural Gas Extraction,6444.0,47528.0,4943165.0,58864432.0
211111i,211111,i,Crude Petroleum and Natural Gas Extraction,92.0,66996.0,9362803.0,217212146.0
211112a,211112,a,Natural Gas Liquid Extraction,143.0,10477.0,1144686.0,49236136.0
211112b,211112,b,Natural Gas Liquid Extraction,60.0,109.0,7736.0,203474.0
211112c,211112,c,Natural Gas Liquid Extraction,17.0,100.0,4830.0,148498.0
211112d,211112,d,Natural Gas Liquid Extraction,7.0,97.0,6457.0,129207.0
211112e,211112,e,Natural Gas Liquid Extraction,84.0,306.0,19023.0,481179.0
211112f,211112,f,Natural Gas Liquid Extraction,14.0,523.0,32016.0,382337.0
211112g,211112,g,Natural Gas Liquid Extraction,9.0,880.0,91030.0,2395743.0
211112h,211112,h,Natural Gas Liquid Extraction,107.0,1709.0,142069.0,3259259.0
211112i,211112,i,Natural Gas Liquid Extraction,36.0,8768.0,1002617.0,45976877.0
212000a,212,a,Mining (except Oil and Gas),3978.0,204425.0,14350305.0,101768128.0
212000b,212,b,Mining (except Oil and Gas),1649.0,2988.0,196439.0,1137247.0
212000c,212,c,Mining (except Oil and Gas),707.0,4851.0,225589.0,1165242.0
212000d,212,d,Mining (except Oil and Gas),574.0,7736.0,397451.0,1934029.0
212000e,212,e,Mining (except Oil and Gas),2930.0,15575.0,819479.0,4236518.0
212000f,212,f,Mining (except Oil and Gas),655.0,21912.0,1189902.0,6497678.0
212000g,212,g,Mining (except Oil and Gas),235.0,27963.0,1842386.0,12025959.0
212000h,212,h,Mining (except Oil and Gas),3820.0,65450.0,3851767.0,22760155.0
212000i,212,i,Mining (except Oil and Gas),158.0,138975.0,10498538.0,79007973.0
212100a,2121,a,Coal Mining,583.0,89367.0,6706078.0,42985733.0
212100b,2121,b,Coal Mining,176.0,311.0,37344.0,223633.0
212100c,2121,c,Coal Mining,80.0,550.0,25002.0,248256.0
212100d,2121,d,Coal Mining,85.0,1207.0,62467.0,416186.0
212100e,2121,e,Coal Mining,341.0,2068.0,124813.0,888075.0
212100f,2121,f,Coal Mining,149.0,6033.0,348112.0,2282046.0
212100g,2121,g,Coal Mining,56.0,9871.0,655211.0,4027095.0
212100h,2121,h,Coal Mining,546.0,17972.0,1128136.0,7197216.0
212100i,2121,i,Coal Mining,37.0,71395.0,5577942.0,35788517.0
212110a,21211,a,Coal Mining,583.0,89367.0,6706078.0,42985733.0
212110b,21211,b,Coal Mining,176.0,311.0,37344.0,223633.0
212110c,21211,c,Coal Mining,80.0,550.0,25002.0,248256.0
212110d,21211,d,Coal Mining,85.0,1207.0,62467.0,416186.0
212110e,21211,e,Coal Mining,341.0,2068.0,124813.0,888075.0
212110f,21211,f,Coal Mining,149.0,6033.0,348112.0,2282046.0
212110g,21211,g,Coal Mining,56.0,9871.0,655211.0,4027095.0
212110h,21211,h,Coal Mining,546.0,17972.0,1128136.0,7197216.0
212110i,21211,i,Coal Mining,37.0,71395.0,5577942.0,35788517.0
212111a,212111,a,Bituminous Coal and Lignite Surface Mining,348.0,37866.0,2748774.0,20508162.0
