UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll
325411c,325411,c,Medicinal and Botanical Manufacturing,82,529,34205
325411d,325411,d,Medicinal and Botanical Manufacturing,76,1027,58321
325411e,325411,e,Medicinal and Botanical Manufacturing,397,1908,127016
325411f,325411,f,Medicinal and Botanical Manufacturing,102,4446,249401
325411g,325411,g,Medicinal and Botanical Manufacturing,59,10490,613466
325411h,325411,h,Medicinal and Botanical Manufacturing,558,16844,989883
325411i,325411,i,Medicinal and Botanical Manufacturing,39,14432,1283723
325412a,325412,a,Pharmaceutical Preparation Manufacturing,1117,146583,15302273
325412b,325412,b,Pharmaceutical Preparation Manufacturing,390,633,97353
325412c,325412,c,Pharmaceutical Preparation Manufacturing,159,1058,77227
325412d,325412,d,Pharmaceutical Preparation Manufacturing,113,1518,116371
325412e,325412,e,Pharmaceutical Preparation Manufacturing,662,3209,290951
325412f,325412,f,Pharmaceutical Preparation Manufacturing,196,8838,720436
325412g,325412,g,Pharmaceutical Preparation Manufacturing,153,26049,2106037
325412h,325412,h,Pharmaceutical Preparation Manufacturing,1011,38096,3117424
325412i,325412,i,Pharmaceutical Preparation Manufacturing,106,108487,12184849
325413a,325413,a,In-Vitro Diagnostic Substance Manufacturing,189,29082,2784124
325413b,325413,b,In-Vitro Diagnostic Substance Manufacturing,47,85,6187
325413c,325413,c,In-Vitro Diagnostic Substance Manufacturing,22,142,12540
325413d,325413,d,In-Vitro Diagnostic Substance Manufacturing,24,330,24671
325413e,325413,e,In-Vitro Diagnostic Substance Manufacturing,93,557,43398
325413f,325413,f,In-Vitro Diagnostic Substance Manufacturing,42,1755,111211
325413g,325413,g,In-Vitro Diagnostic Substance Manufacturing,26,3994,300774
325413h,325413,h,In-Vitro Diagnostic Substance Manufacturing,161,6306,455383
325413i,325413,i,In-Vitro Diagnostic Substance Manufacturing,28,22776,2328741
325414a,325414,a,Biological Product (except Diagnostic) Manufacturing,276,58859,6385824
325414b,325414,b,Biological Product (except Diagnostic) Manufacturing,71,141,14476
325414c,325414,c,Biological Product (except Diagnostic) Manufacturing,42,282,27325
325414d,325414,d,Biological Product (except Diagnostic) Manufacturing,26,369,27194
325414e,325414,e,Biological Product (except Diagnostic) Manufacturing,139,792,68995
325414f,325414,f,Biological Product (except Diagnostic) Manufacturing,51,1941,162915
325414g,325414,g,Biological Product (except Diagnostic) Manufacturing,29,5279,570643
325414h,325414,h,Biological Product (except Diagnostic) Manufacturing,219,8012,802553
325414i,325414,i,Biological Product (except Diagnostic) Manufacturing,57,50847,5583271
325500a,3255,a,"Paint, Coating, and Adhesive Manufacturing",1343,64423,4329005
325500b,3255,b,"Paint, Coating, and Adhesive Manufacturing",390,816,43920
325500c,3255,c,"Paint, Coating, and Adhesive Manufacturing",242,1636,88180
325500d,3255,d,"Paint, Coating, and Adhesive Manufacturing",212,2916,193480
325500e,3255,e,"Paint, Coating, and Adhesive Manufacturing",844,5368,325580
325500f,3255,f,"Paint, Coating, and Adhesive Manufacturing",295,11650,729223
325500g,3255,g,"Paint, Coating, and Adhesive Manufacturing",111,12801,794046
325500h,3255,h,"Paint, Coating, and Adhesive Manufacturing",1250,29819,1848849
325500i,3255,i,"Paint, Coating, and Adhesive Manufacturing",93,34604,2480156
325510a,32551,a,Paint and Coating Manufacturing,958,38909,2522612
325510b,32551,b,Paint and Coating Manufacturing,297,623,31377
325510c,32551,c,Paint and Coating Manufacturing,182,1248,63465
325510d,32551,d,Paint and Coating Manufacturing,150,2073,136060
325510e,32551,e,Paint and Coating Manufacturing,629,3944,230902
325510f,32551,f,Paint and Coating Manufacturing,206,7633,452207
325510g,32551,g,Paint and Coating Manufacturing,75,8077,494122
325510h,32551,h,Paint and Coating Manufacturing,910,19654,1177231
325510i,32551,i,Paint and Coating Manufacturing,48,19255,1345381
325520a,32552,a,Adhesive Manufacturing,401,25514,1806393
325520b,32552,b,Adhesive Manufacturing,93,193,12543
325520c,32552,c,Adhesive Manufacturing,60,388,24715
325520d,32552,d,Adhesive Manufacturing,62,843,57420
325520e,32552,e,Adhesive Manufacturing,215,1424,94678
325520f,32552,f,Adhesive Manufacturing,90,4017,277016
325520g,32552,g,Adhesive Manufacturing,40,4724,299924
325520h,32552,h,Adhesive Manufacturing,345,10165,671618
325520i,32552,i,Adhesive Manufacturing,56,15349,1134775
325600a,3256,a,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",2145,104691,6505541
325600b,3256,b,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",858,1504,85952
325600c,3256,c,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",382,2577,113636
325600d,3256,d,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",275,3739,187610
325600e,3256,e,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",1515,7820,387198
325600f,3256,f,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",365,15724,955107
325600g,3256,g,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",170,26594,1507506
325600h,3256,h,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",2050,50138,2849811
325600i,3256,i,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",95,54553,3655730
325610a,32561,a,Soap and Cleaning Compound Manufacturing,1152,51259,3297908
325610b,32561,b,Soap and Cleaning Compound Manufacturing,449,852,41640
325610c,32561,c,Soap and Cleaning Compound Manufacturing,218,1485,65097
325610d,32561,d,Soap and Cleaning Compound Manufacturing,151,2035,103588
325610e,32561,e,Soap and Cleaning Compound Manufacturing,818,4372,210325
325610f,32561,f,Soap and Cleaning Compound Manufacturing,184,7515,469108
325610g,32561,g,Soap and Cleaning Compound Manufacturing,86,12233,756419
325610h,32561,h,Soap and Cleaning Compound Manufacturing,1088,24120,1435852
325610i,32561,i,Soap and Cleaning Compound Manufacturing,64,27139,1862056
325611a,325611,a,Soap and Other Detergent Manufacturing,631,28475,1731765
325611b,325611,b,Soap and Other Detergent Manufacturing,260,487,20702
325611c,325611,c,Soap and Other Detergent Manufacturing,115,799,31576
325611d,325611,d,Soap and Other Detergent Manufacturing,89,1183,59089
325611e,325611,e,Soap and Other Detergent Manufacturing,464,2469,111367
325611f,325611,f,Soap and Other Detergent Manufacturing,98,3805,216009
325611g,325611,g,Soap and Other Detergent Manufacturing,40,5289,299494
325611h,325611,h,Soap and Other Detergent Manufacturing,602,11563,626870
325611i,325611,i,Soap and Other Detergent Manufacturing,29,16912,1104895
325612a,325612,a,Polish and Other Sanitation Good Manufacturing,428,15872,963848
325612b,325612,b,Polish and Other Sanitation Good Manufacturing,162,314,18223
325612c,325612,c,Polish and Other Sanitation Good Manufacturing,85,563,26523
325612d,325612,d,Polish and Other Sanitation Good Manufacturing,48,670,33184
325612e,325612,e,Polish and Other Sanitation Good Manufacturing,295,1547,77930
325612f,325612,f,Polish and Other Sanitation Good Manufacturing,70,2940,201272
325612g,325612,g,Polish and Other Sanitation Good Manufacturing,39,5679,335949
325612h,325612,h,Polish and Other Sanitation Good Manufacturing,404,10166,615151
325612i,325612,i,Polish and Other Sanitation Good Manufacturing,24,5706,348697
325613a,325613,a,Surface Active Agent Manufacturing,108,6912,602295
325613b,325613,b,Surface Active Agent Manufacturing,27,51,2715
325613c,325613,c,Surface Active Agent Manufacturing,18,123,6998
325613d,325613,d,Surface Active Agent Manufacturing,14,182,11315
325613e,325613,e,Surface Active Agent Manufacturing,59,356,21028
325613f,325613,f,Surface Active Agent Manufacturing,18,770,51827
325613g,325613,g,Surface Active Agent Manufacturing,12,1265,120976
325613h,325613,h,Surface Active Agent Manufacturing,89,2391,193831
325613i,325613,i,Surface Active Agent Manufacturing,19,4521,408464
325620a,32562,a,Toilet Preparation Manufacturing,1010,53432,3207633
325620b,32562,b,Toilet Preparation Manufacturing,409,652,44312
325620c,32562,c,Toilet Preparation Manufacturing,164,1092,48539
325620d,32562,d,Toilet Preparation Manufacturing,124,1704,84022
325620e,32562,e,Toilet Preparation Manufacturing,697,3448,176873
325620f,32562,f,Toilet Preparation Manufacturing,183,8209,485999
325620g,32562,g,Toilet Preparation Manufacturing,86,14361,751087
325620h,32562,h,Toilet Preparation Manufacturing,966,26018,1413959
325620i,32562,i,Toilet Preparation Manufacturing,44,27414,1793674
325900a,3259,a,Other Chemical Product and Preparation Manufacturing,1778,84945,5739844
325900b,3259,b,Other Chemical Product and Preparation Manufacturing,622,1099,75827
325900c,3259,c,Other Chemical Product and Preparation Manufacturing,291,1944,101311
325900d,3259,d,Other Chemical Product and Preparation Manufacturing,226,3062,161845
325900e,3259,e,Other Chemical Product and Preparation Manufacturing,1139,6105,338983
325900f,3259,f,Other Chemical Product and Preparation Manufacturing,337,13450,848757
325900g,3259,g,Other Chemical Product and Preparation Manufacturing,142,17264,1147623
325900h,3259,h,Other Chemical Product and Preparation Manufacturing,1618,36819,2335363
325900i,3259,i,Other Chemical Product and Preparation Manufacturing,160,48126,3404481
325910a,32591,a,Printing Ink Manufacturing,162,9965,656844
325910b,32591,b,Printing Ink Manufacturing,44,95,4332
325910c,32591,c,Printing Ink Manufacturing,26,177,14524
325910d,32591,d,Printing Ink Manufacturing,28,396,22030
325910e,32591,e,Printing Ink Manufacturing,98,668,40886
325910f,32591,f,Printing Ink Manufacturing,28,1065,70778
325910g,32591,g,Printing Ink Manufacturing,19,2447,175170
325910h,32591,h,Printing Ink Manufacturing,145,4180,286834
325910i,32591,i,Printing Ink Manufacturing,17,5785,370010
325920a,32592,a,Explosives Manufacturing,53,7413,517725
325920b,32592,b,Explosives Manufacturing,6,4,1136
325920c,32592,c,Explosives Manufacturing,3,20,1416
325920d,32592,d,Explosives Manufacturing,9,122,7041
325920e,32592,e,Explosives Manufacturing,18,146,9593
325920f,32592,f,Explosives Manufacturing,6,235,17940
325920g,32592,g,Explosives Manufacturing,14,1615,75610
325920h,32592,h,Explosives Manufacturing,38,1996,103143
325920i,32592,i,Explosives Manufacturing,15,5417,414582
325990a,32599,a,All Other Chemical Product and Preparation Manufacturing,1570,67567,4565275
325990b,32599,b,All Other Chemical Product and Preparation Manufacturing,572,1000,70359
325990c,32599,c,All Other Chemical Product and Preparation Manufacturing,262,1747,85371
325990d,32599,d,All Other Chemical Product and Preparation Manufacturing,189,2544,132774
325990e,32599,e,All Other Chemical Product and Preparation Manufacturing,1023,5291,288504
325990f,32599,f,All Other Chemical Product and Preparation Manufacturing,303,12150,760039
325990g,32599,g,All Other Chemical Product and Preparation Manufacturing,111,13202,896843
325990h,32599,h,All Other Chemical Product and Preparation Manufacturing,1437,30643,1945386
325990i,32599,i,All Other Chemical Product and Preparation Manufacturing,133,36924,2619889
325991a,325991,a,Custom Compounding of Purchased Resins,347,20597,1295493
325991b,325991,b,Custom Compounding of Purchased Resins,82,144,10572
325991c,325991,c,Custom Compounding of Purchased Resins,59,404,19467
325991d,325991,d,Custom Compounding of Purchased Resins,43,585,25910
325991e,325991,e,Custom Compounding of Purchased Resins,184,1133,55949
325991f,325991,f,Custom Compounding of Purchased Resins,88,3795,229118
325991g,325991,g,Custom Compounding of Purchased Resins,34,4876,288413
325991h,325991,h,Custom Compounding of Purchased Resins,306,9804,573480
325991i,325991,i,Custom Compounding of Purchased Resins,41,10793,722013
325992a,325992,a,"Photographic Film, Paper, Plate, and Chemical Manufacturing",163,7569,423974
325992b,325992,b,"Photographic Film, Paper, Plate, and Chemical Manufacturing",80,147,5889
325992c,325992,c,"Photographic Film, Paper, Plate, and Chemical Manufacturing",26,153,6414
325992d,325992,d,"Photographic Film, Paper, Plate, and Chemical Manufacturing",14,179,8683
325992e,325992,e,"Photographic Film, Paper, Plate, and Chemical Manufacturing",120,479,20986
325992f,325992,f,"Photographic Film, Paper, Plate, and Chemical Manufacturing",26,1122,50815
325992g,325992,g,"Photographic Film, Paper, Plate, and Chemical Manufacturing",5,643,41232
325992h,325992,h,"Photographic Film, Paper, Plate, and Chemical Manufacturing",151,2244,113033
325992i,325992,i,"Photographic Film, Paper, Plate, and Chemical Manufacturing",12,5325,310941
325998a,325998,a,All Other Miscellaneous Chemical Product and Preparation Manufacturing,1072,39401,2845808
325998b,325998,b,All Other Miscellaneous Chemical Product and Preparation Manufacturing,410,709,53898
325998c,325998,c,All Other Miscellaneous Chemical Product and Preparation Manufacturing,177,1190,59490
325998d,325998,d,All Other Miscellaneous Chemical Product and Preparation Manufacturing,132,1780,98181
325998e,325998,e,All Other Miscellaneous Chemical Product and Preparation Manufacturing,719,3679,211569
325998f,325998,f,All Other Miscellaneous Chemical Product and Preparation Manufacturing,189,7233,480106
325998g,325998,g,All Other Miscellaneous Chemical Product and Preparation Manufacturing,72,7683,567198
325998h,325998,h,All Other Miscellaneous Chemical Product and Preparation Manufacturing,980,18595,1258873
325998i,325998,i,All Other Miscellaneous Chemical Product and Preparation Manufacturing,92,20806,1586935
326000a,326,a,Plastics and Rubber Products Manufacturing,8997,796520,40748645
326000b,326,b,Plastics and Rubber Products Manufacturing,2158,4054,263732
326000c,326,c,Plastics and Rubber Products Manufacturing,1312,8819,403281
326000d,326,d,Plastics and Rubber Products Manufacturing,1324,18366,833290
326000e,326,e,Plastics and Rubber Products Manufacturing,4794,31239,1500303
326000f,326,f,Plastics and Rubber Products Manufacturing,2499,108426,5142292
326000g,326,g,Plastics and Rubber Products Manufacturing,1123,189081,9034575
326000h,326,h,Plastics and Rubber Products Manufacturing,8416,328746,15677170
326000i,326,i,Plastics and Rubber Products Manufacturing,581,467774,25071475
326100a,3261,a,Plastics Product Manufacturing,7697,655529,32671123
326100b,3261,b,Plastics Product Manufacturing,1835,3408,228252
326100c,3261,c,Plastics Product Manufacturing,1107,7465,340204
326100d,3261,d,Plastics Product Manufacturing,1135,15798,703108
326100e,3261,e,Plastics Product Manufacturing,4077,26671,1271564
326100f,3261,f,Plastics Product Manufacturing,2171,95232,4487599
326100g,3261,g,Plastics Product Manufacturing,951,162442,7787412
326100h,3261,h,Plastics Product Manufacturing,7199,284345,13546575
326100i,3261,i,Plastics Product Manufacturing,498,371184,19124548
326110a,32611,a,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,914,101846,5878402
326110b,32611,b,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,176,345,22537
326110c,32611,c,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,118,795,41185
326110d,32611,d,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,118,1612,75795
326110e,32611,e,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,412,2752,139517
326110f,32611,f,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,272,12416,654613
326110g,32611,g,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,139,21854,1185927
326110h,32611,h,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,823,37022,1980057
326110i,32611,i,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,91,64824,3898345
326111a,326111,a,Plastics Bag and Pouch Manufacturing,262,32737,1612875
326111b,326111,b,Plastics Bag and Pouch Manufacturing,47,101,7832
326111c,326111,c,Plastics Bag and Pouch Manufacturing,30,202,12032
326111d,326111,d,Plastics Bag and Pouch Manufacturing,38,503,20947
326111e,326111,e,Plastics Bag and Pouch Manufacturing,115,806,40811
326111f,326111,f,Plastics Bag and Pouch Manufacturing,81,4022,191444
326111g,326111,g,Plastics Bag and Pouch Manufacturing,37,6404,310048
326111h,326111,h,Plastics Bag and Pouch Manufacturing,233,11232,542303
326111i,326111,i,Plastics Bag and Pouch Manufacturing,29,21505,1070572
326112a,326112,a,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,310,34079,2064671
326112b,326112,b,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,45,77,5309
326112c,326112,c,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,29,211,9250
326112d,326112,d,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,34,461,23879
326112e,326112,e,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,108,749,38438
326112f,326112,f,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,99,4231,227370
326112g,326112,g,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,58,8759,494375
326112h,326112,h,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,265,13739,760183
326112i,326112,i,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,45,20340,1304488
326113a,326113,a,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,388,35030,2200856
326113b,326113,b,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,84,167,9396
326113c,326113,c,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,59,382,19903
326113d,326113,d,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,46,648,30969
326113e,326113,e,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,189,1197,60268
326113f,326113,f,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,95,4163,235799
326113g,326113,g,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,52,6691,381504
326113h,326113,h,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,336,12051,677571
326113i,326113,i,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,52,22979,1523285
326120a,32612,a,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",578,42414,2354522
326120b,32612,b,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",120,204,15407
326120c,32612,c,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",83,561,23414
326120d,32612,d,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",61,849,36965
326120e,32612,e,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",264,1614,75786
326120f,32612,f,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",171,7437,383731
326120g,32612,g,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",72,9792,530315
326120h,32612,h,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",507,18843,989832
326120i,32612,i,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",71,23571,1364690
326121a,326121,a,Unlaminated Plastics Profile Shape Manufacturing,324,19835,1147370
326121b,326121,b,Unlaminated Plastics Profile Shape Manufacturing,63,99,5159
326121c,326121,c,Unlaminated Plastics Profile Shape Manufacturing,57,383,15224
326121d,326121,d,Unlaminated Plastics Profile Shape Manufacturing,31,435,19352
326121e,326121,e,Unlaminated Plastics Profile Shape Manufacturing,151,917,39735
326121f,326121,f,Unlaminated Plastics Profile Shape Manufacturing,95,4012,206372
326121g,326121,g,Unlaminated Plastics Profile Shape Manufacturing,43,5598,286947
326121h,326121,h,Unlaminated Plastics Profile Shape Manufacturing,289,10527,533054
326121i,326121,i,Unlaminated Plastics Profile Shape Manufacturing,35,9308,614316
326122a,326122,a,Plastics Pipe and Pipe Fitting Manufacturing,256,22579,1207152
326122b,326122,b,Plastics Pipe and Pipe Fitting Manufacturing,57,105,10248
326122c,326122,c,Plastics Pipe and Pipe Fitting Manufacturing,26,178,8190
326122d,326122,d,Plastics Pipe and Pipe Fitting Manufacturing,30,414,17613
326122e,326122,e,Plastics Pipe and Pipe Fitting Manufacturing,113,697,36051
326122f,326122,f,Plastics Pipe and Pipe Fitting Manufacturing,76,3425,177359
326122g,326122,g,Plastics Pipe and Pipe Fitting Manufacturing,30,4194,243368
326122h,326122,h,Plastics Pipe and Pipe Fitting Manufacturing,219,8316,456778
326122i,326122,i,Plastics Pipe and Pipe Fitting Manufacturing,37,14263,750374
326130a,32613,a,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",213,13625,792306
326130b,32613,b,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",54,105,7326
326130c,32613,c,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",32,213,9008
326130d,32613,d,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",25,342,17686
326130e,32613,e,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",111,660,34020
326130f,32613,f,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",45,1825,87548
326130g,32613,g,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",26,3400,177839
326130h,32613,h,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",182,5885,299407
326130i,32613,i,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",31,7740,492899
326140a,32614,a,Polystyrene Foam Product Manufacturing,306,27028,1330251
326140b,32614,b,Polystyrene Foam Product Manufacturing,70,129,7750
326140c,32614,c,Polystyrene Foam Product Manufacturing,35,258,11200
326140d,32614,d,Polystyrene Foam Product Manufacturing,44,676,29045
326140e,32614,e,Polystyrene Foam Product Manufacturing,149,1063,47995
326140f,32614,f,Polystyrene Foam Product Manufacturing,85,3776,179902
326140g,32614,g,Polystyrene Foam Product Manufacturing,38,4918,254785
326140h,32614,h,Polystyrene Foam Product Manufacturing,272,9757,482682
326140i,32614,i,Polystyrene Foam Product Manufacturing,34,17271,847569
326150a,32615,a,Urethane and Other Foam Product (except Polystyrene) Manufacturing,459,32028,1530893
326150b,32615,b,Urethane and Other Foam Product (except Polystyrene) Manufacturing,86,169,10079
326150c,32615,c,Urethane and Other Foam Product (except Polystyrene) Manufacturing,65,412,22656
326150d,32615,d,Urethane and Other Foam Product (except Polystyrene) Manufacturing,70,1042,40168
326150e,32615,e,Urethane and Other Foam Product (except Polystyrene) Manufacturing,221,1623,72903
326150f,32615,f,Urethane and Other Foam Product (except Polystyrene) Manufacturing,135,5697,272316
326150g,32615,g,Urethane and Other Foam Product (except Polystyrene) Manufacturing,53,7550,383398
326150h,32615,h,Urethane and Other Foam Product (except Polystyrene) Manufacturing,409,14870,728617
326150i,32615,i,Urethane and Other Foam Product (except Polystyrene) Manufacturing,50,17158,802276
326160a,32616,a,Plastics Bottle Manufacturing,194,33312,1697615
326160b,32616,b,Plastics Bottle Manufacturing,33,54,5637
326160c,32616,c,Plastics Bottle Manufacturing,17,115,5503
326160d,32616,d,Plastics Bottle Manufacturing,17,230,9554
326160e,32616,e,Plastics Bottle Manufacturing,67,399,20694
326160f,32616,f,Plastics Bottle Manufacturing,73,3448,158824
326160g,32616,g,Plastics Bottle Manufacturing,32,4668,224377
326160h,32616,h,Plastics Bottle Manufacturing,172,8515,403895
326160i,32616,i,Plastics Bottle Manufacturing,22,24797,1293720
326190a,32619,a,Other Plastics Product Manufacturing,5256,405276,19087134
326190b,32619,b,Other Plastics Product Manufacturing,1296,2402,159516
326190c,32619,c,Other Plastics Product Manufacturing,757,5111,227238
326190d,32619,d,Other Plastics Product Manufacturing,800,11047,493895
326190e,32619,e,Other Plastics Product Manufacturing,2853,18560,880649
326190f,32619,f,Other Plastics Product Manufacturing,1403,60633,2750665
326190g,32619,g,Other Plastics Product Manufacturing,641,110260,5030771
326190h,32619,h,Other Plastics Product Manufacturing,4897,189453,8662085
326190i,32619,i,Other Plastics Product Manufacturing,359,215823,10425049
326191a,326191,a,Plastics Plumbing Fixture Manufacturing,298,19098,818859
326191b,326191,b,Plastics Plumbing Fixture Manufacturing,77,152,7457
326191c,326191,c,Plastics Plumbing Fixture Manufacturing,41,285,10450
326191d,326191,d,Plastics Plumbing Fixture Manufacturing,53,721,30001
326191e,326191,e,Plastics Plumbing Fixture Manufacturing,171,1158,47908
326191f,326191,f,Plastics Plumbing Fixture Manufacturing,78,3219,138220
326191g,326191,g,Plastics Plumbing Fixture Manufacturing,33,6276,273013
326191h,326191,h,Plastics Plumbing Fixture Manufacturing,282,10653,459141
326191i,326191,i,Plastics Plumbing Fixture Manufacturing,16,8445,359718
326199a,326199,a,All Other Plastics Product Manufacturing,4965,386178,18268275
326199b,326199,b,All Other Plastics Product Manufacturing,1219,2250,152059
326199c,326199,c,All Other Plastics Product Manufacturing,716,4826,216788
326199d,326199,d,All Other Plastics Product Manufacturing,747,10326,463894
326199e,326199,e,All Other Plastics Product Manufacturing,2682,17402,832741
326199f,326199,f,All Other Plastics Product Manufacturing,1326,57414,2612445
326199g,326199,g,All Other Plastics Product Manufacturing,612,103984,4757758
326199h,326199,h,All Other Plastics Product Manufacturing,4620,178800,8202944
326199i,326199,i,All Other Plastics Product Manufacturing,345,207378,10065331
326200a,3262,a,Rubber Product Manufacturing,1357,140991,8077522
326200b,3262,b,Rubber Product Manufacturing,323,646,35480
326200c,3262,c,Rubber Product Manufacturing,205,1354,63077
326200d,3262,d,Rubber Product Manufacturing,189,2568,130182
326200e,3262,e,Rubber Product Manufacturing,717,4568,228739
326200f,3262,f,Rubber Product Manufacturing,333,13194,654693
326200g,3262,g,Rubber Product Manufacturing,185,26639,1247163
326200h,3262,h,Rubber Product Manufacturing,1235,44401,2130595
326200i,3262,i,Rubber Product Manufacturing,122,96590,5946927
326210a,32621,a,Tire Manufacturing,319,53193,3453927
326210b,32621,b,Tire Manufacturing,92,173,7284
326210c,32621,c,Tire Manufacturing,46,307,11507
326210d,32621,d,Tire Manufacturing,45,598,29694
326210e,32621,e,Tire Manufacturing,183,1078,48485
326210f,32621,f,Tire Manufacturing,60,1776,76424
326210g,32621,g,Tire Manufacturing,47,3589,195555
326210h,32621,h,Tire Manufacturing,290,6443,320464
326210i,32621,i,Tire Manufacturing,29,46750,3133463
326211a,326211,a,Tire Manufacturing (except Retreading),84,46699,3158655
326211b,326211,b,Tire Manufacturing (except Retreading),27,47,2969
326211c,326211,c,Tire Manufacturing (except Retreading),8,59,3289
326211d,326211,d,Tire Manufacturing (except Retreading),8,111,10978
326211e,326211,e,Tire Manufacturing (except Retreading),43,217,17236
326211f,326211,f,Tire Manufacturing (except Retreading),10,409,18196
326211g,326211,g,Tire Manufacturing (except Retreading),13,2157,137260
326211h,326211,h,Tire Manufacturing (except Retreading),66,2783,172692
326211i,326211,i,Tire Manufacturing (except Retreading),18,43916,2985963
326212a,326212,a,Tire Retreading,240,6494,295272
326212b,326212,b,Tire Retreading,65,126,4315
326212c,326212,c,Tire Retreading,38,248,8218
326212d,326212,d,Tire Retreading,37,487,18716
326212e,326212,e,Tire Retreading,140,861,31249
326212f,326212,f,Tire Retreading,50,1367,58228
326212g,326212,g,Tire Retreading,34,1432,58295
326212h,326212,h,Tire Retreading,224,3660,147772
326212i,326212,i,Tire Retreading,16,2834,147500
326220a,32622,a,Rubber and Plastics Hoses and Belting Manufacturing,186,20229,1065281
326220b,32622,b,Rubber and Plastics Hoses and Belting Manufacturing,45,90,9927
326220c,32622,c,Rubber and Plastics Hoses and Belting Manufacturing,24,156,8693
326220d,32622,d,Rubber and Plastics Hoses and Belting Manufacturing,21,273,15077
326220e,32622,e,Rubber and Plastics Hoses and Belting Manufacturing,90,519,33697
326220f,32622,f,Rubber and Plastics Hoses and Belting Manufacturing,41,1832,93800
326220g,32622,g,Rubber and Plastics Hoses and Belting Manufacturing,31,4842,214880
326220h,32622,h,Rubber and Plastics Hoses and Belting Manufacturing,162,7193,342377
326220i,32622,i,Rubber and Plastics Hoses and Belting Manufacturing,24,13036,722904
326290a,32629,a,Other Rubber Product Manufacturing,872,67569,3558314
326290b,32629,b,Other Rubber Product Manufacturing,186,383,18269
326290c,32629,c,Other Rubber Product Manufacturing,135,891,42877
326290d,32629,d,Other Rubber Product Manufacturing,123,1697,85411
326290e,32629,e,Other Rubber Product Manufacturing,444,2971,146557
326290f,32629,f,Other Rubber Product Manufacturing,235,9586,484469
326290g,32629,g,Other Rubber Product Manufacturing,110,18208,836728
326290h,32629,h,Other Rubber Product Manufacturing,789,30765,1467754
