UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll
113210f,11321,f,Forest Nurseries and Gathering of Forest Products,7,371,10611
113210h,11321,h,Forest Nurseries and Gathering of Forest Products,166,956,32469
113210i,11321,i,Forest Nurseries and Gathering of Forest Products,3,183,15145
113300a,1133,a,Logging,7947,49204,2334867
113300b,1133,b,Logging,4817,8417,342973
113300c,1133,c,Logging,1757,11582,470233
113300d,1133,d,Logging,925,12179,536440
113300e,1133,e,Logging,7499,32178,1349646
113300f,1133,f,Logging,414,13070,670338
113300g,1133,g,Logging,19,1315,84292
113300h,1133,h,Logging,7932,46563,2104276
113300i,1133,i,Logging,15,2641,230591
113310a,11331,a,Logging,7947,49204,2334867
113310b,11331,b,Logging,4817,8417,342973
113310c,11331,c,Logging,1757,11582,470233
113310d,11331,d,Logging,925,12179,536440
113310e,11331,e,Logging,7499,32178,1349646
113310f,11331,f,Logging,414,13070,670338
113310g,11331,g,Logging,19,1315,84292
113310h,11331,h,Logging,7932,46563,2104276
113310i,11331,i,Logging,15,2641,230591
114000a,114,a,"Fishing, Hunting and Trapping",2938,7221,469263
114000b,114,b,"Fishing, Hunting and Trapping",2699,2252,139473
114000c,114,c,"Fishing, Hunting and Trapping",122,786,35886
114000d,114,d,"Fishing, Hunting and Trapping",46,620,24415
114000e,114,e,"Fishing, Hunting and Trapping",2867,3658,199774
114000f,114,f,"Fishing, Hunting and Trapping",58,1917,135586
114000g,114,g,"Fishing, Hunting and Trapping",11,1497,122447
114000h,114,h,"Fishing, Hunting and Trapping",2936,7072,457807
114100a,1141,a,Fishing,2555,5525,405238
114100b,1141,b,Fishing,2404,1839,124471
114100c,1141,c,Fishing,73,464,24123
114100d,1141,d,Fishing,27,352,15031
114100e,1141,e,Fishing,2504,2655,163625
114100f,1141,f,Fishing,40,1452,115125
114100g,1141,g,Fishing,9,1269,115032
114100h,1141,h,Fishing,2553,5376,393782
114110a,11411,a,Fishing,2555,5525,405238
114110b,11411,b,Fishing,2404,1839,124471
114110c,11411,c,Fishing,73,464,24123
114110d,11411,d,Fishing,27,352,15031
114110e,11411,e,Fishing,2504,2655,163625
114110f,11411,f,Fishing,40,1452,115125
114110g,11411,g,Fishing,9,1269,115032
114110h,11411,h,Fishing,2553,5376,393782
114111a,114111,a,Finfish Fishing,1218,3388,271147
114111b,114111,b,Finfish Fishing,1123,914,67963
114111c,114111,c,Finfish Fishing,44,275,15612
114111d,114111,d,Finfish Fishing,20,267,10612
114111e,114111,e,Finfish Fishing,1187,1456,94187
114111f,114111,f,Finfish Fishing,21,679,56031
114111g,114111,g,Finfish Fishing,8,1104,109473
114111h,114111,h,Finfish Fishing,1216,3239,259691
114112a,114112,a,Shellfish Fishing,1235,1903,103448
114112b,114112,b,Shellfish Fishing,1186,829,52621
114112c,114112,c,Shellfish Fishing,24,158,6399
114112d,114112,d,Shellfish Fishing,7,85,4419
114112e,114112,e,Shellfish Fishing,1217,1072,63439
114112f,114112,f,Shellfish Fishing,17,666,34450
114112h,114112,h,Shellfish Fishing,1235,1903,103448
114119a,114119,a,Other Marine Fishing,102,234,30643
114119b,114119,b,Other Marine Fishing,95,96,3887
114119c,114119,c,Other Marine Fishing,5,31,2112
114119e,114119,e,Other Marine Fishing,100,127,5999
114119h,114119,h,Other Marine Fishing,102,234,30643
114200a,1142,a,Hunting and Trapping,383,1696,64025
114200b,1142,b,Hunting and Trapping,295,413,15002
114200c,1142,c,Hunting and Trapping,49,322,11763
114200d,1142,d,Hunting and Trapping,19,268,9384
114200e,1142,e,Hunting and Trapping,363,1003,36149
114200f,1142,f,Hunting and Trapping,18,465,20461
114200h,1142,h,Hunting and Trapping,383,1696,64025
114210a,11421,a,Hunting and Trapping,383,1696,64025
114210b,11421,b,Hunting and Trapping,295,413,15002
114210c,11421,c,Hunting and Trapping,49,322,11763
114210d,11421,d,Hunting and Trapping,19,268,9384
114210e,11421,e,Hunting and Trapping,363,1003,36149
114210f,11421,f,Hunting and Trapping,18,465,20461
114210h,11421,h,Hunting and Trapping,383,1696,64025
115000a,115,a,Support Activities for Agriculture and Forestry,11216,102751,4300258
115000b,115,b,Support Activities for Agriculture and Forestry,8053,11696,580075
115000c,115,c,Support Activities for Agriculture and Forestry,1500,9718,421551
115000d,115,d,Support Activities for Agriculture and Forestry,768,10057,433697
115000e,115,e,Support Activities for Agriculture and Forestry,10321,31471,1435323
115000f,115,f,Support Activities for Agriculture and Forestry,656,25189,1074576
115000g,115,g,Support Activities for Agriculture and Forestry,171,24857,951480
115000h,115,h,Support Activities for Agriculture and Forestry,11148,81517,3461379
115000i,115,i,Support Activities for Agriculture and Forestry,68,21234,838879
115100a,1151,a,Support Activities for Crop Production,4748,68618,2886159
115100b,1151,b,Support Activities for Crop Production,3023,4361,296027
115100c,1151,c,Support Activities for Crop Production,706,4602,234475
115100d,1151,d,Support Activities for Crop Production,418,5427,264984
115100e,1151,e,Support Activities for Crop Production,4147,14390,795486
115100f,1151,f,Support Activities for Crop Production,421,16466,699597
115100g,1151,g,Support Activities for Crop Production,132,18470,671561
115100h,1151,h,Support Activities for Crop Production,4700,49326,2166644
115100i,1151,i,Support Activities for Crop Production,48,19292,719515
115110a,11511,a,Support Activities for Crop Production,4748,68618,2886159
115110b,11511,b,Support Activities for Crop Production,3023,4361,296027
115110c,11511,c,Support Activities for Crop Production,706,4602,234475
115110d,11511,d,Support Activities for Crop Production,418,5427,264984
115110e,11511,e,Support Activities for Crop Production,4147,14390,795486
115110f,11511,f,Support Activities for Crop Production,421,16466,699597
115110g,11511,g,Support Activities for Crop Production,132,18470,671561
115110h,11511,h,Support Activities for Crop Production,4700,49326,2166644
115110i,11511,i,Support Activities for Crop Production,48,19292,719515
115111a,115111,a,Cotton Ginning,207,2555,118037
115111b,115111,b,Cotton Ginning,70,161,12797
115111c,115111,c,Cotton Ginning,56,391,29497
115111d,115111,d,Cotton Ginning,36,482,25345
115111e,115111,e,Cotton Ginning,162,1034,67639
115111f,115111,f,Cotton Ginning,38,1085,44791
115111g,115111,g,Cotton Ginning,3,161,987
115111h,115111,h,Cotton Ginning,203,2280,113417
115111i,115111,i,Cotton Ginning,4,275,4620
115112a,115112,a,"Soil Preparation, Planting, and Cultivating",2242,11043,568819
115112b,115112,b,"Soil Preparation, Planting, and Cultivating",1621,2320,128893
115112c,115112,c,"Soil Preparation, Planting, and Cultivating",342,2183,104910
115112d,115112,d,"Soil Preparation, Planting, and Cultivating",160,2011,98162
115112e,115112,e,"Soil Preparation, Planting, and Cultivating",2123,6514,331965
115112f,115112,f,"Soil Preparation, Planting, and Cultivating",94,2970,151672
115112g,115112,g,"Soil Preparation, Planting, and Cultivating",19,1289,58566
115112h,115112,h,"Soil Preparation, Planting, and Cultivating",2236,10773,542203
115112i,115112,i,"Soil Preparation, Planting, and Cultivating",6,270,26616
115113a,115113,a,"Crop Harvesting, Primarily by Machine",347,2910,136802
115113b,115113,b,"Crop Harvesting, Primarily by Machine",240,306,17047
115113c,115113,c,"Crop Harvesting, Primarily by Machine",53,350,15975
115113d,115113,d,"Crop Harvesting, Primarily by Machine",26,371,17332
115113e,115113,e,"Crop Harvesting, Primarily by Machine",319,1027,50354
115113f,115113,f,"Crop Harvesting, Primarily by Machine",21,841,43944
115113g,115113,g,"Crop Harvesting, Primarily by Machine",5,156,8785
115113h,115113,h,"Crop Harvesting, Primarily by Machine",345,2024,103083
115114a,115114,a,Postharvest Crop Activities (except Cotton Ginning),860,32743,1366714
115114b,115114,b,Postharvest Crop Activities (except Cotton Ginning),351,541,40393
115114c,115114,c,Postharvest Crop Activities (except Cotton Ginning),129,827,40972
115114d,115114,d,Postharvest Crop Activities (except Cotton Ginning),115,1525,75280
115114e,115114,e,Postharvest Crop Activities (except Cotton Ginning),595,2893,156645
115114f,115114,f,Postharvest Crop Activities (except Cotton Ginning),159,7113,291961
115114g,115114,g,Postharvest Crop Activities (except Cotton Ginning),70,9969,372526
115114h,115114,h,Postharvest Crop Activities (except Cotton Ginning),824,19975,821132
115114i,115114,i,Postharvest Crop Activities (except Cotton Ginning),36,12768,545582
115115a,115115,a,Farm Labor Contractors and Crew Leaders,508,13772,422826
115115b,115115,b,Farm Labor Contractors and Crew Leaders,297,375,61756
115115c,115115,c,Farm Labor Contractors and Crew Leaders,69,471,24047
115115d,115115,d,Farm Labor Contractors and Crew Leaders,41,488,18524
115115e,115115,e,Farm Labor Contractors and Crew Leaders,407,1334,104327
115115f,115115,f,Farm Labor Contractors and Crew Leaders,71,3016,96722
115115g,115115,g,Farm Labor Contractors and Crew Leaders,25,5420,151841
115115h,115115,h,Farm Labor Contractors and Crew Leaders,503,9770,352890
115115i,115115,i,Farm Labor Contractors and Crew Leaders,5,4002,69936
115116a,115116,a,Farm Management Services,600,5595,272961
115116b,115116,b,Farm Management Services,445,658,35141
115116c,115116,c,Farm Management Services,57,380,19074
115116d,115116,d,Farm Management Services,40,550,30341
115116e,115116,e,Farm Management Services,542,1588,84556
115116f,115116,f,Farm Management Services,41,1441,70507
115116g,115116,g,Farm Management Services,13,1475,78856
115116h,115116,h,Farm Management Services,596,4504,233919
115116i,115116,i,Farm Management Services,4,1091,39042
115200a,1152,a,Support Activities for Animal Production,4774,20770,752499
115200b,1152,b,Support Activities for Animal Production,3817,5687,172206
115200c,1152,c,Support Activities for Animal Production,569,3647,99076
115200d,1152,d,Support Activities for Animal Production,236,3073,90108
115200e,1152,e,Support Activities for Animal Production,4622,12407,361390
115200f,1152,f,Support Activities for Animal Production,117,3971,148432
115200g,1152,g,Support Activities for Animal Production,19,2748,147305
115200h,1152,h,Support Activities for Animal Production,4758,19126,657127
115200i,1152,i,Support Activities for Animal Production,16,1644,95372
115210a,11521,a,Support Activities for Animal Production,4774,20770,752499
115210b,11521,b,Support Activities for Animal Production,3817,5687,172206
115210c,11521,c,Support Activities for Animal Production,569,3647,99076
115210d,11521,d,Support Activities for Animal Production,236,3073,90108
115210e,11521,e,Support Activities for Animal Production,4622,12407,361390
115210f,11521,f,Support Activities for Animal Production,117,3971,148432
115210g,11521,g,Support Activities for Animal Production,19,2748,147305
115210h,11521,h,Support Activities for Animal Production,4758,19126,657127
115210i,11521,i,Support Activities for Animal Production,16,1644,95372
115300a,1153,a,Support Activities for Forestry,1698,13363,661600
115300b,1153,b,Support Activities for Forestry,1213,1648,111842
115300c,1153,c,Support Activities for Forestry,225,1469,88000
115300d,1153,d,Support Activities for Forestry,114,1557,78605
115300e,1153,e,Support Activities for Forestry,1552,4674,278447
115300f,1153,f,Support Activities for Forestry,119,4752,226547
115300g,1153,g,Support Activities for Forestry,21,3639,132614
115300h,1153,h,Support Activities for Forestry,1692,13065,637608
115300i,1153,i,Support Activities for Forestry,6,298,23992
115310a,11531,a,Support Activities for Forestry,1698,13363,661600
115310b,11531,b,Support Activities for Forestry,1213,1648,111842
115310c,11531,c,Support Activities for Forestry,225,1469,88000
115310d,11531,d,Support Activities for Forestry,114,1557,78605
115310e,11531,e,Support Activities for Forestry,1552,4674,278447
115310f,11531,f,Support Activities for Forestry,119,4752,226547
115310g,11531,g,Support Activities for Forestry,21,3639,132614
115310h,11531,h,Support Activities for Forestry,1692,13065,637608
115310i,11531,i,Support Activities for Forestry,6,298,23992
210000a,21,a,"Mining, Quarrying, and Oil and Gas Extraction",19071,605698,57230829
210000b,21,b,"Mining, Quarrying, and Oil and Gas Extraction",10839,16825,1276180
210000c,21,c,"Mining, Quarrying, and Oil and Gas Extraction",2704,17822,1118703
210000d,21,d,"Mining, Quarrying, and Oil and Gas Extraction",2112,28401,1994220
210000e,21,e,"Mining, Quarrying, and Oil and Gas Extraction",15655,63048,4389103
210000f,21,f,"Mining, Quarrying, and Oil and Gas Extraction",2373,91866,7426139
210000g,21,g,"Mining, Quarrying, and Oil and Gas Extraction",678,106633,10204293
210000h,21,h,"Mining, Quarrying, and Oil and Gas Extraction",18706,261547,22019535
210000i,21,i,"Mining, Quarrying, and Oil and Gas Extraction",365,344151,35211294
211000a,211,a,Oil and Gas Extraction,4997,107630,15412776
211000b,211,b,Oil and Gas Extraction,3396,5537,394428
211000c,211,c,Oil and Gas Extraction,669,4311,328395
211000d,211,d,Oil and Gas Extraction,388,4994,471521
211000e,211,e,Oil and Gas Extraction,4453,14842,1194344
211000f,211,f,Oil and Gas Extraction,340,12396,1632566
211000g,211,g,Oil and Gas Extraction,110,17543,2772391
211000h,211,h,Oil and Gas Extraction,4903,44781,5599301
211000i,211,i,Oil and Gas Extraction,94,62849,9813475
211100a,2111,a,Oil and Gas Extraction,4997,107630,15412776
211100b,2111,b,Oil and Gas Extraction,3396,5537,394428
211100c,2111,c,Oil and Gas Extraction,669,4311,328395
211100d,2111,d,Oil and Gas Extraction,388,4994,471521
211100e,2111,e,Oil and Gas Extraction,4453,14842,1194344
211100f,2111,f,Oil and Gas Extraction,340,12396,1632566
211100g,2111,g,Oil and Gas Extraction,110,17543,2772391
211100h,2111,h,Oil and Gas Extraction,4903,44781,5599301
211100i,2111,i,Oil and Gas Extraction,94,62849,9813475
211120a,21112,a,Crude Petroleum Extraction,4461,80770,11867937
211120b,21112,b,Crude Petroleum Extraction,3123,4987,351999
211120c,21112,c,Crude Petroleum Extraction,570,3650,273632
211120d,21112,d,Crude Petroleum Extraction,325,4194,403773
211120e,21112,e,Crude Petroleum Extraction,4018,12831,1029404
211120f,21112,f,Crude Petroleum Extraction,285,10077,1317475
211120g,21112,g,Crude Petroleum Extraction,80,11987,2021944
211120h,21112,h,Crude Petroleum Extraction,4383,34895,4368823
211120i,21112,i,Crude Petroleum Extraction,78,45875,7499114
211130a,21113,a,Natural Gas Extraction,617,26860,3544839
211130b,21113,b,Natural Gas Extraction,276,550,42429
211130c,21113,c,Natural Gas Extraction,100,661,54763
211130d,21113,d,Natural Gas Extraction,66,800,67748
211130e,21113,e,Natural Gas Extraction,442,2011,164940
211130f,21113,f,Natural Gas Extraction,71,2319,315091
211130g,21113,g,Natural Gas Extraction,41,5556,750447
211130h,21113,h,Natural Gas Extraction,554,9886,1230478
211130i,21113,i,Natural Gas Extraction,63,16974,2314361
212000a,212,a,Mining (except Oil and Gas),3317,170635,13660040
212000b,212,b,Mining (except Oil and Gas),1256,2191,191619
212000c,212,c,Mining (except Oil and Gas),565,3786,195734
212000d,212,d,Mining (except Oil and Gas),532,7102,435879
212000e,212,e,Mining (except Oil and Gas),2353,13079,823232
212000f,212,f,Mining (except Oil and Gas),585,20148,1302646
212000g,212,g,Mining (except Oil and Gas),217,25817,1832470
212000h,212,h,Mining (except Oil and Gas),3155,59044,3958348
212000i,212,i,Mining (except Oil and Gas),162,111591,9701692
212100a,2121,a,Coal Mining,370,48600,4257127
212100b,2121,b,Coal Mining,115,201,34925
212100c,2121,c,Coal Mining,52,356,17774
212100d,2121,d,Coal Mining,70,971,62840
212100e,2121,e,Coal Mining,237,1528,115539
212100f,2121,f,Coal Mining,68,2585,171574
212100g,2121,g,Coal Mining,31,6152,503149
212100h,2121,h,Coal Mining,336,10265,790262
212100i,2121,i,Coal Mining,34,38335,3466865
212110a,21211,a,Coal Mining,370,48600,4257127
212110b,21211,b,Coal Mining,115,201,34925
212110c,21211,c,Coal Mining,52,356,17774
212110d,21211,d,Coal Mining,70,971,62840
212110e,21211,e,Coal Mining,237,1528,115539
212110f,21211,f,Coal Mining,68,2585,171574
212110g,21211,g,Coal Mining,31,6152,503149
212110h,21211,h,Coal Mining,336,10265,790262
212110i,21211,i,Coal Mining,34,38335,3466865
212111a,212111,a,Bituminous Coal and Lignite Surface Mining,235,21491,1864307
212111b,212111,b,Bituminous Coal and Lignite Surface Mining,73,125,28556
212111c,212111,c,Bituminous Coal and Lignite Surface Mining,38,259,12425
212111d,212111,d,Bituminous Coal and Lignite Surface Mining,42,578,39579
212111e,212111,e,Bituminous Coal and Lignite Surface Mining,153,962,80560
212111f,212111,f,Bituminous Coal and Lignite Surface Mining,39,1467,96385
212111g,212111,g,Bituminous Coal and Lignite Surface Mining,17,2517,194773
212111h,212111,h,Bituminous Coal and Lignite Surface Mining,209,4946,371718
212111i,212111,i,Bituminous Coal and Lignite Surface Mining,26,16545,1492589
212112a,212112,a,Bituminous Coal Underground Mining,119,26425,2351938
212112b,212112,b,Bituminous Coal Underground Mining,27,48,5149
212112c,212112,c,Bituminous Coal Underground Mining,7,46,3171
212112d,212112,d,Bituminous Coal Underground Mining,21,307,19771
212112e,212112,e,Bituminous Coal Underground Mining,55,401,28091
212112f,212112,f,Bituminous Coal Underground Mining,23,848,58790
212112g,212112,g,Bituminous Coal Underground Mining,18,3386,290781
212112h,212112,h,Bituminous Coal Underground Mining,96,4635,377662
212112i,212112,i,Bituminous Coal Underground Mining,23,21790,1974276
212113a,212113,a,Anthracite Mining,39,684,40882
212113b,212113,b,Anthracite Mining,15,28,1220
212113c,212113,c,Anthracite Mining,8,51,2178
212113d,212113,d,Anthracite Mining,7,86,3490
212113e,212113,e,Anthracite Mining,30,165,6888
212113f,212113,f,Anthracite Mining,6,270,16399
212113g,212113,g,Anthracite Mining,3,249,17595
212113h,212113,h,Anthracite Mining,39,684,40882
212200a,2122,a,Metal Ore Mining,236,35200,3250833
212200b,2122,b,Metal Ore Mining,115,153,20042
212200c,2122,c,Metal Ore Mining,37,251,23320
212200d,2122,d,Metal Ore Mining,21,283,32308
212200e,2122,e,Metal Ore Mining,173,687,75670
212200f,2122,f,Metal Ore Mining,25,885,74369
212200g,2122,g,Metal Ore Mining,17,4182,351538
212200h,2122,h,Metal Ore Mining,215,5754,501577
212200i,2122,i,Metal Ore Mining,21,29446,2749256
212210a,21221,a,Iron Ore Mining,11,4541,471189
212210e,21221,e,Iron Ore Mining,4,27,1479
212210f,21221,f,Iron Ore Mining,4,138,9186
212210h,21221,h,Iron Ore Mining,8,165,10665
212210i,21221,i,Iron Ore Mining,3,4376,460524
212220a,21222,a,Gold Ore and Silver Ore Mining,154,13957,1443741
212220b,21222,b,Gold Ore and Silver Ore Mining,89,112,13622
212220c,21222,c,Gold Ore and Silver Ore Mining,30,200,18141
212220d,21222,d,Gold Ore and Silver Ore Mining,10,131,17144
212220e,21222,e,Gold Ore and Silver Ore Mining,129,443,48907
212220f,21222,f,Gold Ore and Silver Ore Mining,11,417,33758
212220g,21222,g,Gold Ore and Silver Ore Mining,8,2395,216896
212220h,21222,h,Gold Ore and Silver Ore Mining,148,3255,299561
212220i,21222,i,Gold Ore and Silver Ore Mining,6,10702,1144180
212221a,212221,a,Gold Ore Mining,146,12846,1335855
212221b,212221,b,Gold Ore Mining,88,110,13136
212221c,212221,c,Gold Ore Mining,28,185,17203
212221d,212221,d,Gold Ore Mining,7,90,13802
212221e,212221,e,Gold Ore Mining,123,385,44141
212221f,212221,f,Gold Ore Mining,10,399,32056
212221g,212221,g,Gold Ore Mining,7,2161,203211
212221h,212221,h,Gold Ore Mining,140,2945,279408
212221i,212221,i,Gold Ore Mining,6,9901,1056447
212222a,212222,a,Silver Ore Mining,10,1111,107886
212222d,212222,d,Silver Ore Mining,3,41,3342
212222e,212222,e,Silver Ore Mining,6,58,4766
212222h,212222,h,Silver Ore Mining,8,310,20153
212230a,21223,a,"Copper, Nickel, Lead, and Zinc Mining",39,13989,1089069
212230b,21223,b,"Copper, Nickel, Lead, and Zinc Mining",9,14,3056
212230c,21223,c,"Copper, Nickel, Lead, and Zinc Mining",4,30,3700
212230d,21223,d,"Copper, Nickel, Lead, and Zinc Mining",7,109,9433
212230e,21223,e,"Copper, Nickel, Lead, and Zinc Mining",20,153,16189
212230f,21223,f,"Copper, Nickel, Lead, and Zinc Mining",4,157,18963
212230g,21223,g,"Copper, Nickel, Lead, and Zinc Mining",5,1387,100971
212230h,21223,h,"Copper, Nickel, Lead, and Zinc Mining",29,1697,136123
212230i,21223,i,"Copper, Nickel, Lead, and Zinc Mining",10,12292,952946
212290a,21229,a,Other Metal Ore Mining,35,2713,246834
212290b,21229,b,Other Metal Ore Mining,16,26,3340
212290d,21229,d,Other Metal Ore Mining,3,31,5194
212290e,21229,e,Other Metal Ore Mining,20,64,9095
212290f,21229,f,Other Metal Ore Mining,6,173,12462
212290g,21229,g,Other Metal Ore Mining,5,400,33671
212290h,21229,h,Other Metal Ore Mining,31,637,55228
212290i,21229,i,Other Metal Ore Mining,4,2076,191606
212291a,212291,a,Uranium-Radium-Vanadium Ore Mining,14,344,27703
212291b,212291,b,Uranium-Radium-Vanadium Ore Mining,5,7,636
212291e,212291,e,Uranium-Radium-Vanadium Ore Mining,6,15,2004
212291f,212291,f,Uranium-Radium-Vanadium Ore Mining,5,148,9894
212291h,212291,h,Uranium-Radium-Vanadium Ore Mining,13,341,27551
212299a,212299,a,All Other Metal Ore Mining,21,2369,219131
212299b,212299,b,All Other Metal Ore Mining,11,19,2704
212299e,212299,e,All Other Metal Ore Mining,14,49,7091
212299g,212299,g,All Other Metal Ore Mining,3,222,18018
212299h,212299,h,All Other Metal Ore Mining,18,296,27677
212299i,212299,i,All Other Metal Ore Mining,3,2073,191454
212300a,2123,a,Nonmetallic Mineral Mining and Quarrying,2721,86835,6152080
212300b,2123,b,Nonmetallic Mineral Mining and Quarrying,1026,1837,136652
212300c,2123,c,Nonmetallic Mineral Mining and Quarrying,477,3179,154640
212300d,2123,d,Nonmetallic Mineral Mining and Quarrying,441,5848,340731
212300e,2123,e,Nonmetallic Mineral Mining and Quarrying,1944,10864,632023
212300f,2123,f,Nonmetallic Mineral Mining and Quarrying,493,16678,1056703
212300g,2123,g,Nonmetallic Mineral Mining and Quarrying,170,15483,977783
212300h,2123,h,Nonmetallic Mineral Mining and Quarrying,2607,43025,2666509
212300i,2123,i,Nonmetallic Mineral Mining and Quarrying,114,43810,3485571
212310a,21231,a,Stone Mining and Quarrying,1146,44548,3150253
212310b,21231,b,Stone Mining and Quarrying,349,674,38282
212310c,21231,c,Stone Mining and Quarrying,205,1374,64016
212310d,21231,d,Stone Mining and Quarrying,208,2729,145541
212310e,21231,e,Stone Mining and Quarrying,762,4777,247839
212310f,21231,f,Stone Mining and Quarrying,237,7914,493062
212310g,21231,g,Stone Mining and Quarrying,83,7433,456214
212310h,21231,h,Stone Mining and Quarrying,1082,20124,1197115
212310i,21231,i,Stone Mining and Quarrying,64,24424,1953138
212311a,212311,a,Dimension Stone Mining and Quarrying,264,3668,170782
212311b,212311,b,Dimension Stone Mining and Quarrying,124,217,10438
212311c,212311,c,Dimension Stone Mining and Quarrying,35,237,10256
212311d,212311,d,Dimension Stone Mining and Quarrying,50,609,28193
212311e,212311,e,Dimension Stone Mining and Quarrying,209,1063,48887
212311f,212311,f,Dimension Stone Mining and Quarrying,39,1260,57700
212311g,212311,g,Dimension Stone Mining and Quarrying,10,829,35043
212311h,212311,h,Dimension Stone Mining and Quarrying,258,3152,141630
212311i,212311,i,Dimension Stone Mining and Quarrying,6,516,29152
212312a,212312,a,Crushed and Broken Limestone Mining and Quarrying,539,28107,2120761
212312b,212312,b,Crushed and Broken Limestone Mining and Quarrying,102,217,11578
212312c,212312,c,Crushed and Broken Limestone Mining and Quarrying,88,607,28715
212312d,212312,d,Crushed and Broken Limestone Mining and Quarrying,104,1383,77174
212312e,212312,e,Crushed and Broken Limestone Mining and Quarrying,294,2207,117467
212312f,212312,f,Crushed and Broken Limestone Mining and Quarrying,142,4755,296743
212312g,212312,g,Crushed and Broken Limestone Mining and Quarrying,54,4801,300181
212312h,212312,h,Crushed and Broken Limestone Mining and Quarrying,490,11763,714391
212312i,212312,i,Crushed and Broken Limestone Mining and Quarrying,49,16344,1406370
212313a,212313,a,Crushed and Broken Granite Mining and Quarrying,104,6129,400547
212313b,212313,b,Crushed and Broken Granite Mining and Quarrying,25,62,2575
212313c,212313,c,Crushed and Broken Granite Mining and Quarrying,23,150,7663
212313d,212313,d,Crushed and Broken Granite Mining and Quarrying,12,164,6850
212313e,212313,e,Crushed and Broken Granite Mining and Quarrying,60,376,17088
212313f,212313,f,Crushed and Broken Granite Mining and Quarrying,16,610,39051
212313g,212313,g,Crushed and Broken Granite Mining and Quarrying,13,631,44020
212313h,212313,h,Crushed and Broken Granite Mining and Quarrying,89,1617,100159
212313i,212313,i,Crushed and Broken Granite Mining and Quarrying,15,4512,300388
212319a,212319,a,Other Crushed and Broken Stone Mining and Quarrying,303,6644,458163
212319b,212319,b,Other Crushed and Broken Stone Mining and Quarrying,98,178,13691
212319c,212319,c,Other Crushed and Broken Stone Mining and Quarrying,60,380,17382
212319d,212319,d,Other Crushed and Broken Stone Mining and Quarrying,45,573,33324
212319e,212319,e,Other Crushed and Broken Stone Mining and Quarrying,203,1131,64397
212319f,212319,f,Other Crushed and Broken Stone Mining and Quarrying,48,1289,99568
