UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll,Receipts
423690c,42369,c,Other Electronic Parts and Equipment Merchant Wholesalers,1587,10413,627406,6099378
423690d,42369,d,Other Electronic Parts and Equipment Merchant Wholesalers,1092,14602,981385,10374645
423690e,42369,e,Other Electronic Parts and Equipment Merchant Wholesalers,7500,33463,2117893,22058295
423690f,42369,f,Other Electronic Parts and Equipment Merchant Wholesalers,1082,38566,2905036,26807121
423690g,42369,g,Other Electronic Parts and Equipment Merchant Wholesalers,306,36616,3347381,63475646
423690h,42369,h,Other Electronic Parts and Equipment Merchant Wholesalers,8888,108645,8370310,112341062
423690i,42369,i,Other Electronic Parts and Equipment Merchant Wholesalers,213,151788,24078228,267850992
423700a,4237,a,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",10299,247600,16148848,186762508
423700b,4237,b,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",4781,8535,486934,4272690
423700c,4237,c,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",1915,12944,744944,5605317
423700d,4237,d,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",1462,19669,1251937,8996125
423700e,4237,e,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",8158,41148,2483815,18874132
423700f,4237,f,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",1535,56060,3778887,29912319
423700g,4237,g,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",421,51096,3297079,30211087
423700h,4237,h,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",10114,148304,9559781,78997538
423700i,4237,i,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",185,99296,6589067,107764970
423710a,42371,a,Hardware Merchant Wholesalers,4919,88697,5442633,65315102
423710b,42371,b,Hardware Merchant Wholesalers,2568,4402,236381,1974270
423710c,42371,c,Hardware Merchant Wholesalers,858,5731,309793,2178338
423710d,42371,d,Hardware Merchant Wholesalers,644,8625,505236,3333998
423710e,42371,e,Hardware Merchant Wholesalers,4070,18758,1051410,7486606
423710f,42371,f,Hardware Merchant Wholesalers,627,21617,1330280,9524823
423710g,42371,g,Hardware Merchant Wholesalers,149,16243,982874,8004494
423710h,42371,h,Hardware Merchant Wholesalers,4846,56618,3364564,25015923
423710i,42371,i,Hardware Merchant Wholesalers,73,32079,2078069,40299179
423720a,42372,a,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,2621,77314,4915238,59023673
423720b,42372,b,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,1121,2004,123898,1160416
423720c,42372,c,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,501,3461,200366,1553684
423720d,42372,d,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,383,5197,338486,2613663
423720e,42372,e,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,2005,10662,662750,5327763
423720f,42372,f,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,411,14598,972645,8236392
423720g,42372,g,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,135,13282,824929,8055250
423720h,42372,h,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,2551,38542,2460324,21619405
423720i,42372,i,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,70,38772,2454914,37404268
423730a,42373,a,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,2220,69943,5035206,55419429
423730b,42373,b,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,809,1612,102648,950276
423730c,42373,c,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,427,2879,184984,1406491
423730d,42373,d,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,351,4650,336647,2535743
423730e,42373,e,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,1587,9141,624279,4892510
423730f,42373,f,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,443,16561,1256284,10183414
423730g,42373,g,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,140,18593,1294175,12582285
423730h,42373,h,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,2170,44295,3174738,27658209
423730i,42373,i,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,50,25648,1860468,27761220
423740a,42374,a,Refrigeration Equipment and Supplies Merchant Wholesalers,645,11646,755771,7004304
423740b,42374,b,Refrigeration Equipment and Supplies Merchant Wholesalers,283,517,24007,187728
423740c,42374,c,Refrigeration Equipment and Supplies Merchant Wholesalers,133,873,49801,466804
423740d,42374,d,Refrigeration Equipment and Supplies Merchant Wholesalers,88,1197,71568,512721
423740e,42374,e,Refrigeration Equipment and Supplies Merchant Wholesalers,504,2587,145376,1167253
423740f,42374,f,Refrigeration Equipment and Supplies Merchant Wholesalers,89,3284,219678,1967690
423740g,42374,g,Refrigeration Equipment and Supplies Merchant Wholesalers,35,2978,195101,1569058
423740h,42374,h,Refrigeration Equipment and Supplies Merchant Wholesalers,628,8849,560155,4704001
423740i,42374,i,Refrigeration Equipment and Supplies Merchant Wholesalers,17,2797,195616,2300303
423800a,4238,a,"Machinery, Equipment, and Supplies Merchant Wholesalers",40764,758885,51879595,556872014
423800b,4238,b,"Machinery, Equipment, and Supplies Merchant Wholesalers",19886,36082,2086620,21141993
423800c,4238,c,"Machinery, Equipment, and Supplies Merchant Wholesalers",7686,50973,2925416,23328886
423800d,4238,d,"Machinery, Equipment, and Supplies Merchant Wholesalers",5702,75633,4637422,35276625
423800e,4238,e,"Machinery, Equipment, and Supplies Merchant Wholesalers",33274,162688,9649458,79747504
423800f,4238,f,"Machinery, Equipment, and Supplies Merchant Wholesalers",5538,197716,13095035,104382596
423800g,4238,g,"Machinery, Equipment, and Supplies Merchant Wholesalers",1317,158736,10758036,98358470
423800h,4238,h,"Machinery, Equipment, and Supplies Merchant Wholesalers",40129,519140,33502529,282488570
423800i,4238,i,"Machinery, Equipment, and Supplies Merchant Wholesalers",635,239745,18377066,274383444
423810a,42381,a,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,2815,92765,6622492,86270294
423810b,42381,b,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,1283,2206,136325,1722169
423810c,42381,c,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,447,2971,176111,1612028
423810d,42381,d,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,379,5008,306395,2616728
423810e,42381,e,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,2109,10185,618831,5950925
423810f,42381,f,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,457,16245,1114237,10389333
423810g,42381,g,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,144,19803,1386662,14472300
423810h,42381,h,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,2710,46233,3119730,30812558
423810i,42381,i,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,105,46532,3502762,55457736
423820a,42382,a,Farm and Garden Machinery and Equipment Merchant Wholesalers,4890,102895,5724675,91197424
423820b,42382,b,Farm and Garden Machinery and Equipment Merchant Wholesalers,1865,3534,158702,1874679
423820c,42382,c,Farm and Garden Machinery and Equipment Merchant Wholesalers,958,6514,276237,2729521
423820d,42382,d,Farm and Garden Machinery and Equipment Merchant Wholesalers,901,12345,577715,5605994
423820e,42382,e,Farm and Garden Machinery and Equipment Merchant Wholesalers,3724,22393,1012654,10210194
423820f,42382,f,Farm and Garden Machinery and Equipment Merchant Wholesalers,872,31107,1715612,18392403
423820g,42382,g,Farm and Garden Machinery and Equipment Merchant Wholesalers,227,31745,1811584,22857520
423820h,42382,h,Farm and Garden Machinery and Equipment Merchant Wholesalers,4823,85245,4539850,51460117
423820i,42382,i,Farm and Garden Machinery and Equipment Merchant Wholesalers,67,17650,1184825,39737307
423830a,42383,a,Industrial Machinery and Equipment Merchant Wholesalers,22424,370240,26894489,240786995
423830b,42383,b,Industrial Machinery and Equipment Merchant Wholesalers,11390,20572,1218847,11504546
423830c,42383,c,Industrial Machinery and Equipment Merchant Wholesalers,4236,27928,1694310,12586825
423830d,42383,d,Industrial Machinery and Equipment Merchant Wholesalers,2928,38224,2522374,17575394
423830e,42383,e,Industrial Machinery and Equipment Merchant Wholesalers,18554,86724,5435531,41666765
423830f,42383,f,Industrial Machinery and Equipment Merchant Wholesalers,2773,95590,6800746,47742549
423830g,42383,g,Industrial Machinery and Equipment Merchant Wholesalers,710,75456,5471755,43158593
423830h,42383,h,Industrial Machinery and Equipment Merchant Wholesalers,22037,257770,17708032,132567907
423830i,42383,i,Industrial Machinery and Equipment Merchant Wholesalers,387,112470,9186457,108219088
423840a,42384,a,Industrial Supplies Merchant Wholesalers,5811,105490,7221202,76605310
423840b,42384,b,Industrial Supplies Merchant Wholesalers,2718,4960,295495,3049232
423840c,42384,c,Industrial Supplies Merchant Wholesalers,1049,6928,418696,3462155
423840d,42384,d,Industrial Supplies Merchant Wholesalers,809,10613,690681,5440884
423840e,42384,e,Industrial Supplies Merchant Wholesalers,4576,22501,1404872,11952271
423840f,42384,f,Industrial Supplies Merchant Wholesalers,870,29071,1890009,13848384
423840g,42384,g,Industrial Supplies Merchant Wholesalers,226,18465,1246508,10550551
423840h,42384,h,Industrial Supplies Merchant Wholesalers,5672,70037,4541389,36351206
423840i,42384,i,Industrial Supplies Merchant Wholesalers,139,35453,2679813,40254104
423850a,42385,a,Service Establishment Equipment and Supplies Merchant Wholesalers,3195,52245,2781792,21878341
423850b,42385,b,Service Establishment Equipment and Supplies Merchant Wholesalers,1509,2785,136965,1350732
423850c,42385,c,Service Establishment Equipment and Supplies Merchant Wholesalers,643,4210,191697,1360844
423850d,42385,d,Service Establishment Equipment and Supplies Merchant Wholesalers,470,6137,304834,1989166
423850e,42385,e,Service Establishment Equipment and Supplies Merchant Wholesalers,2622,13132,633496,4700742
423850f,42385,f,Service Establishment Equipment and Supplies Merchant Wholesalers,446,15296,828939,5401461
423850g,42385,g,Service Establishment Equipment and Supplies Merchant Wholesalers,87,7867,473011,3678652
423850h,42385,h,Service Establishment Equipment and Supplies Merchant Wholesalers,3155,36295,1935446,13780855
423850i,42385,i,Service Establishment Equipment and Supplies Merchant Wholesalers,40,15950,846346,8097486
423860a,42386,a,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,2165,35250,2634945,40133650
423860b,42386,b,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,1126,2025,140286,1640635
423860c,42386,c,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,367,2422,168365,1577513
423860d,42386,d,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,250,3306,235423,2048459
423860e,42386,e,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,1743,7753,544074,5266607
423860f,42386,f,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,287,10407,745492,8608466
423860g,42386,g,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,60,5400,368516,3640854
423860h,42386,h,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,2090,23560,1658082,17515927
423860i,42386,i,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,75,11690,976863,22617723
423900a,4239,a,Miscellaneous Durable Goods Merchant Wholesalers,29054,321026,18359397,250975036
423900b,4239,b,Miscellaneous Durable Goods Merchant Wholesalers,18148,30617,1432904,20355582
423900c,4239,c,Miscellaneous Durable Goods Merchant Wholesalers,4600,30050,1396927,17058126
423900d,4239,d,Miscellaneous Durable Goods Merchant Wholesalers,3014,40175,1994646,22647429
423900e,4239,e,Miscellaneous Durable Goods Merchant Wholesalers,25762,100842,4824477,60061137
423900f,4239,f,Miscellaneous Durable Goods Merchant Wholesalers,2531,90431,4840641,59893388
423900g,4239,g,Miscellaneous Durable Goods Merchant Wholesalers,513,59375,3512662,50434449
423900h,4239,h,Miscellaneous Durable Goods Merchant Wholesalers,28806,250648,13177780,170388974
423900i,4239,i,Miscellaneous Durable Goods Merchant Wholesalers,248,70378,5181617,80586062
423910a,42391,a,Sporting and Recreational Goods and Supplies Merchant Wholesalers,4689,60133,3511839,44084402
423910b,42391,b,Sporting and Recreational Goods and Supplies Merchant Wholesalers,2750,4451,228296,2561594
423910c,42391,c,Sporting and Recreational Goods and Supplies Merchant Wholesalers,761,5013,248386,2456759
423910d,42391,d,Sporting and Recreational Goods and Supplies Merchant Wholesalers,530,6869,360795,3144362
423910e,42391,e,Sporting and Recreational Goods and Supplies Merchant Wholesalers,4041,16333,837477,8162715
423910f,42391,f,Sporting and Recreational Goods and Supplies Merchant Wholesalers,480,17045,971296,10957070
423910g,42391,g,Sporting and Recreational Goods and Supplies Merchant Wholesalers,109,11259,661330,8891770
423910h,42391,h,Sporting and Recreational Goods and Supplies Merchant Wholesalers,4630,44637,2470103,28011555
423910i,42391,i,Sporting and Recreational Goods and Supplies Merchant Wholesalers,59,15496,1041736,16072847
423920a,42392,a,Toy and Hobby Goods and Supplies Merchant Wholesalers,2014,34568,2799659,34351210
423920b,42392,b,Toy and Hobby Goods and Supplies Merchant Wholesalers,1174,2000,101506,1365548
423920c,42392,c,Toy and Hobby Goods and Supplies Merchant Wholesalers,347,2260,117340,1235107
423920d,42392,d,Toy and Hobby Goods and Supplies Merchant Wholesalers,214,2781,152841,1876177
423920e,42392,e,Toy and Hobby Goods and Supplies Merchant Wholesalers,1735,7041,371687,4476832
423920f,42392,f,Toy and Hobby Goods and Supplies Merchant Wholesalers,203,7992,476232,5895294
423920g,42392,g,Toy and Hobby Goods and Supplies Merchant Wholesalers,53,7575,620792,7397136
423920h,42392,h,Toy and Hobby Goods and Supplies Merchant Wholesalers,1991,22608,1468711,17769262
423920i,42392,i,Toy and Hobby Goods and Supplies Merchant Wholesalers,23,11960,1330948,16581948
423930a,42393,a,Recyclable Material Merchant Wholesalers,6645,99476,4790096,78314389
423930b,42393,b,Recyclable Material Merchant Wholesalers,3241,5930,259895,3632266
423930c,42393,c,Recyclable Material Merchant Wholesalers,1259,8355,334414,3903435
423930d,42393,d,Recyclable Material Merchant Wholesalers,987,13464,603630,7252350
423930e,42393,e,Recyclable Material Merchant Wholesalers,5487,27749,1197939,14788051
423930f,42393,f,Recyclable Material Merchant Wholesalers,946,34677,1630629,21007087
423930g,42393,g,Recyclable Material Merchant Wholesalers,144,17666,872497,15040170
423930h,42393,h,Recyclable Material Merchant Wholesalers,6577,80092,3701065,50835308
423930i,42393,i,Recyclable Material Merchant Wholesalers,68,19384,1089031,27479081
423940a,42394,a,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",7141,44067,2507778,50061620
423940b,42394,b,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",5299,9208,425769,8093974
423940c,42394,c,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",1013,6466,338842,6253893
423940d,42394,d,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",471,6245,341724,5996869
423940e,42394,e,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",6783,21919,1106335,20344736
423940f,42394,f,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",285,10248,618693,13619832
423940g,42394,g,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",56,7116,433055,8912212
423940h,42394,h,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",7124,39283,2158083,42876780
423940i,42394,i,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",17,4784,349695,7184840
423990a,42399,a,Other Miscellaneous Durable Goods Merchant Wholesalers,8605,82782,4750025,44163415
423990b,42399,b,Other Miscellaneous Durable Goods Merchant Wholesalers,5684,9028,417438,4702200
423990c,42399,c,Other Miscellaneous Durable Goods Merchant Wholesalers,1220,7956,357945,3208932
423990d,42399,d,Other Miscellaneous Durable Goods Merchant Wholesalers,819,10816,535656,4377671
423990e,42399,e,Other Miscellaneous Durable Goods Merchant Wholesalers,7723,27800,1311039,12288803
423990f,42399,f,Other Miscellaneous Durable Goods Merchant Wholesalers,627,20469,1143791,8414105
423990g,42399,g,Other Miscellaneous Durable Goods Merchant Wholesalers,162,15759,924988,10193161
423990h,42399,h,Other Miscellaneous Durable Goods Merchant Wholesalers,8512,64028,3379818,30896069
423990i,42399,i,Other Miscellaneous Durable Goods Merchant Wholesalers,93,18754,1370207,13267346
424000a,424,a,"Merchant Wholesalers, Nondurable Goods",96684,2363550,162311418,4356459077
424000b,424,b,"Merchant Wholesalers, Nondurable Goods",53292,88641,4676126,82165728
424000c,424,c,"Merchant Wholesalers, Nondurable Goods",15771,103612,5240681,93468336
424000d,424,d,"Merchant Wholesalers, Nondurable Goods",11179,147755,7843625,127544121
424000e,424,e,"Merchant Wholesalers, Nondurable Goods",80242,340008,17760432,303178185
424000f,424,f,"Merchant Wholesalers, Nondurable Goods",11756,434487,25009163,429917333
424000g,424,g,"Merchant Wholesalers, Nondurable Goods",3292,439240,26305681,472337530
424000h,424,h,"Merchant Wholesalers, Nondurable Goods",95290,1213735,69075276,1205433048
424000i,424,i,"Merchant Wholesalers, Nondurable Goods",1394,1149815,93236142,3151026029
424100a,4241,a,Paper and Paper Product Merchant Wholesalers,7305,148057,9050912,159580364
424100b,4241,b,Paper and Paper Product Merchant Wholesalers,3979,6991,363125,4790406
424100c,4241,c,Paper and Paper Product Merchant Wholesalers,1214,7962,402603,4289043
424100d,4241,d,Paper and Paper Product Merchant Wholesalers,912,11990,677402,5955520
424100e,4241,e,Paper and Paper Product Merchant Wholesalers,6105,26943,1443130,15034969
424100f,4241,f,Paper and Paper Product Merchant Wholesalers,882,31572,1830059,16402177
424100g,4241,g,Paper and Paper Product Merchant Wholesalers,226,24547,1588137,20842139
424100h,4241,h,Paper and Paper Product Merchant Wholesalers,7213,83062,4861326,52279285
424100i,4241,i,Paper and Paper Product Merchant Wholesalers,92,64995,4189586,107301079
424110a,42411,a,Printing and Writing Paper Merchant Wholesalers,582,9776,650806,18088988
424110b,42411,b,Printing and Writing Paper Merchant Wholesalers,321,563,32299,1330583
424110c,42411,c,Printing and Writing Paper Merchant Wholesalers,96,602,30644,704551
424110d,42411,d,Printing and Writing Paper Merchant Wholesalers,69,933,54936,587270
424110e,42411,e,Printing and Writing Paper Merchant Wholesalers,486,2098,117879,2622404
424110f,42411,f,Printing and Writing Paper Merchant Wholesalers,56,2050,131000,1534524
424110g,42411,g,Printing and Writing Paper Merchant Wholesalers,25,2431,170745,3035200
424110h,42411,h,Printing and Writing Paper Merchant Wholesalers,567,6579,419624,7192128
424110i,42411,i,Printing and Writing Paper Merchant Wholesalers,15,3197,231182,10896860
424120a,42412,a,Stationery and Office Supplies Merchant Wholesalers,3139,69400,3749461,45348384
424120b,42412,b,Stationery and Office Supplies Merchant Wholesalers,1856,3093,143603,1118470
424120c,42412,c,Stationery and Office Supplies Merchant Wholesalers,501,3245,149168,1117011
424120d,42412,d,Stationery and Office Supplies Merchant Wholesalers,346,4362,208343,1347879
424120e,42412,e,Stationery and Office Supplies Merchant Wholesalers,2703,10700,501114,3583360
424120f,42412,f,Stationery and Office Supplies Merchant Wholesalers,319,10538,539324,3645099
424120g,42412,g,Stationery and Office Supplies Merchant Wholesalers,88,7458,434978,4076681
424120h,42412,h,Stationery and Office Supplies Merchant Wholesalers,3110,28696,1475416,11305140
424120i,42412,i,Stationery and Office Supplies Merchant Wholesalers,29,40704,2274045,34043244
424130a,42413,a,Industrial and Personal Service Paper Merchant Wholesalers,3623,68881,4650645,96142992
424130b,42413,b,Industrial and Personal Service Paper Merchant Wholesalers,1803,3335,187223,2341353
424130c,42413,c,Industrial and Personal Service Paper Merchant Wholesalers,617,4115,222791,2467481
424130d,42413,d,Industrial and Personal Service Paper Merchant Wholesalers,499,6695,414123,4020371
424130e,42413,e,Industrial and Personal Service Paper Merchant Wholesalers,2919,14145,824137,8829205
424130f,42413,f,Industrial and Personal Service Paper Merchant Wholesalers,512,18984,1159735,11222554
424130g,42413,g,Industrial and Personal Service Paper Merchant Wholesalers,129,14658,982414,13730258
424130h,42413,h,Industrial and Personal Service Paper Merchant Wholesalers,3560,47787,2966286,33782017
424130i,42413,i,Industrial and Personal Service Paper Merchant Wholesalers,63,21094,1684359,62360975
424200a,4242,a,Drugs and Druggists' Sundries Merchant Wholesalers,6958,304606,38755304,944691839
424200b,4242,b,Drugs and Druggists' Sundries Merchant Wholesalers,3787,6045,392983,5736315
424200c,4242,c,Drugs and Druggists' Sundries Merchant Wholesalers,1120,7260,443619,5747882
424200d,4242,d,Drugs and Druggists' Sundries Merchant Wholesalers,754,10051,647290,7305910
424200e,4242,e,Drugs and Druggists' Sundries Merchant Wholesalers,5661,23356,1483892,18790107
424200f,4242,f,Drugs and Druggists' Sundries Merchant Wholesalers,810,30713,2207778,24477735
424200g,4242,g,Drugs and Druggists' Sundries Merchant Wholesalers,277,39081,3151404,41094092
424200h,4242,h,Drugs and Druggists' Sundries Merchant Wholesalers,6748,93150,6843074,84361934
424200i,4242,i,Drugs and Druggists' Sundries Merchant Wholesalers,210,211456,31912230,860329905
424210a,42421,a,Drugs and Druggists' Sundries Merchant Wholesalers,6958,304606,38755304,944691839
424210b,42421,b,Drugs and Druggists' Sundries Merchant Wholesalers,3787,6045,392983,5736315
424210c,42421,c,Drugs and Druggists' Sundries Merchant Wholesalers,1120,7260,443619,5747882
424210d,42421,d,Drugs and Druggists' Sundries Merchant Wholesalers,754,10051,647290,7305910
424210e,42421,e,Drugs and Druggists' Sundries Merchant Wholesalers,5661,23356,1483892,18790107
424210f,42421,f,Drugs and Druggists' Sundries Merchant Wholesalers,810,30713,2207778,24477735
424210g,42421,g,Drugs and Druggists' Sundries Merchant Wholesalers,277,39081,3151404,41094092
424210h,42421,h,Drugs and Druggists' Sundries Merchant Wholesalers,6748,93150,6843074,84361934
424210i,42421,i,Drugs and Druggists' Sundries Merchant Wholesalers,210,211456,31912230,860329905
424300a,4243,a,"Apparel, Piece Goods, and Notions Merchant Wholesalers",14471,200943,12958187,171058852
424300b,4243,b,"Apparel, Piece Goods, and Notions Merchant Wholesalers",8819,14547,723438,10193551
424300c,4243,c,"Apparel, Piece Goods, and Notions Merchant Wholesalers",2321,15298,737665,8440763
424300d,4243,d,"Apparel, Piece Goods, and Notions Merchant Wholesalers",1473,19405,976674,10579824
424300e,4243,e,"Apparel, Piece Goods, and Notions Merchant Wholesalers",12613,49250,2437777,29214138
424300f,4243,f,"Apparel, Piece Goods, and Notions Merchant Wholesalers",1373,50749,3130440,30826213
424300g,4243,g,"Apparel, Piece Goods, and Notions Merchant Wholesalers",336,44027,3097244,31218862
424300h,4243,h,"Apparel, Piece Goods, and Notions Merchant Wholesalers",14322,144026,8665461,91259213
424300i,4243,i,"Apparel, Piece Goods, and Notions Merchant Wholesalers",149,56917,4292726,79799639
424310a,42431,a,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",2649,26136,1440882,14521443
424310b,42431,b,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",1657,2687,133632,1648045
424310c,42431,c,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",424,2775,141378,1398455
424310d,42431,d,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",257,3402,174337,1998963
424310e,42431,e,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",2338,8864,449347,5045463
424310f,42431,f,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",229,7694,435258,3767849
424310g,42431,g,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",54,4325,261366,2560865
424310h,42431,h,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",2621,20883,1145971,11374177
424310i,42431,i,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",28,5253,294911,3147266
424320a,42432,a,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,3320,58686,3682506,51923496
424320b,42432,b,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,1945,3281,178057,2482116
424320c,42432,c,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,518,3390,162234,1913627
424320d,42432,d,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,355,4726,230428,2465969
424320e,42432,e,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,2818,11397,570719,6861712
424320f,42432,f,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,347,12642,749720,6592937
424320g,42432,g,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,97,13849,833120,8667007
424320h,42432,h,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,3262,37888,2153559,22121656
424320i,42432,i,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,58,20798,1528947,29801840
424330a,42433,a,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",7237,88285,5600593,68915809
424330b,42433,b,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",4433,7231,348442,5245510
424330c,42433,c,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",1160,7665,361209,4199036
424330d,42433,d,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",731,9582,482978,5033206
424330e,42433,e,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",6324,24478,1192629,14477752
424330f,42433,f,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",676,25418,1589015,16768302
424330g,42433,g,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",166,21569,1633440,15485912
424330h,42433,h,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",7166,71465,4415084,46731966
424330i,42433,i,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",71,16820,1185509,22183843
424340a,42434,a,Footwear Merchant Wholesalers,1336,27836,2234206,35698104
424340b,42434,b,Footwear Merchant Wholesalers,785,1348,63307,817880
424340c,42434,c,Footwear Merchant Wholesalers,219,1468,72844,929645
424340d,42434,d,Footwear Merchant Wholesalers,134,1695,88931,1081686
424340e,42434,e,Footwear Merchant Wholesalers,1138,4511,225082,2829211
424340f,42434,f,Footwear Merchant Wholesalers,137,4995,356447,3697125
424340g,42434,g,Footwear Merchant Wholesalers,34,4284,369318,4505078
424340h,42434,h,Footwear Merchant Wholesalers,1309,13790,950847,11031414
424340i,42434,i,Footwear Merchant Wholesalers,27,14046,1283359,24666690
424400a,4244,a,Grocery and Related Product Merchant Wholesalers,27555,833793,45971229,1019573128
424400b,4244,b,Grocery and Related Product Merchant Wholesalers,15008,24263,1237629,25592732
424400c,4244,c,Grocery and Related Product Merchant Wholesalers,4269,28107,1331839,26665130
424400d,4244,d,Grocery and Related Product Merchant Wholesalers,3263,43473,2125872,38497495
424400e,4244,e,Grocery and Related Product Merchant Wholesalers,22540,95843,4695340,90755357
424400f,4244,f,Grocery and Related Product Merchant Wholesalers,3694,142706,7257996,113873306
424400g,4244,g,Grocery and Related Product Merchant Wholesalers,919,135468,7089682,126402100
424400h,4244,h,Grocery and Related Product Merchant Wholesalers,27153,374017,19043018,331030763
424400i,4244,i,Grocery and Related Product Merchant Wholesalers,402,459776,26928211,688542365
424410a,42441,a,General Line Grocery Merchant Wholesalers,2018,152789,9190968,211891635
424410b,42441,b,General Line Grocery Merchant Wholesalers,1058,1540,73300,1364807
